fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,0,1,128,2,1024,46099.4
0,1,1,1,0,128,2,256,46517.8
0,0,0,0,0,64,2,256,46272.2
1,1,0,0,1,128,8,4096,133286.0
1,0,0,0,0,256,2,4096,132200.2
0,0,0,1,1,64,8,1024,47331.0
1,1,1,0,0,256,2,256,129738.2
0,0,0,1,0,64,2,256,46461.6
1,0,1,1,1,256,8,256,136729.2
1,1,1,1,1,64,32,4096,131409.8
1,1,1,1,0,64,8,4096,129001.8
0,1,1,1,1,64,2,256,46733.2
1,1,1,0,0,128,2,256,136797.8
1,1,0,0,0,64,2,4096,130337.2
0,1,0,1,1,64,32,1024,46378.6
0,0,1,1,0,64,8,1024,46966.4
0,0,0,1,0,64,2,4096,46738.0
0,0,1,1,1,256,32,4096,46299.2
0,0,1,1,0,64,8,1024,46966.4
1,0,0,1,1,64,32,256,134738.8
0,1,1,1,1,128,2,4096,47014.0
0,1,0,0,0,128,2,1024,46240.8
1,0,0,0,1,256,2,4096,132963.8
1,0,0,1,1,64,2,256,131695.0
0,0,1,0,1,128,2,4096,46359.4
0,0,0,1,0,64,32,256,46298.4
0,0,1,0,1,256,2,256,46342.0
0,0,0,0,0,64,32,256,46471.2
0,1,0,0,1,128,2,256,47040.2
0,0,0,0,1,128,2,1024,46113.2
0,0,0,1,0,128,2,256,46486.8
0,0,0,1,1,64,32,4096,46546.8
0,0,0,0,1,64,2,256,46337.0
0,0,1,0,1,256,2,1024,46177.2
0,0,0,0,1,64,32,4096,46073.6
0,1,0,1,0,128,2,256,46584.8
0,0,0,0,1,64,2,256,46337.0
0,0,0,0,1,128,32,1024,46299.2
0,0,1,0,1,256,2,256,46342.0
1,1,0,0,1,128,32,1024,133874.4
0,1,0,0,0,128,2,256,46022.8
0,0,1,1,0,256,32,4096,47278.0
0,1,0,0,1,64,2,1024,46267.8
0,1,0,1,0,128,2,256,46584.8
0,0,0,0,1,64,2,4096,47346.2
0,0,1,0,1,256,8,4096,46508.6
0,1,0,0,0,128,2,256,46022.8
0,1,0,0,0,128,2,256,46022.8
0,1,0,0,0,128,2,256,46022.8
0,1,0,0,1,64,2,1024,46267.8
0,1,0,0,1,128,2,256,47040.2
0,0,0,0,1,128,32,256,46035.0
0,1,0,0,0,128,2,256,46022.8
0,0,1,0,1,64,2,256,46268.8
0,1,0,0,1,64,2,1024,46267.8
0,0,1,1,1,256,2,1024,47568.6
0,1,0,0,0,128,2,4096,46368.8
0,0,0,0,1,256,2,1024,46354.2
0,1,0,0,0,128,32,256,46158.4
0,1,0,0,1,128,2,4096,46277.6
1,1,0,0,1,64,2,1024,136113.4
0,0,0,1,1,128,2,256,46335.6
0,0,1,0,1,64,2,256,46268.8
0,1,0,0,1,128,2,1024,46099.4
0,1,0,0,1,64,2,256,46143.2
0,1,0,0,1,128,2,256,47040.2
0,1,1,0,0,128,2,256,46183.8
0,1,0,0,1,128,2,4096,46277.6
0,1,0,0,1,128,2,1024,46099.4
0,1,0,0,1,128,32,4096,46213.6
0,0,0,0,1,128,2,256,47198.6
1,1,0,0,0,128,32,1024,133666.2
0,1,0,0,0,128,2,256,46022.8
1,1,0,0,1,128,2,256,136842.2
0,1,0,1,0,128,2,256,46584.8
1,1,0,0,0,128,2,256,132604.8
0,1,1,0,1,256,2,1024,46256.8
0,1,0,0,0,128,32,256,46158.4
0,0,0,0,0,128,2,256,46236.8
0,1,0,0,1,128,2,1024,46099.4
0,1,0,0,1,128,2,1024,46099.4
0,1,0,0,0,128,2,1024,46240.8
0,0,0,0,1,128,32,256,46035.0
0,1,0,0,0,256,2,1024,46248.8
0,0,0,0,0,128,32,256,46255.0
0,1,0,0,0,128,2,256,46022.8
0,0,0,0,1,128,2,256,47198.6
0,1,0,0,0,128,32,256,46158.4
0,0,0,0,1,256,32,4096,46070.8
0,1,0,0,0,128,2,256,46022.8
1,1,0,0,0,128,2,256,132604.8
0,1,0,0,0,128,2,256,46022.8
0,1,0,0,0,128,2,256,46022.8
0,1,0,0,1,128,2,256,47040.2
0,0,0,0,0,128,2,256,46236.8
0,1,0,1,1,64,2,256,46400.6
0,1,0,0,0,128,2,256,46022.8
0,0,0,0,1,64,32,256,46295.4
0,1,0,0,0,128,2,256,46022.8
0,0,0,0,1,128,32,256,46035.0
