fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,1,1,0,64,32,1024,139522.4
0,0,0,1,1,256,8,1024,46307.6
0,1,0,1,0,128,2,1024,46599.4
1,1,1,0,1,256,2,256,137593.6
0,0,1,1,0,64,2,256,46508.8
1,0,0,1,1,64,2,1024,133912.8
1,0,1,1,0,256,2,4096,139497.4
0,1,1,1,0,256,8,4096,47064.8
0,0,1,1,0,256,2,4096,46625.0
1,0,0,0,0,256,2,1024,134031.2
0,1,1,0,1,64,32,1024,46469.6
1,1,1,1,1,256,2,256,130773.4
1,1,1,1,1,128,2,4096,131763.6
1,1,0,0,0,128,2,256,132604.8
0,0,0,1,1,256,8,1024,46307.6
0,1,0,0,0,128,2,4096,46368.8
0,1,0,1,1,256,8,4096,46447.6
1,0,0,1,0,64,32,256,130240.8
0,1,1,0,1,256,32,4096,46447.8
1,0,0,0,0,128,32,1024,127243.8
0,1,0,1,0,256,2,4096,47670.8
0,1,0,1,0,256,32,4096,46756.0
1,0,1,0,0,64,2,1024,135076.2
0,1,0,1,1,256,8,4096,46447.6
0,0,1,1,0,256,8,256,46479.8
1,0,1,0,0,256,32,256,136622.0
0,0,1,1,0,64,2,256,46508.8
0,1,0,0,0,256,32,4096,46039.0
0,0,0,1,1,256,8,1024,46307.6
0,0,1,1,1,64,32,1024,46610.2
0,1,0,1,0,256,8,1024,46598.6
0,1,1,1,0,256,32,1024,46477.8
0,1,1,1,1,256,32,4096,46325.4
0,1,0,1,1,128,8,4096,46535.6
0,1,0,1,0,256,32,1024,47549.4
0,1,0,1,1,256,2,4096,46615.0
1,1,1,1,0,256,8,4096,129630.8
0,0,0,1,1,256,8,1024,46307.6
0,0,1,1,0,64,32,256,46700.8
0,1,1,1,1,256,8,4096,46925.4
0,1,1,0,1,256,8,4096,46207.2
0,1,1,0,1,64,8,4096,46694.0
0,1,1,1,1,256,8,4096,46925.4
1,0,1,1,1,256,32,1024,139302.2
0,1,0,0,1,128,2,4096,46277.6
0,0,0,1,0,256,8,1024,46393.4
0,1,0,0,1,256,2,4096,46310.8
0,1,0,0,0,128,2,4096,46368.8
0,0,0,1,1,256,8,4096,46339.4
0,0,0,0,1,128,2,4096,46108.2
1,1,0,0,1,256,32,4096,134608.6
0,0,0,1,0,256,8,1024,46393.4
0,0,0,1,1,128,8,1024,46358.4
0,0,0,0,1,128,8,1024,46255.2
0,0,0,0,0,128,8,1024,46208.0
0,0,0,1,1,256,8,4096,46339.4
1,0,0,0,1,128,2,4096,132203.6
0,1,0,1,0,256,2,1024,46350.2
0,1,0,0,1,256,32,4096,46104.2
0,1,0,1,1,256,8,4096,46447.6
0,0,0,0,1,256,8,1024,46303.0
1,0,0,0,1,128,8,1024,130543.6
0,0,1,0,1,256,32,4096,47000.2
0,0,0,1,1,256,8,1024,46307.6
0,0,0,0,1,256,8,1024,46303.0
0,1,0,0,1,256,8,4096,46133.4
0,1,0,0,1,128,2,4096,46277.6
0,1,1,0,1,128,8,4096,46460.8
0,0,0,1,1,128,2,1024,46407.8
0,1,0,1,1,256,2,4096,46615.0
0,0,0,0,0,128,8,1024,46208.0
0,0,0,0,1,128,8,4096,46212.2
0,1,1,0,1,256,32,4096,46447.8
0,0,0,0,1,256,2,4096,47094.8
0,0,0,0,1,256,8,1024,46303.0
0,1,0,1,1,128,8,1024,47354.4
0,0,0,0,0,64,8,1024,46349.4
0,1,0,1,1,128,2,4096,46322.4
0,1,0,0,1,256,2,4096,46310.8
0,1,0,1,0,256,32,4096,46756.0
0,0,0,0,0,256,8,4096,46426.6
0,1,0,0,1,128,2,1024,46099.4
0,1,0,0,1,256,32,4096,46104.2
0,1,0,0,1,128,8,1024,46124.2
0,1,0,0,1,128,32,1024,46405.0
0,0,0,0,1,256,2,4096,47094.8
1,1,0,0,0,256,8,1024,132666.2
0,1,1,0,0,128,2,1024,47200.2
1,1,0,0,1,256,32,4096,134608.6
0,0,0,1,1,128,8,1024,46358.4
0,1,0,0,1,128,8,4096,46303.0
0,0,0,0,1,128,2,4096,46108.2
0,1,0,0,0,128,8,1024,45980.8
1,1,0,0,1,128,2,1024,130383.4
0,1,0,0,1,128,2,256,47040.2
0,1,1,0,1,64,2,4096,46299.4
1,1,0,0,1,128,8,1024,133644.4
0,0,0,0,0,128,8,4096,46245.8
0,1,0,0,1,128,8,1024,46124.2
0,1,0,0,0,256,32,4096,46039.0
