fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,1,1,0,64,32,1024,46801.8
0,0,1,0,0,256,32,4096,46148.2
0,0,1,0,0,128,8,1024,46245.0
1,0,0,0,0,64,2,1024,131859.6
1,1,0,1,1,256,2,256,131228.6
1,1,0,0,0,64,32,4096,132759.0
0,0,1,1,0,64,32,1024,46819.6
1,0,1,0,0,64,32,4096,135630.0
1,0,0,1,0,128,32,256,134485.2
1,0,1,0,0,128,32,4096,137057.4
1,1,1,1,0,128,2,4096,127278.2
1,1,1,0,0,64,32,1024,134439.4
1,0,0,0,1,256,32,256,135823.2
0,1,0,0,1,64,8,1024,46054.6
0,1,0,1,0,256,8,1024,46598.6
1,0,0,1,1,256,8,1024,135590.6
0,0,0,0,0,64,32,4096,46314.4
0,1,0,0,0,256,8,256,46335.6
0,0,1,1,1,64,2,1024,46681.8
1,0,0,1,1,64,2,4096,133870.0
1,1,0,0,1,64,32,4096,134364.4
1,1,1,0,0,64,32,1024,134439.4
0,1,0,1,0,256,8,256,46658.8
1,1,0,0,0,256,2,1024,132971.6
0,0,1,0,0,64,32,4096,46191.2
0,1,1,0,0,128,8,4096,46157.6
0,0,1,0,0,64,32,1024,46389.6
0,1,1,1,0,256,2,1024,46750.8
0,0,0,0,0,64,32,4096,46314.4
0,0,1,1,0,64,32,1024,46819.6
0,0,1,0,0,128,32,1024,46138.8
0,1,0,1,0,256,8,256,46658.8
0,0,0,0,1,256,8,256,46100.4
0,1,0,0,0,128,32,256,46158.4
0,0,1,1,0,256,32,1024,47774.0
0,0,0,1,0,64,32,1024,46258.0
0,0,0,1,0,256,8,4096,46597.8
1,0,0,1,0,256,8,4096,131930.8
0,1,1,0,0,128,8,256,46214.6
0,1,0,0,0,128,32,1024,46341.0
0,1,0,0,0,256,8,256,46335.6
0,1,1,0,0,256,32,1024,46047.4
0,1,1,0,0,256,32,1024,46047.4
1,0,0,0,1,256,8,256,136333.8
1,1,0,0,0,256,32,1024,131767.4
0,1,1,0,0,256,32,4096,46191.2
0,1,0,1,0,64,32,256,46886.0
0,0,0,0,1,128,8,1024,46255.2
0,0,1,0,0,128,8,256,46140.0
0,0,0,0,1,64,8,1024,46184.4
0,1,1,0,0,128,8,4096,46157.6
0,0,1,0,0,256,8,256,46381.6
0,1,1,0,0,128,32,256,46144.0
0,0,0,0,0,128,32,256,46255.0
0,0,1,0,0,128,32,1024,46138.8
0,0,1,0,1,128,8,256,46271.0
0,0,1,0,0,256,8,4096,46383.4
1,0,1,0,0,128,32,1024,135323.2
0,0,0,0,0,256,8,1024,46252.0
0,0,1,0,1,128,32,256,46260.2
0,1,0,0,0,128,32,1024,46341.0
0,0,0,0,1,256,8,256,46100.4
0,0,1,0,0,256,32,4096,46148.2
0,0,1,0,0,128,8,1024,46245.0
0,0,1,0,0,256,8,1024,46146.2
0,1,1,1,0,128,8,1024,46551.0
0,1,0,0,1,256,8,1024,46358.2
0,1,1,0,0,64,32,4096,46715.4
0,0,1,0,0,128,32,4096,46233.6
0,0,1,0,0,256,32,1024,46212.8
0,1,1,0,0,256,8,1024,47095.6
0,0,0,0,1,256,8,256,46100.4
0,0,0,0,0,256,32,256,46275.0
0,0,1,0,1,256,32,1024,45939.8
0,1,0,0,0,256,2,1024,46248.8
1,1,1,0,1,64,32,1024,130145.2
0,1,0,0,0,64,8,256,46403.8
0,0,1,0,0,128,32,1024,46138.8
1,0,1,0,0,128,32,256,135051.0
0,0,0,0,1,256,8,256,46100.4
0,0,1,0,0,128,32,4096,46233.6
0,0,1,0,0,128,32,1024,46138.8
0,1,1,0,0,128,32,256,46144.0
0,0,1,0,0,256,8,256,46381.6
0,1,1,0,0,128,32,1024,46311.2
0,1,0,0,0,128,32,1024,46341.0
0,1,0,0,1,128,8,1024,46124.2
0,0,1,0,0,256,8,256,46381.6
0,0,1,0,1,256,32,1024,45939.8
0,1,1,0,0,128,32,1024,46311.2
0,1,1,0,0,128,2,1024,47200.2
0,0,1,0,0,128,32,4096,46233.6
0,1,1,0,0,256,32,1024,46047.4
0,1,0,0,1,64,8,1024,46054.6
0,1,1,0,1,256,32,1024,46493.8
0,1,0,0,1,64,32,1024,46172.8
0,0,0,0,1,256,8,256,46100.4
0,0,0,0,1,256,8,256,46100.4
0,0,1,0,0,128,32,1024,46138.8
0,0,0,0,1,64,2,256,46337.0
