fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,0,0,0,64,2,256,136455.8
0,0,0,0,1,128,32,256,46035.0
1,1,1,0,0,256,8,256,131089.2
0,0,1,0,0,256,32,256,46243.2
1,0,1,0,1,128,2,1024,135485.6
0,0,0,1,1,64,2,4096,46482.0
0,1,1,0,0,128,2,1024,47200.2
0,1,0,1,1,64,2,256,46400.6
1,1,0,0,0,64,2,4096,130337.2
1,0,1,0,0,128,8,256,131236.6
0,1,0,0,1,256,8,1024,46358.2
1,1,1,1,0,256,32,1024,127038.8
0,0,1,1,1,256,2,256,46651.4
0,1,0,0,1,128,8,4096,46303.0
0,0,0,0,0,128,32,4096,46476.2
1,1,0,0,0,128,8,256,125404.4
0,0,0,0,0,64,32,1024,46298.4
1,1,1,1,1,64,32,256,132168.8
0,0,0,0,0,64,8,1024,46349.4
0,1,1,1,1,128,2,1024,46877.2
0,1,0,0,0,64,2,4096,46154.0
1,1,0,0,1,128,2,4096,133053.0
1,1,1,0,0,64,2,256,132226.4
1,0,0,0,0,128,8,256,133984.8
0,1,1,1,1,128,8,1024,46970.2
0,0,0,0,1,128,8,1024,46255.2
0,1,0,0,1,256,2,4096,46310.8
0,0,0,0,0,64,32,1024,46298.4
0,0,0,0,0,64,8,4096,46285.0
1,1,0,0,0,128,32,4096,134334.8
0,1,0,0,1,128,8,4096,46303.0
0,0,0,0,0,64,8,1024,46349.4
1,1,0,0,0,64,2,1024,132621.4
0,0,0,0,0,256,2,1024,46194.6
0,1,0,0,1,256,32,256,46163.4
0,0,1,0,0,64,2,256,46097.4
0,1,0,0,1,128,2,256,47040.2
0,0,0,0,0,64,2,1024,47571.0
0,1,1,0,1,128,8,1024,46188.8
0,1,0,0,0,256,32,256,46178.0
0,0,0,0,1,256,32,256,46294.8
1,1,1,0,0,64,2,256,132226.4
0,0,1,0,0,64,32,256,46180.0
0,1,1,0,0,64,8,4096,46121.6
0,1,1,0,1,64,8,4096,46694.0
0,1,1,0,1,64,8,4096,46694.0
0,0,0,0,1,64,32,256,46295.4
0,0,0,0,1,256,32,1024,46176.6
0,0,0,1,1,128,8,1024,46358.4
0,0,0,0,0,64,8,1024,46349.4
0,1,0,0,1,256,32,256,46163.4
0,1,0,0,0,64,2,1024,46111.6
0,1,0,0,0,64,2,4096,46154.0
0,1,0,0,0,256,2,256,46440.0
0,1,0,0,1,128,2,256,47040.2
0,1,0,0,1,256,32,256,46163.4
0,1,1,0,0,256,32,256,46640.6
0,0,0,0,1,256,32,1024,46176.6
0,0,0,0,0,128,32,4096,46476.2
0,0,1,0,0,64,8,256,46528.8
0,1,0,0,0,64,2,4096,46154.0
0,0,0,0,0,64,2,4096,46558.6
0,1,0,0,1,128,32,256,46355.2
0,0,0,0,1,128,32,256,46035.0
0,0,0,0,1,64,8,256,46194.8
0,0,0,0,0,256,2,256,46207.6
0,1,0,0,1,128,32,256,46355.2
0,0,0,0,1,64,8,256,46194.8
0,0,0,0,1,256,8,256,46100.4
0,0,0,0,0,64,2,4096,46558.6
0,1,0,0,1,64,2,4096,46135.0
0,0,1,0,1,64,8,256,46344.4
0,1,0,0,1,64,32,1024,46172.8
0,0,0,0,1,64,8,4096,46327.8
0,0,0,0,1,256,2,256,46214.2
0,1,0,0,0,256,32,256,46178.0
1,0,0,0,1,128,32,256,133749.4
0,1,0,0,0,64,8,4096,46264.8
0,1,0,1,0,64,2,4096,46433.0
1,0,1,0,1,128,2,256,136870.8
0,1,0,0,0,64,2,4096,46154.0
0,1,0,0,0,256,8,1024,46097.6
0,0,0,0,1,64,2,4096,47346.2
0,1,0,0,1,64,32,256,46155.2
0,1,0,0,1,64,32,256,46155.2
0,1,0,0,0,256,8,4096,46102.0
0,1,0,0,1,256,32,256,46163.4
0,1,0,0,1,256,2,4096,46310.8
0,1,0,0,0,256,8,4096,46102.0
0,0,0,0,0,256,2,256,46207.6
0,1,0,0,1,256,8,256,46192.0
0,0,1,0,1,128,32,256,46260.2
0,0,0,0,0,256,32,1024,46256.6
0,1,0,0,1,256,2,4096,46310.8
0,0,0,0,1,64,32,4096,46073.6
0,0,0,1,1,128,2,256,46335.6
0,1,0,0,0,64,32,256,46122.2
0,1,0,0,0,128,32,256,46158.4
0,1,0,0,0,64,8,256,46403.8
0,1,1,0,0,64,2,4096,46357.8
