topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,4,10,10,1,1000,1000,512,10000,2,29,0.459703435588
4,10,4,1000000,10,1,1,1000,512,10000,2,29,0.00177301342833
4,10,4,10,1,0,1,10,512,100,5,0,0.0146702562699
4,1,4,1000000,1,1,1,10,1024,100,5,29,0.000821142163812
4,1,2,1000000,1,0,1,1000,1024,10000,5,0,0.000619601466889
4,10,4,1000000,1,1,1,1000,512,10000,2,29,0.00234086795952
2,1,2,10,1,0,1000,1000,512,10000,2,29,0.863104843377
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
2,1,2,1000000,1,0,1,10,512,100,2,29,0.00127597049335
2,10,2,10,10,0,1,10,1024,100,2,29,0.148705713815
2,1,4,10,1,1,1,10,512,100,2,0,0.014664809224
2,10,2,10,1,1,1,1000,512,10000,5,29,0.0147506001964
2,1,4,10,10,1,1,1000,512,10000,2,0,0.150232248418
4,1,2,10,1,0,1,1000,1024,10000,2,29,0.0145163772243
4,10,4,1000000,1,1,1000,1000,512,10000,2,0,0.000174305467608
4,1,2,10,1,1,1,1000,512,10000,2,0,0.0147860059945
2,10,4,1000000,1,1,1000,10,1024,100,2,29,0.00479748564363
4,10,4,1000000,1,1,1,1000,1024,10000,2,29,0.00224282113399
2,1,2,10,1,1,1,1000,512,10000,2,29,0.0152544519387
4,1,4,10,10,0,1000,1000,512,10000,5,0,0.0597527313531
2,1,4,1000000,1,1,1,10,1024,100,2,29,0.00137946436475
2,1,4,10,1,1,1,1000,1024,10000,5,29,0.0149848231685
2,1,2,1000000,1,0,1,1000,512,10000,2,0,0.00139035845647
2,1,4,10,1,0,1,10,1024,100,2,0,0.0148908616273
4,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.00276301401389
4,1,4,1000000,1,1,1,10,1024,100,5,29,0.000821142163812
2,1,4,10,1,1,1,10,1024,100,5,0,0.0152135990947
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,2,1000000,1,1,1,1000,1024,10000,5,29,0.000682242494311
4,1,4,1000000,1,1,1,1000,1024,10000,5,29,0.000812971595018
4,1,4,1000000,1,0,1,10,512,100,5,29,0.000864718530714
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
4,1,4,1000000,1,1,1,10,1024,100,2,29,0.00194051008861
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
4,1,2,1000000,1,0,1,10,1024,100,5,29,0.000690413063105
4,10,4,1000000,10,1,1,1000,1024,10000,5,0,0.000446657760747
4,1,4,1000000,1,1,1,10,1024,100,5,29,0.000821142163812
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,1,1,1000,1000,512,10000,5,0,0.00103766223686
4,1,4,1000000,1,1,1,1000,1024,10000,5,0,0.00089740080589
4,1,4,1000000,1,0,1,10,1024,100,5,0,0.000791183411567
4,1,4,1000000,1,1,1,1000,512,10000,5,29,0.000815695117949
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,1.7702899054e-05
4,10,4,1000000,10,1,1,1000,1024,10000,5,0,0.000446657760747
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,0.000867442053645
4,10,4,1000000,1,1,1,10,1024,100,5,29,0.000864718530714
4,1,2,1000000,1,1,1,1000,512,10000,5,0,0.00066045431086
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,1.49793761226e-05
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
4,1,4,10,10,1,1,1000,512,10000,5,0,0.0826071740318
4,10,4,1000000,10,1,1,1000,1024,10000,5,0,0.000446657760747
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,0.00134133504371
4,10,4,1000000,10,1,1,1000,1024,10000,5,0,0.000446657760747
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
4,1,4,1000000,10,1,1,1000,1024,10000,2,0,0.00529452857861
4,1,2,1000000,10,1,1,1000,1024,10000,2,0,0.00514882010178
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,10,4,1000000,10,1,1,1000,1024,10000,5,0,0.000446657760747
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
4,1,4,1000000,10,0,1,1000,1024,10000,5,0,0.000473892990061
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,2,1000000,10,1,1,1000,1024,10000,5,29,7.62586420787e-05
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,10,1,1,1,1000,1024,10000,5,29,0.0144523744354
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,1,1,1000,1000,512,10000,5,29,0.000130729100706
4,1,2,1000000,1,1,1000,1000,1024,10000,5,0,0.000128005577775
4,1,4,1000000,10,1,1,1000,512,10000,2,0,0.00557232791761
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,1.49793761226e-05
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,1,1,1000,1000,512,10000,5,29,0.000130729100706
4,1,4,10,10,1,1,1000,512,10000,5,0,0.0826071740318
4,1,4,1000000,1,1,1000,1000,512,10000,5,0,0.00103766223686
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,10,1,1,1000,1024,10000,5,29,8.17056879415e-06
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,2,1000000,10,1,1,1000,512,10000,5,0,1.36176146569e-06
4,1,2,1000000,10,1,1,1000,512,10000,2,29,0.00504124094599
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,1.7702899054e-05
4,10,4,1000000,10,1,1,1000,512,10000,5,0,0.000257372917016
2,1,2,1000000,1,1,1,1000,512,10000,5,29,0.000761224659321
4,1,2,1000000,10,1,1,1000,512,10000,5,0,1.36176146569e-06
4,1,4,1000000,1,1,1,1000,1024,10000,5,29,0.000812971595018
4,1,4,10,10,1,1,1000,512,10000,5,0,0.0826071740318
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,1.49793761226e-05
4,1,4,1000000,1,1,1000,1000,512,10000,5,0,0.00103766223686
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
