topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,4,10,10,0,1,10,1024,100,2,29,0.146159219874
4,10,4,10,10,0,1000,1000,1024,10000,5,0,0.185206368141
2,1,2,10,1,1,1000,10,512,100,2,0,0.82909348901
2,1,2,10,1,0,1,10,512,100,5,29,0.0151536815902
4,1,2,10,10,0,1,10,512,100,2,29,0.144850567106
2,1,4,10,1,1,1,1000,512,10000,2,29,0.0149357997557
2,1,2,10,10,0,1,10,512,100,5,29,0.14065498003
2,10,4,10,10,1,1,1000,1024,10000,5,29,0.136312322716
4,10,4,10,1,0,1000,1000,1024,10000,5,29,0.217802852346
4,1,4,10,1,0,1000,1000,512,10000,2,29,0.746853990574
2,1,4,10,1,1,1,1000,512,10000,2,0,0.0149507791318
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,0.0013495056125
2,1,2,10,10,0,1,1000,1024,10000,2,29,0.149770611281
4,10,2,10,10,0,1,10,1024,100,2,0,0.143605917126
2,10,2,10,10,0,1000,1000,512,10000,5,0,0.275247398014
4,1,4,10,10,1,1000,10,512,100,2,29,0.461564963512
4,10,4,1000000,10,1,1,1000,512,10000,5,0,0.000257372917016
4,10,4,1000000,10,0,1,1000,512,10000,5,29,2.72352293138e-06
2,1,4,10,1,1,1000,1000,1024,10000,2,0,0.987305659617
4,1,4,10,10,0,1,10,1024,100,5,29,0.0805672553561
4,1,4,10,1,0,1,10,1024,100,5,29,0.0147124708753
2,10,4,10,1,1,1,1000,512,10000,5,29,0.0151400639756
2,1,2,1000000,1,0,1,1000,512,10000,5,29,0.000810248072086
2,10,4,10,10,1,1,1000,512,10000,5,29,0.133829831564
4,10,4,1000000,10,1,1,1000,512,10000,5,0,0.000257372917016
4,1,2,10,10,0,1,10,512,100,5,29,0.0881835872338
