topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,2,1000000,1,0,1,10,1024,100,2,0,0.00328593041671
2,10,2,1000000,1,0,1,10,512,100,2,0,0.00259687911507
2,10,2,10,10,1,1000,1000,1024,10000,5,29,0.275378127115
2,1,4,10,10,1,1000,10,1024,100,5,0,0.308120319796
4,1,4,10,1,1,1000,1000,512,10000,2,29,0.746514911969
4,1,2,1000000,1,0,1,1000,512,10000,2,0,0.00312796608669
2,1,4,10,10,0,1000,10,512,100,5,29,0.315574602059
4,1,2,10,10,1,1,1000,1024,10000,2,29,0.145095684169
4,10,2,10,1,1,1,10,512,100,5,0,0.0143434335181
4,10,2,1000000,10,0,1000,1000,512,10000,5,0,1.36176146569e-05
4,1,2,1000000,10,1,1,1000,512,10000,2,0,0.00525367573464
4,1,2,10,1,0,1,1000,1024,10000,2,29,0.0145163772243
2,10,2,10,10,1,1000,1000,512,10000,2,0,0.789601044743
2,10,2,10,1,0,1000,10,1024,100,2,29,0.747589341765
2,1,4,10,10,0,1,1000,512,10000,2,0,0.149856402253
4,10,4,1000000,1,0,1,1000,512,10000,2,0,0.00233542091366
4,1,4,1000000,1,0,1,10,1024,100,5,0,0.000791183411567
2,10,2,1000000,1,1,1,10,512,100,2,29,0.00247432058316
4,10,4,10,10,0,1,1000,1024,10000,5,0,0.078549124864
2,10,2,1000000,1,0,1,1000,1024,10000,2,29,0.00255330274817
4,10,4,1000000,1,1,1,10,512,100,2,0,0.00231363273021
2,10,2,10,1,0,1,10,512,100,2,29,0.0148540940678
4,1,4,1000000,1,0,1,10,512,100,5,0,0.000750330567596
4,1,4,1000000,1,0,1,10,1024,100,5,0,0.000791183411567
4,1,4,1000000,1,0,1,10,512,100,2,0,0.00193778656568
4,10,4,1000000,1,0,1000,10,1024,100,2,0,4.76616512992e-05
2,10,2,1000000,1,0,1000,10,1024,100,2,29,0.000106217394324
4,10,2,1000000,1,0,1,10,512,100,2,0,0.00286650788528
4,10,4,1000000,1,0,1,10,512,100,2,0,0.00225099170279
2,10,2,1000000,1,1,1,10,512,100,2,29,0.00247432058316
4,1,2,1000000,1,1,1,10,512,100,2,0,0.00328320689378
4,1,2,1000000,1,0,1,1000,512,10000,2,0,0.00312796608669
2,1,4,1000000,1,0,1,10,1024,100,5,0,0.000842930347263
4,10,4,1000000,1,1,1,10,512,100,2,0,0.00231363273021
4,10,4,1000000,1,0,1000,10,1024,100,2,0,4.76616512992e-05
4,1,4,1000000,1,0,1,10,512,100,2,0,0.00193778656568
4,10,4,1000000,1,1,1,10,1024,100,2,0,0.00241167955574
4,10,4,1000000,10,0,1000,10,512,100,2,0,0.000211073027182
4,10,4,1000000,1,1,1,10,512,100,5,0,0.000930083081067
4,10,2,1000000,1,1,1,10,1024,100,2,0,0.00301357812357
4,10,4,1000000,10,0,1000,10,1024,100,2,0,0.000151155522692
4,10,4,1000000,1,1,1,10,512,100,2,0,0.00231363273021
4,1,4,1000000,10,1,1000,10,1024,100,2,0,0.000812971595018
4,10,4,1000000,1,0,1000,10,1024,100,2,0,4.76616512992e-05
2,10,4,1000000,1,0,1000,10,512,100,2,29,0.000747607044664
4,1,4,1000000,10,0,1,10,512,100,2,0,0.00514201129445
2,10,2,1000000,1,0,1000,10,512,100,2,0,0.000607345613698
2,10,4,1000000,1,0,1000,10,512,100,2,0,2.72352293138e-06
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,0.000359505026942
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,5.44704586276e-06
4,10,4,1000000,10,0,1000,10,1024,100,2,0,0.000151155522692
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.00608571199017
4,10,4,1000000,10,0,1000,10,1024,100,2,29,8.85144952699e-05
4,10,4,1000000,1,0,1000,10,512,100,2,29,0.00162594319004
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,5.44704586276e-06
4,10,4,1000000,1,0,1,10,512,100,5,0,0.000894677282959
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.000114387963118
2,10,4,1000000,1,0,1000,10,512,100,5,0,3.9491082505e-05
4,10,4,1000000,1,0,1000,10,1024,100,2,29,0.00710294780504
4,10,4,1000000,10,0,1000,10,1024,100,2,0,0.000151155522692
2,10,4,1000000,1,0,1000,10,512,100,2,0,2.72352293138e-06
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,0.000359505026942
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.000114387963118
2,10,4,1000000,1,0,1000,10,512,100,2,0,2.72352293138e-06
2,10,4,10,10,0,1000,10,512,100,2,29,0.763769791501
2,10,4,10,1,0,1000,10,512,100,2,0,0.856347782984
2,10,4,1000000,1,0,1000,10,512,100,2,29,0.000747607044664
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.000114387963118
2,10,4,1000000,1,0,1000,10,1024,100,5,0,0.00017702899054
4,10,4,10,1,0,1000,10,1024,100,2,0,0.695608183097
4,10,4,1000000,10,0,1000,10,1024,100,2,29,8.85144952699e-05
4,10,4,1000000,10,0,1,10,1024,100,2,0,0.00314975427014
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,5.44704586276e-06
4,10,4,1000000,1,0,1000,1000,512,10000,2,0,0.00337308315052
4,10,4,1000000,10,0,1000,10,1024,100,2,0,0.000151155522692
4,10,2,1000000,10,0,1000,1000,512,10000,5,0,1.36176146569e-05
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.000114387963118
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.000114387963118
2,10,4,1000000,1,0,1000,10,1024,100,5,0,0.00017702899054
2,10,4,1000000,1,0,1000,10,512,100,2,0,2.72352293138e-06
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.000114387963118
4,10,4,1000000,1,0,1000,10,1024,100,2,29,0.00710294780504
2,10,4,1000000,1,0,1000,10,512,100,2,0,2.72352293138e-06
4,10,2,1000000,1,0,1000,1000,512,10000,5,0,0.000717648292419
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.000114387963118
2,10,4,1000000,1,0,1,10,512,100,2,0,0.00243891478505
4,10,4,1000000,1,0,1000,1000,512,10000,2,0,0.00337308315052
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.000114387963118
4,10,4,1000000,1,0,1,10,512,100,2,0,0.00225099170279
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,5.44704586276e-06
4,10,4,1000000,10,0,1,1000,512,10000,2,0,2.31499449167e-05
2,10,4,1000000,1,0,1,10,512,100,2,0,0.00243891478505
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.000114387963118
2,10,4,1000000,1,0,1000,10,512,100,2,0,2.72352293138e-06
2,10,2,1000000,1,0,1000,10,512,100,2,0,0.000607345613698
2,10,4,1000000,1,0,1,10,512,100,5,0,0.00100906524608
2,10,4,1000000,1,0,1000,10,512,100,2,29,0.000747607044664
2,10,4,10,1,0,1000,10,512,100,2,0,0.856347782984
2,10,2,1000000,1,0,1000,10,512,100,2,0,0.000607345613698
4,10,4,10,1,0,1000,10,512,100,2,0,0.697882324745
