topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,4,10,1,1,1000,1000,1024,10000,2,0,0.875202732238
2,10,2,10,1,0,1000,1000,1024,10000,2,29,0.808381097117
2,1,2,10,10,1,1,1000,1024,10000,2,0,0.149646690988
2,10,2,10,1,0,1,1000,512,10000,2,0,0.0146294034259
4,1,4,10,10,1,1,1000,512,10000,2,0,0.145555959545
4,1,2,10,10,0,1,10,512,100,2,0,0.145383015839
4,1,2,1000000,1,0,1,10,512,100,2,0,0.0032069482517
2,1,2,10,10,0,1000,10,512,100,2,29,0.731911382011
2,10,2,10,10,0,1,1000,512,10000,5,29,0.133531605803
2,10,2,1000000,1,1,1000,10,1024,100,2,0,0.00313613665549
2,1,4,1000000,1,0,1,1000,512,10000,5,0,0.000769395228115
2,10,2,1000000,1,1,1,1000,512,10000,5,29,0.000984553539695
2,10,4,1000000,1,0,1000,10,1024,100,2,29,0.000637304365943
2,10,2,1000000,1,0,1,10,512,100,2,0,0.00259687911507
4,10,2,1000000,1,1,1,10,1024,100,2,29,0.00292642538977
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,1.7702899054e-05
2,10,2,10,10,1,1,10,512,100,5,0,0.134906984883
4,10,2,10,10,1,1,1000,1024,10000,2,0,0.143550084906
2,1,4,10,1,0,1,10,1024,100,5,0,0.0149766525997
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,0.000867442053645
4,10,4,1000000,1,0,1,10,1024,100,2,0,0.00232725034487
2,10,2,1000000,1,0,1,10,512,100,2,0,0.00259687911507
4,10,4,10,1,1,1,1000,1024,10000,5,0,0.0141064870231
2,10,2,1000000,1,1,1,1000,512,10000,2,29,0.00251517342713
2,10,2,1000000,1,1,1,1000,1024,10000,5,29,0.000998171154352
2,10,4,1000000,1,1,1,1000,512,10000,5,0,0.00103357695246
4,10,4,10,1,0,1,10,1024,100,5,0,0.0145027596096
4,10,4,1000000,1,0,1,10,1024,100,2,29,0.00230001511555
2,10,2,1000000,1,0,1,10,512,100,2,0,0.00259687911507
2,10,2,1000000,1,1,1,1000,1024,10000,2,29,0.00249610876661
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,0.000867442053645
4,10,2,1000000,1,0,1,10,512,100,2,29,0.0029808958484
4,10,4,1000000,1,1,1,1000,512,10000,5,0,0.000908294897616
4,10,2,1000000,1,1,1,1000,512,10000,5,29,0.000851100916057
2,10,4,1000000,1,0,1,10,1024,100,2,29,0.00250155581247
4,1,2,1000000,1,0,1,1000,1024,10000,5,0,0.000619601466889
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,0.000867442053645
4,1,2,1000000,1,1,1,1000,1024,10000,5,0,0.000704030677762
4,1,2,1000000,1,0,1000,1000,1024,10000,5,29,8.17056879415e-06
4,10,2,1000000,1,0,1,1000,1024,10000,5,0,0.000951871264518
4,10,2,1000000,1,1,1,1000,512,10000,5,0,0.000832036255537
4,10,2,1000000,1,1,1,1000,512,10000,5,0,0.000832036255537
4,10,2,10,1,1,1,1000,1024,10000,5,0,0.0145545065453
4,1,2,1000000,1,0,1,10,1024,100,2,29,0.00333495382948
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,3.26822751766e-05
4,1,2,1000000,1,1,1,1000,1024,10000,5,0,0.000704030677762
