topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,4,1000000,1,1,1,10,1024,100,5,0,0.00106898275057
2,10,4,10,10,1,1000,10,1024,100,5,0,0.339419045324
4,1,2,10,10,0,1,1000,1024,10000,5,29,0.0876361591246
2,10,4,1000000,1,0,1000,10,1024,100,5,0,0.00017702899054
2,1,4,10,1,0,1,10,1024,100,5,29,0.0152285784708
4,10,4,1000000,1,0,1,10,1024,100,2,29,0.00230001511555
2,1,4,10,1,1,1000,10,1024,100,5,0,0.381060349183
4,1,4,10,1,0,1000,10,512,100,2,29,0.737934452974
4,1,2,10,10,1,1000,1000,512,10000,2,29,0.533227660644
4,10,2,1000000,10,1,1,10,1024,100,2,29,0.00103085342953
2,1,2,1000000,1,0,1000,1000,512,10000,2,0,0.00257781445455
2,1,4,10,1,0,1000,1000,1024,10000,5,29,0.383363087821
4,10,4,10,1,1,1000,1000,512,10000,2,29,0.718788086766
4,1,2,10,1,0,1000,1000,512,10000,2,29,0.448968669954
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,1,4,10,10,0,1000,1000,1024,10000,5,0,0.183366628401
2,10,2,10,10,0,1,1000,512,10000,2,29,0.149028451282
2,10,4,10,1,1,1,1000,512,10000,2,0,0.0149003939576
2,1,2,10,1,0,1,1000,512,10000,5,0,0.0148772440127
2,10,2,10,1,0,1000,10,1024,100,2,0,0.768862779382
2,1,2,10,1,0,1,1000,512,10000,5,29,0.0148404764531
4,10,4,1000000,10,1,1,10,1024,100,2,29,0.000970935925038
2,10,4,1000000,1,1,1,10,1024,100,2,0,0.00250155581247
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.00608571199017
2,10,4,1000000,1,0,1,1000,512,10000,2,29,0.00243619126212
2,1,4,10,1,0,1000,10,1024,100,5,0,0.382819744997
2,10,2,1000000,1,1,1000,1000,1024,10000,5,0,0.000136176146569
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.00608571199017
4,1,2,1000000,1,0,1,10,1024,100,5,29,0.000690413063105
4,1,4,1000000,1,0,1,10,1024,100,2,0,0.00201132168483
4,10,4,10,10,0,1000,10,1024,100,5,0,0.177169251971
4,10,4,1000000,10,1,1000,10,1024,100,5,29,0.000200178935457
4,10,2,1000000,1,0,1,10,1024,100,2,29,0.00289646663752
4,10,4,10,10,1,1000,10,1024,100,5,29,0.181373009615
2,1,2,1000000,1,0,1000,1000,512,10000,2,29,0.000202902458388
4,1,2,1000000,1,0,1,10,1024,100,2,29,0.00333495382948
4,10,4,1000000,1,0,1,10,1024,100,5,0,0.000881059668302
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
2,10,4,10,1,0,1,10,1024,100,2,0,0.0145095684169
4,1,4,1000000,1,0,1,10,1024,100,5,0,0.000791183411567
4,1,4,1000000,1,0,1000,10,1024,100,5,0,0.000198817173991
4,1,4,1000000,1,0,1000,10,1024,100,2,0,0.00250427933541
2,1,4,1000000,1,0,1,10,1024,100,2,0,0.00132771742905
4,10,4,1000000,10,0,1000,10,1024,100,2,0,0.000151155522692
4,10,4,1000000,10,0,1000,10,1024,100,2,0,0.000151155522692
4,1,4,1000000,1,1,1000,10,1024,100,5,0,0.000117111486049
4,1,4,1000000,1,1,1,10,1024,100,5,0,0.000859271484851
2,10,4,1000000,1,1,1,10,1024,100,5,0,0.00106898275057
4,1,4,1000000,1,0,1,10,1024,100,5,0,0.000791183411567
