topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,1,4,10,1,0,1,1000,1024,10000,5,0,0.0150542730032
4,10,4,1000000,10,0,1,10,1024,100,2,29,6.80880732846e-05
4,1,2,1000000,1,1,1000,1000,1024,10000,2,29,0.00125554407137
4,10,4,10,10,1,1000,10,1024,100,5,0,0.167990979692
2,1,4,1000000,1,1,1,1000,1024,10000,2,0,0.00131137629146
4,10,2,1000000,10,1,1,10,1024,100,2,0,0.002421211886
4,1,2,10,1,1,1,10,1024,100,2,0,0.0148963086732
4,1,2,10,1,0,1,1000,512,10000,5,0,0.0146021681966
4,1,4,1000000,1,1,1,10,1024,100,5,29,0.000821142163812
2,10,2,10,10,1,1,1000,512,10000,5,0,0.135296448662
4,10,2,1000000,1,0,1000,10,1024,100,2,0,8.03439264758e-05
2,1,4,1000000,1,1,1,1000,512,10000,2,29,0.00136039970423
2,10,2,10,1,0,1,1000,1024,10000,5,0,0.0148690734439
2,1,2,10,10,1,1000,10,512,100,5,29,0.333447721296
2,1,2,10,1,1,1,1000,1024,10000,5,0,0.0150746994252
4,10,4,1000000,1,0,1,10,512,100,5,29,0.000949147741587
4,1,4,1000000,1,1,1000,1000,512,10000,2,0,0.000133452623638
2,10,2,10,1,0,1,1000,512,10000,5,29,0.0148731587283
4,1,4,10,1,0,1,1000,1024,10000,2,0,0.0143802010777
4,10,2,1000000,1,1,1,10,512,100,2,0,0.00291825482098
4,1,4,1000000,1,0,1,1000,512,10000,2,0,0.00187242201533
4,1,2,10,1,1,1,1000,512,10000,2,0,0.0147860059945
4,1,2,1000000,1,1,1,10,512,100,2,0,0.00328320689378
4,10,4,1000000,1,1,1,10,1024,100,5,29,0.000864718530714
4,10,4,1000000,1,1,1000,10,512,100,2,29,0.000144346715363
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,0.0013495056125
4,1,2,1000000,1,0,1,1000,512,10000,2,0,0.00312796608669
4,10,2,1000000,1,1,1,10,1024,100,2,0,0.00301357812357
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,1,4,1000000,1,1,1,10,1024,100,5,29,0.000821142163812
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,1,1,1,10,1024,100,2,29,0.00229729159262
4,10,4,10,1,1,1,10,1024,100,2,0,0.0147696648569
4,10,4,1000000,1,1,1,10,1024,100,5,29,0.000864718530714
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,1.7702899054e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,2,1000000,10,0,1000,10,1024,100,2,0,0.000389463779188
4,10,2,1000000,1,0,1000,1000,1024,10000,2,0,0.0036753941959
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,1,4,1000000,10,1,1,10,1024,100,2,29,0.00565539536702
4,1,4,1000000,10,1,1000,1000,512,10000,2,0,0.000249202348221
4,1,4,1000000,1,1,1000,10,1024,100,5,0,0.000117111486049
4,1,2,1000000,1,1,1000,10,1024,100,2,29,2.17881834511e-05
4,10,4,1000000,10,0,1000,10,1024,100,2,0,0.000151155522692
4,1,4,1000000,1,1,1000,10,1024,100,5,29,0.000122558531912
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.00608571199017
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,2,1000000,10,0,1000,10,1024,100,2,0,0.000389463779188
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,1,1,1000,1000,512,10000,2,0,0.000174305467608
4,1,4,1000000,10,1,1000,10,1024,100,2,0,0.000812971595018
4,10,2,1000000,1,0,1,10,1024,100,2,0,0.00286378436235
4,1,4,1000000,10,1,1,10,1024,100,2,29,0.00565539536702
4,10,4,1000000,1,1,1000,10,1024,100,5,0,0.000130729100706
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,1,4,1000000,1,1,1000,10,1024,100,2,29,0.000118473247515
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,1,4,1000000,10,1,1000,10,1024,100,2,29,0.000556960439468
4,10,4,1000000,10,0,1,10,1024,100,2,29,6.80880732846e-05
4,10,4,1000000,10,0,1,10,1024,100,2,29,6.80880732846e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
4,10,2,1000000,1,1,1,10,1024,100,2,29,0.00292642538977
4,10,4,1000000,10,0,1,10,1024,100,2,29,6.80880732846e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,0,8.03439264758e-05
