ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,70341.8
0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,65909.6
1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,86885.6
1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,89305.8
1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,90905.2
0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,66649.4
0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,68498.0
1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,72906.2
0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,78418.2
0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,76376.0
1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,79359.2
1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,71766.6
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,72712.2
0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,79531.0
0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,81283.2
1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,78695.8
0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,84491.6
0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,88981.2
0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,86703.0
0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,67913.4
1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,73714.4
1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,85307.4
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,67219.2
1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,88207.2
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,82427.6
0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,77765.8
1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,83727.8
1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,77587.0
1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,79358.8
