ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,92989.4
0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,73508.4
0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,80710.6
1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,64782.2
1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,76479.0
1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,89297.4
0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,75073.0
1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,96937.4
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,73409.8
0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,74374.4
1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,88483.8
0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,88638.4
1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,83632.0
0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,69884.4
1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,68908.8
0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,77398.8
0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,83470.8
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,63925.2
0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,76960.2
1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,77118.6
0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,79753.8
0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,75981.4
1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,77061.2
1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,80737.4
0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,64144.4
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,66028.4
0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,83645.4
0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,92359.0
1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,73816.6
1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,82046.2
0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,76813.0
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,63880.0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,67400.0
1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,75421.0
1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,83128.0
0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,97355.2
1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,72028.4
1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,65929.6
1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,82990.8
1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,82420.8
1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,80441.8
1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,68811.0
0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,90275.6
0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,88238.8
0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,72710.6
1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,81208.4
1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,66604.2
1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,75658.8
0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,88699.4
0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,87921.2
1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,77013.8
0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,73568.4
0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,75820.6
0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,78760.8
1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,79344.2
0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,69009.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56277.8
0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,92060.8
1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,63896.8
1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,83280.6
0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,84117.0
1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,64699.0
1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,84135.2
0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,68548.4
0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,99122.0
0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,88460.0
0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,88946.4
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,64061.0
1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,72031.2
0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,94770.0
0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,67938.0
0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,96188.2
1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,67065.4
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,90361.8
1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,73964.6
1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,72216.2
1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,98674.4
0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,73292.8
0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,77262.6
1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,70978.6
0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,65773.6
0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,82587.6
1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,77240.2
1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,78145.2
1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,95652.4
1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,86966.2
1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,63686.2
1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,81067.4
0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,89746.8
1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,70216.0
0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,80600.2
1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,77579.4
1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,85060.4
0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,70685.6
1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,86065.4
1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,65259.4
1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,69754.0
1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,94053.8
0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,90950.2
0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,86712.2
