ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,62095.2
0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,78008.0
0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,74750.6
1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,72329.4
0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,79320.8
1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,63662.2
1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,78679.6
0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,86646.2
1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,82064.4
1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,72278.0
0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,96391.4
1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,60560.2
0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,71887.6
1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,70243.2
0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,77704.0
1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,92756.6
0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,95628.8
1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,73356.0
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,82787.6
0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,74857.6
1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,65355.8
1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,85604.2
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,70692.4
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,72639.6
1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,76357.0
1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,76716.2
0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,75730.2
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,89797.2
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,81027.6
1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,89573.6
1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,80281.4
0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,87638.0
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,76658.0
0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,88348.0
1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,97023.2
0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,71499.4
0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,89231.4
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,70534.6
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,85290.0
1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,75375.6
1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,74681.0
0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,70130.4
0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,81015.2
1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,84155.6
1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,72818.0
1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,82341.4
0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,80276.2
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,74979.2
1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,85182.4
0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,91302.8
1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,79825.2
1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,82137.8
0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,88452.8
0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,64590.0
1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,79023.4
1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,85853.0
1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,72464.6
0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,65077.2
0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,74053.4
1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,69346.4
0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,84322.6
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,62122.4
1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,88995.8
1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,69945.2
0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,85457.8
0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,87795.2
1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,86473.0
1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,76393.2
1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,70443.4
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,64879.0
0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,84809.2
0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,90278.8
0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,68659.8
1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,65445.4
0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,76042.4
0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,78043.0
1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,86239.2
0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,62829.4
0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,76953.4
1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,98821.4
0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,76572.8
1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,76831.4
0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,78196.6
1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,70924.6
1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,65523.4
0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,86864.2
1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,71884.6
0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,92602.6
0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,75612.6
0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,80288.8
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,58569.0
1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,86167.0
1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,82741.8
0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,87832.4
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,87241.6
0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,84594.2
1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,80252.8
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,66320.0
1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,75331.2
