ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,75345.2
1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,88843.2
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,59433.4
0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,73569.6
0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,61070.2
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,62768.4
0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,91744.2
0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,80000.6
0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,69546.4
1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,72043.4
1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,77349.4
0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,69427.6
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,59324.2
1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,79599.8
0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,75787.2
0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,75902.8
0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,79103.6
0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,82426.8
1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,78330.6
1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,80026.6
1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,91333.0
1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,70790.6
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,85948.2
1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,68558.6
1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,77255.8
1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,68394.2
1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,70350.8
1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,72897.4
0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,86913.6
0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,93499.0
0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,69462.0
1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,76161.0
1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,74951.4
0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,72289.8
0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,76863.4
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,79500.6
0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,68864.8
1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,63217.4
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,81078.4
1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60731.6
0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,74851.8
1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,80663.4
0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,74563.2
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,91383.0
0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,82404.2
1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,78731.0
0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,68846.0
