ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,81492.6
1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,73196.4
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,72153.2
1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,76573.2
1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,79348.4
1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,98644.8
1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,83905.4
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,91042.0
0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,73025.0
0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,79821.6
0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,88090.6
0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,83356.0
1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,82495.0
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,93830.2
1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,76458.0
0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,95969.6
1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,61620.0
0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,72197.0
0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,95675.2
1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,81295.2
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,65829.2
0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,91222.8
1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,79461.2
0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,80026.4
1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,82603.0
0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,77612.4
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,77311.2
1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,92439.8
