ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,63790.2
1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,81409.4
1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,71036.0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,83115.6
0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,79089.6
0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,68966.4
1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,77421.2
0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,83757.6
1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,82744.2
0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,76717.0
0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,79128.0
1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,67140.4
1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,89325.0
1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,65833.6
0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,71862.2
1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,70931.8
1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,81567.4
0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,66705.2
1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,78880.8
0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,79149.2
0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,77524.0
1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,66373.2
1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,63244.6
1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,80608.6
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,77255.2
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,68159.6
1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,92701.4
1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,70007.2
1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,86015.6
1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,65929.6
0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,75671.2
0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,86665.0
1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,78601.2
1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,79085.0
0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,78777.4
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,57126.0
1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,86510.8
1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,88351.6
1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,63635.6
0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,79851.0
0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,72825.2
1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,64758.6
0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,82748.6
0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,66224.0
0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,82868.6
1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,87990.0
1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,74334.0
1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,96760.2
1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,83626.0
0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,86725.4
0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,82453.6
0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,83301.0
1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,70895.6
1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,68708.8
1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,93609.4
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,65854.4
1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,75556.2
1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,89770.0
0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,90668.6
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,67131.4
0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,86004.8
1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,89310.8
0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,90240.4
0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,76663.6
1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,84312.6
0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,81534.6
1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,79337.2
1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,78855.2
1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,86447.8
0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,91122.2
0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,81609.4
1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,77242.2
1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,70697.4
0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,88719.4
0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,78252.4
0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,84482.4
0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,80190.2
0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,81822.6
0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,65869.2
1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,86361.4
0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,68371.4
1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,88356.4
0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,91242.8
1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,73125.2
1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,80867.2
1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,88543.2
0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,59460.0
1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,76089.8
1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,73012.4
0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,83402.6
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,67560.6
1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,76081.2
0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,72558.8
1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,63550.4
1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,72009.8
0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,88697.2
0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,91826.2
0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,77699.8
0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,79205.8
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,84943.8
