ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,73677.2
0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,70014.6
0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,75975.4
1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,84200.4
0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,76467.0
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,74263.8
0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,87117.6
1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,82661.2
1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,77319.0
1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,67312.0
0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,92814.0
0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,91418.0
0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,82083.4
1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,80372.0
0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,89105.4
1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,83009.6
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,95917.2
0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,75588.8
1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,91576.0
1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,82864.2
1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,68870.4
0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,70977.4
0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,80335.0
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,80327.2
1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,65769.2
1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,91911.0
0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,92113.2
0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,77875.6
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,102392.6
0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,64922.0
1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,65500.8
0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,85893.0
1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,61180.8
0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,92254.0
1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,87728.2
0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,86616.8
0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,80775.2
1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,72234.0
0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,70519.0
1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,78183.6
1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,76783.0
0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,68645.4
0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,74382.6
0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,91801.0
1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,101901.2
0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,81170.2
0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,71692.8
1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,94300.0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,88944.8
0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,85997.8
0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,86545.6
0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,95893.8
1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,83822.2
0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,80743.6
0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,86140.2
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,64086.0
0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,61584.4
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,87745.2
0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,79944.4
0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,80687.8
0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,70523.4
