ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,71017.8
0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,79232.2
0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,81906.0
1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,85920.6
1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,91651.4
1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,74204.2
0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,77253.8
0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,78838.0
1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,94616.8
1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,79517.8
1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,71388.0
1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,77221.2
1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,77849.0
1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,73519.4
1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,73974.4
0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,71040.0
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,63736.2
0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,73636.8
1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,82687.4
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,82039.0
0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,81370.4
1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,79665.2
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,81618.2
0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,80353.2
0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,73352.0
0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,63973.2
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,76515.2
0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,73614.4
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,71893.0
1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,71825.0
1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,75934.4
0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,67473.4
1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,67596.2
1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,74025.6
1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,64759.2
1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,76912.2
0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,75366.6
0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,89980.2
1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,91609.0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,101413.2
1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,70115.6
1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,75846.6
1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,80197.4
1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,68369.6
0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,80453.6
0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,74503.0
1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,77341.8
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,76318.0
0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,74872.6
0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,82814.0
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,83223.2
1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,90046.4
0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,87285.2
1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,97022.6
0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,78752.2
0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,79370.2
1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,67358.2
1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,80833.2
0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,87252.8
1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,82911.2
0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,73754.8
1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,68988.6
0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,80118.2
1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,76956.4
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,69516.0
0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,80066.0
0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,93046.2
0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,88863.0
1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,73646.0
1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,86427.8
1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,93714.6
0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,84386.6
1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,71933.2
1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,82993.8
1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,77355.2
0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,94683.4
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60135.2
0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,84472.2
1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,91592.0
1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,84000.2
0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,74818.4
0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,69225.8
1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,84316.0
0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,91598.0
1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,84050.0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,59594.8
0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,78552.4
0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,70015.2
1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,88293.0
0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,83275.0
1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,65358.8
1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,84283.4
0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,92308.6
1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,75244.2
1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,90053.8
1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,67690.6
0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,79851.0
1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,85043.6
0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,84031.8
1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,76706.4
