ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,69292.6
1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,76055.6
1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,71656.0
1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,89722.4
0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,86292.6
1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,92532.2
1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,78871.0
1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,82651.6
0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,71169.4
0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,79292.6
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,73527.8
0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,90752.8
1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,84712.2
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,71866.0
0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,94979.0
1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,76668.2
1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,74668.6
0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,79183.8
1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,80761.4
1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,98462.6
1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,89662.8
0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,78143.4
0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,65262.2
0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,67638.2
1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,85929.2
0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,67529.6
1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,88975.0
0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,82691.4
0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,66018.6
0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,76478.8
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,90402.2
1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,79872.0
0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,60270.4
1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,67310.2
0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,87504.2
0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,90086.6
0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,91614.0
0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,91801.0
0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,80353.4
0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,72627.2
1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,80871.4
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,65437.2
