new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,3,2,1,0,1,1,0,1,0,57.232
2,2,3,1,0,1,0,0,1,1,56.402
3,2,2,1,1,0,0,0,1,0,38.054
2,2,3,0,1,1,0,0,1,1,58.384
2,1,1,1,1,0,0,1,1,0,45.748
1,1,3,0,1,0,1,1,0,1,93.822
1,2,3,0,0,1,0,0,0,0,124.078
1,2,2,0,1,1,1,0,0,1,129.944
1,2,3,0,0,1,1,1,1,0,124.814
3,1,3,0,0,0,0,1,1,1,33.936
3,1,2,1,1,1,0,1,0,0,31.128
3,3,1,1,1,0,1,0,0,0,65.892
1,1,3,1,0,1,1,0,0,0,82.696
1,3,1,1,1,0,0,1,1,1,146.196
3,1,3,1,0,1,0,1,1,1,31.768
3,2,3,0,0,0,1,1,0,0,54.214
4,3,3,1,1,1,1,1,1,1,42.686
2,1,3,1,0,1,1,1,1,0,47.084
4,2,3,1,1,1,1,0,0,0,34.832
2,2,3,1,0,1,1,0,0,1,67.2
3,2,3,1,1,1,0,0,0,1,43.238
1,3,1,0,1,0,1,0,1,0,155.144
1,2,1,0,0,1,0,1,1,1,119.362
3,2,1,0,1,0,0,1,0,0,49.254
1,1,2,1,1,1,1,0,0,0,80.118
1,1,3,0,0,1,1,0,0,0,87.706
3,3,1,1,1,1,0,0,0,0,57.912
1,2,3,0,1,1,0,0,0,0,122.334
1,2,2,0,0,1,1,0,1,0,117.56
2,3,2,1,0,0,0,0,1,1,72.788
4,2,1,0,0,0,0,1,1,1,32.0
4,2,2,0,0,1,0,1,0,0,36.432
3,2,2,0,0,1,0,0,1,1,40.146
3,3,1,0,1,0,0,1,1,0,54.716
3,3,3,0,0,0,0,0,1,0,52.314
2,2,1,1,1,0,1,1,1,1,62.486
4,2,1,0,1,0,0,0,1,1,29.65
4,2,1,1,0,1,0,1,1,1,30.226
4,3,1,1,1,1,1,1,1,0,42.72
3,2,3,0,1,0,0,1,0,0,49.61
3,1,3,1,0,1,0,0,1,0,30.732
3,3,1,0,0,0,0,1,0,0,67.154
2,1,2,0,1,1,1,1,1,0,49.316
2,2,2,1,1,0,1,0,0,1,65.522
2,2,3,1,1,1,0,0,1,0,55.888
1,1,3,0,1,0,0,0,0,1,85.176
2,3,1,0,0,0,1,1,0,1,104.756
3,3,2,1,0,0,0,1,1,1,52.724
1,1,3,0,1,0,1,0,1,1,86.044
1,1,2,0,1,1,0,1,0,0,92.822
1,2,1,0,1,0,1,0,0,0,128.39
4,1,3,0,0,0,1,1,0,1,25.474
2,3,1,0,0,1,1,1,1,0,87.82
1,2,3,0,0,1,0,0,1,0,110.278
4,2,1,0,0,0,0,1,0,0,36.266
1,1,1,1,0,0,0,0,1,0,80.744
1,2,1,0,1,0,0,1,1,0,118.392
2,3,3,0,1,1,1,0,0,1,97.364
2,1,3,0,1,0,0,1,0,1,49.236
4,1,1,1,0,0,1,1,1,0,23.93
3,1,2,1,0,0,1,0,0,1,30.434
2,3,2,1,1,1,0,0,0,1,83.222
2,1,3,0,1,1,0,0,1,0,45.83
1,2,2,0,0,0,0,1,0,0,134.764
4,1,2,0,1,0,0,1,1,0,24.882
1,2,1,1,0,0,1,0,0,0,123.666
2,1,3,1,0,0,0,0,0,1,44.27
2,1,2,1,1,0,1,1,1,0,46.172
4,3,3,0,1,1,1,0,1,0,43.364
2,2,2,1,0,0,0,1,0,0,67.508
1,3,1,0,0,1,0,0,0,0,167.122
3,1,1,0,0,1,1,1,1,0,34.008
3,2,2,1,0,1,0,0,0,1,43.294
3,2,1,1,0,1,1,1,1,1,43.916
1,1,2,1,1,0,1,1,0,0,86.828
3,3,2,0,1,1,0,1,1,0,54.636
4,1,1,0,0,1,0,0,1,1,23.39
4,2,2,1,1,1,1,1,1,0,31.662
2,2,3,1,0,1,0,0,0,0,62.782
4,3,1,0,0,0,1,0,1,0,42.788
3,3,3,1,1,0,0,0,1,1,50.01
2,2,2,1,0,1,0,0,0,0,62.452
3,2,1,1,0,1,1,1,0,0,51.016
1,3,3,0,0,0,1,1,1,0,164.724
2,3,2,1,1,0,1,1,1,0,84.166
3,1,2,1,1,1,0,1,0,1,31.134
4,2,1,1,0,1,1,0,1,1,30.44
2,3,2,0,1,1,1,1,0,0,103.458
2,2,2,1,1,1,0,1,1,0,58.706
1,3,2,0,0,0,1,1,0,0,193.952
2,1,3,1,1,1,1,0,1,1,43.192
3,2,3,0,1,0,1,1,1,1,45.8
1,1,1,1,1,1,0,0,1,1,78.394
2,3,1,0,1,1,1,1,0,1,103.722
1,3,2,0,1,0,1,0,0,1,178.316
2,3,3,0,0,0,0,1,1,0,80.47
1,2,2,1,0,1,0,1,1,1,113.57
2,1,1,1,0,0,0,1,0,0,46.732
4,1,3,1,1,1,0,0,1,1,23.162
3,2,2,0,1,0,0,1,1,0,42.884
