new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,1,3,1,0,1,0,1,0,1,31.738
3,2,2,1,0,0,1,1,1,0,43.864
1,2,3,1,1,0,1,0,1,0,111.148
1,2,3,0,0,1,0,1,1,1,119.452
2,1,3,1,0,1,1,1,0,1,47.506
3,3,2,0,0,1,1,0,1,1,59.064
2,2,2,1,1,0,1,0,1,0,59.252
2,3,3,1,1,1,0,1,1,1,76.83
3,3,2,1,1,1,0,0,0,0,58.384
3,1,3,0,0,0,0,0,1,1,32.174
3,3,3,1,1,0,0,0,1,0,50.196
1,1,3,1,1,1,1,0,1,1,80.502
3,3,3,1,0,1,0,0,0,1,59.11
1,2,2,0,0,0,1,1,0,1,141.992
4,3,1,0,1,1,1,1,0,1,52.84
1,1,3,0,1,1,1,1,0,0,93.496
1,1,2,1,1,1,1,1,0,1,87.328
3,2,2,1,0,0,0,0,0,1,43.66
1,2,3,0,1,0,0,0,1,0,109.508
1,3,2,0,0,0,1,0,1,0,156.338
1,1,1,0,1,1,1,1,0,0,93.582
1,1,1,0,1,1,1,0,0,0,84.826
3,1,3,0,0,1,1,1,0,1,34.214
3,2,2,0,0,1,0,1,0,1,50.0
3,3,1,0,1,0,1,1,1,1,61.378
4,1,2,1,1,1,1,0,1,0,23.092
1,2,3,1,0,1,0,1,0,0,127.752
3,1,3,0,0,0,0,0,0,0,32.43
1,2,3,0,0,1,1,0,0,0,132.062
3,3,2,1,0,0,0,0,0,0,58.88
3,1,1,0,1,0,1,0,0,1,30.764
3,1,2,0,0,0,0,1,1,0,33.992
1,2,2,1,0,1,0,0,1,1,104.798
3,1,1,1,0,0,1,0,0,1,29.762
4,3,1,0,0,0,0,1,0,0,49.286
4,1,1,0,0,1,1,0,1,1,23.72
1,2,3,1,0,1,0,0,1,0,105.498
1,3,1,1,0,0,0,1,0,1,173.378
3,2,3,0,0,1,1,0,0,1,51.224
4,2,1,1,1,0,0,1,0,0,33.762
4,2,1,0,0,1,0,0,0,0,33.696
3,2,1,0,0,0,1,1,0,1,54.04
1,3,3,1,0,1,1,1,0,0,185.71
4,1,3,0,0,0,1,0,1,1,25.056
2,1,3,1,0,0,0,1,0,1,47.06
1,2,3,0,1,1,1,0,1,0,116.954
2,3,3,1,0,0,0,0,0,0,84.506
4,2,2,1,0,0,0,1,0,1,34.466
2,2,3,1,0,1,1,1,1,0,63.122
3,1,3,0,0,1,0,0,0,0,32.364
4,3,3,1,0,1,1,1,0,0,50.714
1,1,2,1,0,1,0,0,0,0,81.362
3,1,2,1,0,0,1,1,1,0,31.762
2,1,1,0,1,0,1,1,0,1,49.83
2,3,2,1,1,1,1,1,1,0,84.156
2,2,2,0,0,0,1,1,1,1,66.488
1,3,3,1,1,0,1,0,1,1,150.638
1,3,2,0,0,1,0,0,0,1,166.914
2,1,1,0,1,1,1,0,1,0,45.212
2,3,2,1,1,0,1,1,1,1,84.43
2,1,3,0,1,0,1,0,0,0,46.108
1,3,1,0,0,0,0,1,1,1,153.452
2,2,3,1,0,1,1,1,0,0,71.35
3,2,2,1,1,0,0,0,0,0,43.164
3,1,3,0,1,1,0,0,0,0,31.978
3,2,3,1,0,1,1,0,0,1,48.156
4,2,3,0,1,1,0,0,1,0,30.968
2,3,3,1,0,0,0,1,1,1,77.456
1,1,2,0,1,0,0,0,1,0,84.532
1,1,2,0,0,1,0,0,1,1,86.128
2,1,2,1,0,1,0,0,1,1,43.734
4,1,2,1,1,1,0,0,1,1,22.452
3,3,3,0,0,1,0,1,0,0,67.748
4,3,1,1,1,1,1,0,0,1,46.682
3,1,1,1,1,1,1,1,1,0,31.164
3,2,1,1,0,0,0,1,1,1,40.662
1,3,2,1,1,0,0,0,1,0,136.418
2,2,1,1,1,1,0,1,0,0,66.642
4,1,3,1,1,0,1,0,1,0,23.474
3,3,1,0,0,1,0,0,0,1,61.818
1,2,1,0,0,0,1,0,0,1,131.046
4,1,2,0,1,1,1,1,1,0,24.838
4,1,2,1,0,0,1,0,0,0,23.396
4,2,1,0,0,0,0,0,0,1,33.488
3,2,1,0,0,0,1,1,1,0,46.258
1,1,1,0,1,1,0,0,1,0,83.91
4,1,1,1,0,1,1,1,0,0,23.824
2,3,2,0,0,1,1,1,0,1,104.622
3,2,3,0,0,0,1,0,1,0,44.392
4,1,1,1,1,0,1,1,1,1,23.416
4,3,3,1,0,0,1,0,0,1,48.498
1,1,2,1,0,1,1,1,1,0,88.966
4,1,2,0,1,1,1,0,1,0,24.09
3,2,2,0,0,0,0,1,0,0,49.796
3,2,2,1,0,0,0,1,0,1,46.986
4,2,3,0,0,0,1,0,1,0,33.212
3,2,3,1,1,0,1,0,0,0,47.506
2,3,2,0,0,0,1,0,0,1,97.454
1,2,1,0,0,0,0,1,1,0,118.906
1,2,1,1,1,0,0,0,1,1,102.73
