new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,2,2,1,1,1,1,1,1,0,62.598
3,3,3,0,1,0,1,0,0,1,69.816
2,2,2,0,0,1,0,0,0,0,65.926
1,2,1,0,1,0,1,0,0,0,128.39
3,3,3,1,1,1,0,0,0,0,58.846
2,2,3,1,0,1,1,0,0,1,67.2
1,3,1,0,1,0,1,0,0,0,177.396
1,1,1,1,0,0,1,0,0,0,81.634
1,3,2,0,0,1,1,1,1,0,164.742
4,2,3,1,1,0,1,1,1,1,31.736
1,2,1,1,1,0,0,0,1,0,102.938
1,2,3,1,1,1,0,0,0,0,115.71
1,3,1,0,1,1,1,0,1,0,154.916
3,1,3,1,1,0,0,1,1,0,30.692
1,1,3,1,1,1,0,1,0,0,86.272
4,3,3,0,0,0,0,0,1,1,39.592
2,3,2,0,0,1,1,1,0,1,104.622
1,3,3,1,1,0,1,1,0,0,183.104
1,3,2,0,0,1,0,0,0,1,166.914
3,1,1,1,1,0,1,1,0,1,31.29
4,3,1,1,1,1,1,1,1,0,42.72
1,2,1,1,1,0,1,0,1,1,110.18
2,1,1,0,0,1,1,0,0,0,46.122
1,3,2,0,1,0,0,1,1,0,152.56
2,2,2,1,1,0,1,0,1,1,59.296
1,3,1,0,1,0,1,1,0,0,191.974
4,1,1,0,1,1,1,1,0,0,25.03
1,2,3,0,1,1,0,0,1,0,109.628
3,2,1,0,0,0,0,1,1,1,42.904
3,3,2,1,0,0,1,1,0,0,71.472
3,1,2,1,1,0,1,0,1,1,29.488
2,1,1,0,0,1,0,0,1,0,45.472
1,1,1,1,1,0,1,0,1,0,79.166
2,3,1,1,0,0,0,1,1,1,77.592
2,3,1,1,1,0,1,1,0,0,98.59
1,2,1,0,1,1,1,1,0,1,141.05
3,2,2,0,0,1,1,1,1,0,46.592
1,1,2,0,0,0,1,1,1,0,94.774
1,2,3,1,1,0,1,1,1,0,117.46
4,3,1,1,0,1,0,0,0,0,43.144
4,2,2,0,0,0,1,1,0,0,38.082
1,1,3,1,0,0,1,1,0,1,89.456
4,1,3,0,1,1,1,1,0,0,24.868
1,1,3,0,1,0,1,0,0,0,85.904
4,1,3,1,0,0,0,0,1,0,23.552
4,2,2,1,0,0,0,0,0,1,32.492
3,2,3,0,1,0,1,1,0,1,53.438
1,3,1,0,0,0,0,0,1,1,141.872
4,3,3,1,0,1,1,0,0,0,48.304
1,1,2,0,0,1,1,1,1,0,94.828
1,3,2,0,1,1,1,0,1,1,155.896
2,3,2,0,1,1,1,0,0,1,96.088
3,2,3,0,1,0,1,1,1,1,45.8
1,3,1,0,1,1,0,0,0,1,163.584
3,1,2,0,1,1,1,0,1,1,31.57
4,1,2,1,1,1,1,1,1,0,23.062
2,3,3,0,0,0,1,1,0,0,104.148
3,3,1,1,0,0,0,0,0,1,58.09
4,2,3,1,0,1,0,0,1,0,29.81
4,1,3,0,1,1,0,1,0,0,24.538
4,1,1,1,1,1,0,0,0,1,21.65
1,1,3,1,0,0,0,0,0,1,81.732
3,3,2,0,1,1,0,0,1,0,51.746
3,3,2,1,1,0,1,1,0,0,70.602
4,2,3,1,1,0,0,1,1,0,29.832
4,1,3,0,0,1,0,1,0,1,25.41
4,3,3,1,0,0,0,0,1,1,38.458
4,2,2,0,0,0,0,1,1,0,31.57
3,3,1,1,1,1,1,1,0,0,71.014
3,1,3,0,0,0,1,0,0,0,32.938
4,3,2,0,0,0,0,0,1,0,39.264
1,2,1,1,0,0,1,0,0,0,123.666
2,1,1,0,1,1,1,1,0,1,49.694
2,2,3,0,1,1,0,0,1,1,58.384
4,2,2,1,1,0,1,0,0,0,33.99
2,3,1,0,0,0,1,1,0,1,104.756
2,2,2,0,1,0,0,0,0,0,64.772
4,1,3,0,1,1,1,0,0,0,24.794
3,1,2,0,1,0,1,0,1,0,31.638
3,3,2,0,1,0,1,1,0,0,74.624
2,2,2,1,1,1,0,1,1,1,59.142
3,1,2,0,0,1,1,1,1,0,33.988
1,1,1,0,1,0,0,0,1,0,83.834
1,3,2,0,1,0,0,0,1,0,141.914
3,3,3,1,1,0,1,1,0,1,70.892
3,3,2,1,1,1,1,0,1,0,56.482
3,2,1,1,0,1,1,0,0,1,47.146
4,2,3,0,0,0,1,0,0,1,36.98
1,2,2,1,0,0,0,0,1,1,104.996
4,1,2,1,1,0,0,0,0,1,22.34
4,3,1,0,0,0,0,1,0,0,49.286
1,3,1,1,0,0,1,1,1,1,159.598
1,2,2,0,1,0,0,1,1,1,118.636
1,2,1,0,1,1,1,0,0,0,129.166
2,2,3,1,0,1,0,1,1,0,59.454
3,1,3,0,1,0,0,1,1,0,33.756
1,1,3,0,0,0,1,1,0,1,95.252
2,3,1,1,0,0,1,0,0,1,92.358
4,1,1,1,0,1,1,0,1,1,22.522
2,2,3,1,0,1,0,0,1,1,56.402
