new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,3,2,0,0,1,1,0,0,0,97.618
3,3,3,1,0,1,1,1,1,0,59.394
4,1,1,1,1,0,1,0,0,1,21.758
1,2,3,1,0,0,0,1,1,0,113.162
4,3,1,0,0,1,1,0,0,0,50.148
1,3,3,0,1,0,1,0,0,1,178.818
3,1,2,1,0,0,0,0,0,0,30.1
1,2,2,0,0,0,1,1,1,0,124.934
2,3,3,0,1,1,0,1,1,1,80.148
1,3,3,1,0,1,0,1,0,1,174.358
3,3,1,0,0,0,1,0,1,1,58.696
1,2,3,0,0,0,1,0,1,1,117.986
3,1,2,1,0,1,1,0,0,1,30.452
3,1,1,0,1,1,1,0,1,1,31.018
4,2,3,1,1,1,0,0,0,1,32.95
3,2,2,1,1,1,1,0,1,1,41.368
2,1,1,0,1,0,0,1,0,0,48.992
2,1,1,1,1,1,0,1,1,1,46.026
4,2,1,0,0,0,1,1,0,1,38.314
4,3,3,0,0,0,1,1,0,1,53.14
1,2,1,0,0,0,0,1,0,0,134.62
2,3,1,1,0,0,1,0,0,0,92.174
2,1,1,0,0,1,0,1,0,0,49.708
4,1,3,1,1,0,0,1,1,0,22.934
1,3,3,1,0,1,1,0,1,1,152.176
4,1,3,0,0,0,0,1,0,1,25.184
4,3,3,1,0,0,1,1,0,0,50.236
3,2,1,1,0,0,1,1,1,0,44.06
4,2,3,1,0,0,1,1,1,1,32.082
4,1,3,0,0,1,0,0,1,0,24.878
4,2,1,1,0,0,0,0,0,1,31.72
4,2,3,0,0,0,0,1,0,1,36.574
3,3,3,1,1,1,1,1,0,1,71.098
2,1,3,1,0,0,0,1,0,0,46.698
3,1,3,0,0,0,1,1,1,1,34.326
2,1,3,0,1,1,1,1,0,1,49.93
1,1,2,0,1,1,1,0,1,1,85.54
4,2,3,1,1,1,1,0,1,0,31.458
4,2,2,1,1,0,1,0,0,0,33.99
1,3,3,1,1,1,0,0,0,0,157.672
3,1,2,0,1,1,1,1,0,0,33.396
2,3,3,1,0,1,1,1,1,0,84.698
4,1,3,0,1,0,1,0,1,0,24.83
2,3,2,1,0,1,1,0,0,1,93.188
2,3,2,0,0,1,0,0,0,1,88.808
1,2,2,0,1,1,1,1,0,1,141.066
1,1,2,0,0,1,0,1,1,0,94.04
4,1,2,0,1,1,0,1,0,0,24.8
3,1,1,1,0,0,0,1,0,0,31.736
3,2,3,1,0,0,1,1,1,0,44.074
2,3,1,0,1,1,0,1,0,1,95.852
2,1,2,1,1,1,0,0,1,1,42.4
3,1,1,1,1,0,0,1,1,1,30.862
2,2,1,1,0,1,0,1,0,0,67.692
4,3,3,1,1,1,1,0,0,1,47.72
4,2,3,1,1,0,1,0,0,1,65.918
4,1,1,1,1,1,0,1,1,1,23.278
4,2,3,1,0,0,0,1,1,1,30.328
2,2,3,1,1,0,0,1,0,1,66.712
1,3,1,1,1,0,0,0,0,1,155.458
2,1,3,0,0,0,1,0,1,1,47.326
3,1,2,1,1,0,0,0,0,0,29.466
4,2,1,1,1,1,1,1,1,1,31.65
1,3,3,0,0,1,1,0,1,0,156.818
2,2,2,1,1,1,0,1,1,0,58.706
2,3,3,0,0,0,1,0,0,1,97.676
2,3,1,0,1,0,0,1,1,1,80.234
3,1,3,1,0,1,1,1,1,1,32.29
3,3,1,1,0,0,1,1,1,0,59.572
3,3,1,0,1,0,0,1,0,1,66.604
4,1,2,0,1,1,1,0,1,0,24.09
1,2,2,1,1,1,0,1,0,1,126.804
1,2,3,0,1,1,1,1,0,0,140.09
2,3,3,0,1,1,1,1,0,1,104.038
3,2,2,1,0,1,1,0,1,1,41.978
1,1,3,0,0,0,1,1,0,1,95.252
2,2,1,1,1,1,1,1,1,1,62.598
2,2,3,0,0,0,0,0,0,0,66.246
2,1,3,0,0,0,0,1,0,0,49.474
3,3,1,1,1,0,1,0,0,1,65.748
1,1,1,1,1,1,1,1,0,1,87.264
3,2,3,1,1,1,0,1,0,0,46.408
4,3,2,0,0,0,1,1,1,0,44.466
4,1,1,0,0,0,0,1,1,1,25.326
3,1,1,0,1,0,1,1,0,0,33.676
2,1,3,0,1,0,1,1,0,1,49.57
3,3,3,1,0,0,0,0,0,0,59.162
2,1,1,1,1,0,1,1,1,0,45.864
2,1,2,1,1,0,0,0,1,1,42.344
3,2,1,1,1,1,0,0,0,0,42.55
3,3,1,0,1,0,0,0,0,0,60.504
1,2,3,0,0,0,1,1,1,0,124.878
4,3,2,0,1,1,1,0,1,0,42.996
2,2,3,1,0,0,1,1,0,1,71.434
3,2,2,0,0,0,1,1,1,1,46.024
3,2,3,0,1,0,0,1,1,1,42.536
1,2,2,1,0,1,0,0,1,1,104.798
4,3,3,1,1,1,0,1,0,1,46.498
4,2,3,1,1,1,1,0,1,0,31.458
4,2,2,0,1,1,0,0,1,0,30.488
