new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,3,2,0,1,0,1,1,1,1,87.546
2,1,3,0,0,1,1,0,0,0,47.18
1,3,2,1,0,0,0,0,0,1,157.648
1,1,3,1,1,0,0,1,1,1,86.65
2,2,3,1,1,0,1,0,1,0,59.696
2,3,2,1,1,1,1,0,1,1,80.554
1,2,3,0,0,1,0,0,1,0,110.278
1,1,2,0,1,0,0,1,1,0,92.59
2,2,1,0,1,1,1,0,0,0,69.05
2,2,3,0,1,0,0,1,0,0,70.816
3,2,2,0,1,1,1,0,1,1,43.554
3,2,3,0,1,1,1,1,0,1,53.66
2,1,2,0,1,0,1,0,1,0,45.836
4,3,3,0,0,0,0,0,1,1,39.592
2,3,1,1,0,0,0,1,0,0,91.43
3,3,1,1,0,0,1,1,0,1,71.612
4,1,1,0,0,1,0,1,0,0,24.87
2,3,3,1,0,1,1,0,1,0,81.794
3,2,1,1,1,1,1,0,1,0,41.164
3,3,1,1,1,1,0,1,1,0,52.14
4,2,3,1,0,1,0,0,1,1,29.688
2,2,1,1,0,1,1,1,1,0,63.11
4,1,1,1,0,0,0,1,1,0,23.52
4,3,3,1,0,1,0,0,0,1,44.148
4,1,1,1,1,1,1,1,1,0,23.102
4,1,1,1,1,0,0,1,0,0,22.794
3,3,2,1,1,1,0,1,0,0,63.314
3,1,1,0,1,1,0,1,1,1,33.254
4,3,3,1,0,0,1,0,0,1,48.498
3,2,1,1,0,1,0,0,0,0,43.066
1,1,1,1,1,1,1,1,1,0,86.792
3,1,3,1,1,0,0,1,1,1,31.3
2,2,3,0,1,0,0,0,0,0,64.93
3,1,3,1,0,0,0,0,1,1,30.622
4,3,2,0,1,0,0,1,0,0,48.718
4,1,1,0,1,1,0,0,0,0,23.266
4,3,1,0,0,1,1,0,0,1,50.03
2,3,1,0,1,1,1,0,1,0,83.208
4,1,3,0,0,1,0,0,0,0,24.782
2,3,2,0,1,0,0,0,1,1,75.004
1,1,1,0,1,0,1,0,1,0,84.762
2,3,3,0,1,0,1,0,0,1,96.034
4,1,3,1,0,1,1,0,1,1,23.762
4,1,3,1,0,1,0,1,1,0,23.662
3,2,2,0,0,0,1,1,1,1,46.024
2,2,2,0,0,1,1,1,1,1,66.43
2,1,3,0,0,1,0,0,0,0,46.456
3,1,1,1,1,0,1,1,1,0,31.404
3,2,2,1,0,1,1,1,0,0,51.16
1,2,2,0,1,0,1,1,1,0,124.204
1,3,1,1,0,1,0,0,1,1,136.976
1,2,1,0,1,1,0,0,0,1,121.206
3,1,1,0,1,1,1,0,1,0,31.1
4,3,2,0,1,0,0,0,1,0,39.27
1,3,1,0,1,1,1,0,1,0,154.916
2,1,2,0,0,1,1,1,1,1,50.556
2,3,3,1,1,0,1,0,1,1,80.902
3,3,2,0,0,1,0,1,1,1,55.122
4,2,3,0,1,1,1,1,1,0,33.11
2,2,2,1,1,0,1,0,1,0,59.252
4,2,1,1,1,0,0,0,1,0,28.016
1,1,2,0,0,0,0,0,1,0,86.078
2,3,1,0,0,1,1,1,0,0,104.552
3,3,3,1,1,1,0,1,1,1,52.128
4,2,3,0,0,1,0,0,1,1,30.886
2,2,3,0,0,1,1,0,0,0,70.888
3,3,3,1,0,0,0,0,1,1,50.77
1,1,3,0,0,1,0,1,0,1,94.922
1,2,1,0,1,0,0,1,0,1,134.052
1,1,3,0,0,0,0,1,0,0,93.922
2,3,1,1,0,1,0,0,1,0,72.538
4,1,3,0,0,0,1,0,0,1,25.094
4,1,1,1,1,0,1,0,0,1,21.758
1,1,2,1,0,1,0,0,1,0,81.262
3,3,1,0,1,1,1,0,0,1,69.176
2,3,3,1,1,0,1,1,0,1,98.652
2,2,2,1,0,1,1,0,1,0,60.142
2,2,2,1,0,0,1,1,0,0,71.412
1,1,3,0,1,1,1,0,1,0,85.998
1,2,2,1,1,0,1,1,0,0,131.674
4,1,3,1,1,0,1,0,0,1,23.216
1,1,2,1,0,0,0,0,1,1,81.4
2,3,3,0,0,1,1,1,0,0,104.788
2,3,3,1,1,0,0,0,0,0,83.378
1,1,1,1,0,1,0,0,0,0,80.57
3,3,1,0,0,1,1,0,1,0,58.612
3,1,3,0,0,0,1,0,0,1,32.634
1,2,3,1,0,1,1,0,1,1,113.098
3,3,3,0,1,0,0,1,0,1,66.778
4,1,3,1,0,1,1,1,1,0,24.49
1,1,3,0,1,1,1,1,1,0,93.538
2,1,3,1,1,1,1,1,1,1,46.24
2,2,1,0,1,1,0,0,1,0,57.638
3,3,2,1,0,0,0,0,1,0,50.36
4,2,3,1,0,1,0,0,1,1,29.688
4,1,1,1,0,0,0,1,0,1,23.62
2,2,2,0,1,0,0,1,1,0,62.17
1,1,1,1,1,1,1,1,1,1,87.212
2,2,3,1,1,1,1,1,0,1,70.884
2,3,1,1,1,0,0,1,0,1,90.616
