new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,3,1,0,1,0,1,0,1,1,58.066
3,1,3,0,1,1,0,0,1,0,32.034
2,3,2,1,1,0,1,1,0,1,98.544
3,1,1,0,0,0,0,1,1,1,33.914
4,3,1,1,0,1,0,1,0,0,47.058
2,2,2,0,0,0,0,0,1,1,58.628
1,1,2,0,1,0,1,1,1,0,93.418
1,2,1,0,1,0,0,1,1,0,118.392
3,2,1,1,0,0,0,1,1,0,40.666
2,3,3,1,1,0,0,1,1,1,76.81
3,1,2,0,1,1,1,0,0,0,31.724
3,3,3,0,0,0,1,0,0,0,71.354
2,1,2,1,1,0,1,0,1,0,42.836
2,1,1,1,1,0,1,1,1,0,45.864
4,1,2,0,0,1,1,1,1,1,25.312
1,1,2,0,0,0,1,0,0,0,87.212
4,1,2,1,0,1,0,0,1,1,23.018
4,2,1,0,0,1,1,1,0,0,38.636
2,3,3,0,0,1,0,1,0,0,96.546
4,1,1,1,1,1,1,0,0,0,21.942
1,1,2,1,1,1,1,0,0,1,80.34
1,2,2,0,1,0,1,0,1,1,116.534
3,2,2,0,1,1,0,0,0,1,45.342
3,2,3,1,1,1,1,0,1,1,41.736
4,3,2,0,0,0,1,0,1,1,43.378
4,3,2,1,1,0,1,1,1,1,42.696
2,1,3,0,0,1,1,0,1,0,47.224
1,2,2,1,1,0,0,1,1,0,111.566
4,1,3,1,0,0,1,0,0,1,24.194
1,3,2,0,1,1,0,0,0,1,164.022
1,1,1,1,0,1,1,1,1,1,89.348
4,1,1,1,0,0,1,1,1,1,23.83
1,3,1,1,0,0,0,1,1,0,147.628
2,1,1,1,1,0,1,0,1,0,42.138
3,1,3,0,1,1,0,0,1,1,31.768
2,1,2,1,1,1,0,0,0,1,42.434
4,1,1,1,0,0,1,0,1,1,22.622
2,1,1,0,0,1,1,1,0,0,50.154
3,3,3,1,1,1,1,0,1,1,56.862
2,2,1,1,1,1,1,1,1,0,62.468
2,2,2,0,0,1,1,1,0,0,75.592
4,2,1,0,0,0,0,1,1,0,31.816
2,3,3,1,1,1,0,0,0,0,83.648
4,3,3,0,0,0,1,1,1,1,44.852
3,3,1,0,0,0,1,1,0,0,75.304
4,1,1,1,1,1,1,0,1,1,21.906
1,2,2,1,1,1,1,0,0,1,123.274
2,2,3,1,0,1,0,0,1,1,56.402
2,3,2,0,1,0,1,1,0,0,103.232
2,1,3,0,1,1,0,1,1,0,49.15
2,1,2,1,1,1,1,1,0,0,45.93
1,1,2,0,0,0,1,1,1,1,95.364
1,2,1,0,0,1,0,0,0,1,123.054
4,3,2,1,0,1,1,0,0,0,47.796
1,3,1,0,0,0,1,0,1,1,156.276
4,3,3,1,1,0,1,0,0,0,47.858
1,2,3,1,1,0,0,0,1,1,103.728
4,3,3,1,0,1,0,0,1,1,38.492
2,1,1,1,0,1,0,0,0,1,42.772
1,2,2,1,1,0,0,0,0,1,114.664
4,1,3,1,0,0,1,0,0,0,24.162
2,1,3,0,1,0,0,0,1,1,45.668
4,2,1,1,1,1,0,0,1,1,28.068
4,2,2,0,0,0,1,1,1,1,33.784
3,2,1,0,1,0,0,0,1,1,39.338
4,1,1,1,1,0,1,0,1,1,21.772
1,3,3,0,0,0,1,0,1,1,157.238
4,1,1,0,1,0,1,0,0,0,23.72
1,2,3,0,0,0,0,0,1,0,110.27
4,3,1,0,0,0,0,0,1,0,38.84
1,1,3,0,0,1,1,1,0,0,94.67
2,3,1,0,0,1,0,1,0,0,96.53
3,3,2,1,0,0,1,0,1,1,57.356
4,3,1,0,1,0,1,0,1,0,42.792
1,1,1,1,1,1,1,0,0,0,79.414
1,2,1,0,1,1,1,0,1,1,116.314
1,3,2,0,1,0,0,0,1,0,141.914
4,2,1,1,1,0,0,1,0,1,33.932
2,1,1,0,0,0,1,0,1,1,46.466
1,2,3,1,0,1,1,0,1,1,113.098
4,1,3,1,0,0,0,1,1,1,23.704
4,3,2,1,0,0,1,0,0,0,47.678
1,3,2,1,0,1,0,1,0,1,174.218
3,2,1,0,0,0,0,1,1,1,42.904
2,2,2,0,1,0,0,0,0,1,64.606
4,1,1,0,1,0,0,1,1,0,24.644
1,3,3,0,1,1,0,1,1,0,152.516
3,3,2,0,1,0,0,1,0,1,66.854
2,2,3,0,0,0,0,1,0,0,71.3
4,2,1,0,0,0,1,0,1,0,31.766
2,1,2,0,1,0,1,0,1,1,45.698
4,2,3,0,1,1,1,1,0,1,38.302
4,3,3,1,0,0,1,0,1,1,42.394
2,1,2,0,1,0,1,1,0,1,49.73
1,1,3,1,0,1,0,1,0,1,88.698
4,1,1,1,0,0,1,1,1,1,23.83
3,1,1,1,1,1,0,0,0,1,28.562
1,3,2,1,1,1,1,0,1,0,149.878
3,1,1,0,1,1,1,1,1,0,33.448
4,2,1,0,1,1,1,0,0,0,35.282
