new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
4,2,2,0,1,1,0,0,0,1,33.85
4,3,1,0,1,1,0,0,0,1,44.928
2,1,3,1,0,1,0,0,0,0,44.192
3,2,3,1,1,0,1,1,1,0,43.538
2,2,1,0,1,1,0,0,0,0,64.254
3,3,3,1,0,1,1,0,1,1,57.38
3,2,1,1,0,1,0,1,0,1,47.188
3,1,1,1,1,0,1,0,0,0,29.056
3,1,1,1,1,1,0,0,0,0,29.01
3,1,2,1,0,1,0,0,1,1,29.928
2,2,1,1,0,1,1,0,1,1,59.736
3,1,3,0,1,1,1,0,1,1,32.0
1,2,1,1,0,0,1,1,0,1,134.626
4,1,3,1,0,1,0,0,0,1,23.586
4,2,3,0,1,0,1,0,1,1,32.786
1,2,2,0,1,1,0,0,1,0,109.068
4,1,3,1,0,1,0,0,0,0,23.6
3,1,3,0,0,1,1,1,0,0,34.006
1,2,2,0,1,1,1,1,0,0,140.008
4,2,1,0,1,0,1,1,0,0,37.95
1,2,2,1,1,0,0,1,1,1,111.882
3,3,2,1,0,0,1,1,1,0,59.384
4,1,1,0,0,0,1,0,1,1,23.792
2,3,3,1,0,0,1,0,1,0,81.888
1,1,3,1,0,0,1,0,0,0,82.62
2,3,3,1,0,0,1,0,1,0,81.888
4,3,2,0,1,0,0,0,1,0,39.27
3,2,1,1,1,0,0,0,0,1,42.198
4,1,1,0,0,0,1,1,0,0,25.294
4,1,2,1,0,0,1,0,0,0,23.396
4,2,3,1,1,0,0,1,1,1,30.008
1,3,1,0,0,0,1,0,0,1,180.776
1,2,3,1,1,1,0,0,1,1,104.53
1,3,1,1,0,1,1,1,1,1,159.55
1,2,3,0,0,0,0,0,1,0,110.27
4,1,2,0,0,1,0,0,0,1,24.056
3,2,3,0,0,0,0,1,1,1,42.804
4,1,2,1,0,0,0,1,0,1,23.72
4,1,3,1,1,1,0,1,0,0,23.244
4,1,2,0,0,0,0,1,1,1,25.2
4,3,1,1,0,1,0,1,0,1,46.988
4,2,1,1,1,0,0,1,1,0,29.742
2,3,2,1,1,1,0,0,0,0,83.402
3,2,3,1,1,1,0,0,1,0,38.602
2,1,1,1,1,0,1,0,1,1,41.986
1,3,3,0,0,0,0,0,1,1,142.656
3,1,2,1,1,0,1,0,1,1,29.488
1,3,2,1,1,0,1,0,1,1,150.11
1,1,2,1,0,1,1,0,1,0,82.328
4,1,3,1,1,1,0,0,1,0,23.35
4,2,2,1,0,0,1,1,1,0,31.842
2,2,1,1,1,0,0,1,0,0,66.412
1,3,2,1,1,1,1,1,0,1,184.54
2,1,1,1,0,1,1,1,0,0,46.852
3,1,1,1,0,0,0,1,0,1,31.79
3,1,3,1,1,0,1,0,0,1,30.116
1,1,2,0,0,0,1,0,1,1,87.316
4,2,1,1,1,1,1,0,1,1,30.204
3,2,2,1,1,1,1,0,1,0,41.478
1,1,1,0,0,1,1,1,0,0,95.088
3,2,3,0,1,0,1,0,0,1,50.168
2,1,3,0,1,0,1,0,0,1,46.082
4,2,1,0,0,0,1,1,1,0,33.536
4,1,1,0,1,0,1,0,1,0,23.538
4,2,3,0,0,1,1,0,0,1,37.032
2,3,3,0,1,0,1,0,1,0,83.99
4,2,1,0,1,1,1,0,0,1,35.43
2,1,3,0,1,0,0,1,0,0,49.112
1,2,1,0,0,1,0,1,0,1,135.934
2,3,3,0,0,1,0,1,0,1,96.672
3,3,1,1,0,1,0,0,1,0,49.61
1,3,1,0,1,0,1,0,1,0,155.144
3,3,3,1,0,1,1,1,1,0,59.394
2,2,2,1,1,0,0,1,0,0,66.472
1,1,2,0,1,1,0,1,0,0,92.822
3,3,3,0,1,1,0,1,1,1,54.534
3,2,3,1,1,0,1,0,1,0,42.09
4,1,3,0,1,1,0,0,1,1,24.558
1,1,1,1,1,0,0,0,0,1,78.356
3,3,2,1,0,0,0,1,0,1,63.94
1,2,3,1,1,1,0,1,1,1,111.742
2,3,1,1,0,0,1,1,0,1,99.532
2,3,1,1,0,0,1,1,0,0,99.52
2,2,2,1,1,1,0,0,0,1,61.51
4,3,2,1,0,1,1,1,1,1,43.22
1,2,3,0,0,1,1,1,0,1,142.464
2,2,3,1,1,1,0,1,0,0,66.554
2,3,1,0,1,0,1,0,0,1,95.114
3,1,1,1,0,1,0,0,0,1,29.23
3,3,1,0,0,1,1,1,0,0,75.72
3,1,2,0,1,1,0,1,1,1,33.472
3,2,1,1,1,0,1,1,0,0,50.156
4,2,2,0,1,1,0,1,0,0,35.874
1,2,3,1,1,0,0,0,1,0,104.082
3,2,3,0,0,1,1,0,0,0,51.544
4,2,2,1,1,0,1,0,1,0,30.84
2,1,3,0,0,0,1,0,0,1,47.19
3,3,1,0,1,0,0,1,0,1,66.604
3,2,2,0,0,0,0,1,1,0,42.634
4,3,1,0,0,1,1,0,1,1,42.67
