new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,1,2,1,1,1,0,1,0,0,45.708
1,1,2,0,0,0,0,1,0,0,93.892
2,2,1,1,0,1,0,0,0,0,61.738
4,2,2,0,0,0,0,1,1,1,31.896
3,3,1,1,1,1,0,0,1,0,49.008
3,3,2,1,1,0,0,1,1,1,52.088
2,2,3,1,1,0,0,0,0,0,61.806
4,3,2,1,1,1,1,1,0,1,50.322
4,1,1,1,1,0,1,0,0,0,22.018
4,2,3,0,0,0,0,0,1,0,31.284
3,3,2,1,0,1,1,1,0,0,71.788
4,3,2,0,0,0,1,0,1,0,43.196
2,2,2,1,0,1,0,1,0,0,67.772
2,2,2,0,0,1,0,1,0,1,71.786
1,3,2,0,0,0,0,0,0,1,166.0
4,1,3,0,1,1,1,1,0,1,25.296
1,2,1,0,1,1,0,0,1,1,108.268
4,1,3,1,0,0,0,0,0,1,23.61
3,3,1,1,1,0,0,0,1,0,49.054
2,2,1,0,0,0,1,0,1,0,62.038
1,3,2,1,0,0,1,0,0,1,172.44
1,2,1,1,0,1,0,1,0,1,128.522
1,2,2,1,1,0,1,1,1,0,117.49
1,1,1,1,1,0,1,1,0,1,87.148
2,3,3,0,1,1,0,1,0,1,95.62
4,3,1,0,0,0,0,0,1,1,38.588
2,3,3,1,1,0,1,0,1,1,80.902
3,3,1,0,0,1,0,0,0,0,62.232
2,2,3,0,1,1,1,0,1,1,62.69
3,3,2,1,1,0,0,1,1,0,52.184
4,1,2,0,1,0,1,0,0,1,24.04
2,2,1,0,1,0,1,0,1,1,61.864
2,3,2,1,1,1,1,1,1,0,84.156
3,3,1,0,1,1,1,0,0,1,69.176
2,1,3,0,0,0,1,0,0,1,47.19
3,1,1,0,0,1,1,0,1,0,31.608
1,3,1,0,1,1,0,0,1,1,140.884
4,1,3,0,1,1,0,1,1,1,24.88
2,1,2,0,1,0,1,1,1,0,49.338
1,2,2,1,0,1,1,1,1,0,119.08
1,2,3,1,1,0,0,0,1,1,103.728
3,2,1,0,0,1,0,0,0,0,45.836
3,2,2,1,1,0,1,1,1,1,43.614
3,3,2,0,0,1,1,1,1,1,61.65
3,2,2,0,1,0,1,0,1,1,43.454
2,3,3,1,0,1,0,0,1,1,73.022
1,3,2,0,1,1,0,0,0,1,164.022
2,1,2,0,0,1,1,1,0,1,50.35
4,3,3,0,0,1,1,1,0,1,53.522
3,1,1,0,1,1,0,1,0,0,33.312
4,3,1,0,0,1,1,1,0,1,53.624
2,2,2,1,0,0,0,0,1,0,56.236
2,1,2,1,1,0,0,1,1,0,45.55
1,3,3,0,1,1,1,1,0,0,192.686
3,1,1,0,1,0,0,0,1,0,30.528
1,2,3,0,0,0,0,0,0,0,123.562
2,2,2,0,0,0,0,0,1,0,58.532
1,1,1,1,0,0,0,1,1,1,88.798
4,2,3,1,0,0,0,0,0,1,32.798
4,3,1,0,1,0,0,1,0,0,48.79
1,3,1,0,0,0,0,1,1,0,153.338
1,1,2,1,1,1,1,1,1,1,87.288
4,1,3,1,1,0,1,0,0,1,23.216
3,1,1,0,1,1,0,1,0,0,33.312
2,2,2,0,0,0,0,0,0,0,65.822
2,3,2,1,0,0,0,1,0,1,91.642
1,3,2,0,0,0,0,1,0,1,182.374
4,3,2,0,0,0,0,1,1,1,41.044
1,2,2,0,0,1,0,0,0,0,123.686
2,3,2,1,1,0,0,1,0,1,90.64
4,3,2,0,0,1,1,1,0,0,53.286
1,3,1,1,1,0,1,0,1,0,149.216
3,3,3,1,1,0,0,1,1,0,52.136
4,3,3,0,0,0,0,0,1,1,39.592
1,2,2,1,1,0,0,0,1,0,103.57
1,3,2,1,1,0,1,0,0,1,170.7
3,1,2,1,0,1,0,0,0,0,30.262
1,2,3,0,1,1,1,0,1,1,117.306
2,3,2,1,1,0,0,1,0,0,90.55
2,2,2,1,0,1,1,1,0,1,71.738
2,1,3,1,1,0,1,1,1,0,45.94
1,3,2,1,1,0,1,0,1,0,149.864
3,1,1,0,1,0,0,1,1,1,34.722
4,3,1,1,1,1,0,1,1,0,38.922
2,3,3,1,1,0,0,1,1,0,76.686
3,3,1,1,0,0,1,0,1,0,56.496
3,1,2,1,0,1,0,0,1,1,29.928
2,1,1,1,1,1,0,0,0,1,41.828
2,2,1,1,1,1,0,1,1,1,58.836
4,3,1,0,1,1,0,0,1,1,38.272
2,3,2,0,1,0,0,1,0,1,95.348
1,2,3,1,0,0,1,1,0,0,133.572
1,3,3,1,0,0,1,1,0,0,184.768
2,3,1,0,1,1,1,0,1,1,83.014
3,2,3,1,1,0,1,0,1,1,41.866
3,3,1,1,1,0,0,1,1,1,52.338
3,2,2,1,0,1,1,0,0,1,47.934
2,1,2,1,0,1,0,1,1,0,46.65
3,1,3,1,1,0,1,0,0,0,30.258
2,2,1,1,1,0,0,0,1,1,54.504
