new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,0,2,0,1,0,4096,0,167.101
1,1,1,1,0,0,512,1,337.4748
0,0,1,1,0,1,512,5,337.4748
0,0,1,1,0,0,2048,9,337.4748
0,1,2,0,0,0,512,9,337.4748
0,0,1,2,0,0,1024,5,337.4748
1,0,1,2,0,1,1024,1,337.4748
0,1,2,2,0,0,4096,5,337.4748
0,1,1,0,1,0,1024,0,31.9034
1,0,1,1,0,1,512,9,337.4748
1,2,2,2,1,0,2048,9,164.509
1,1,1,1,1,1,2048,5,337.4748
0,2,2,0,0,1,4096,1,166.7608
0,0,2,0,0,0,4096,1,337.4748
1,2,2,2,1,1,2048,5,166.1056
1,0,2,0,1,1,2048,5,337.4748
0,1,2,2,0,1,4096,0,31.9772
1,1,1,1,0,1,2048,0,337.4748
1,2,1,2,0,0,2048,9,337.4748
1,0,1,1,1,0,512,1,337.4748
0,1,2,1,1,0,2048,1,337.4748
1,0,2,0,1,1,4096,5,337.4748
1,1,2,1,0,0,1024,1,337.4748
1,0,2,0,1,1,4096,0,165.9072
0,1,2,2,1,1,512,5,337.4748
1,1,2,1,0,0,2048,5,337.4748
1,2,2,2,1,1,4096,1,164.7978
1,1,2,2,1,0,512,5,337.4748
0,0,2,2,1,0,1024,0,161.9528
1,2,2,1,0,1,2048,5,165.883
1,1,1,1,0,1,512,0,337.4748
1,0,2,1,0,1,2048,0,168.3294
1,0,1,2,1,1,2048,0,337.4748
0,1,1,0,1,0,2048,0,32.0884
1,1,2,1,0,1,2048,1,337.4748
1,1,2,0,0,1,2048,5,337.4748
1,2,2,1,1,1,2048,5,165.1948
0,1,1,1,0,1,512,0,337.4748
0,1,2,2,1,1,1024,0,32.2096
1,1,2,1,0,0,2048,0,32.2072
0,1,2,1,1,0,512,1,337.4748
0,1,1,2,0,1,512,1,337.4748
0,1,2,0,1,0,512,5,337.4748
1,0,2,1,0,1,2048,0,168.3294
1,0,1,2,0,1,4096,1,337.4748
0,0,1,2,1,1,512,9,337.4748
1,0,2,2,1,1,512,9,337.4748
1,2,1,0,0,1,512,9,166.1178
0,0,1,2,1,0,4096,9,337.4748
1,0,2,0,1,0,1024,9,337.4748
0,1,1,0,0,1,1024,5,337.4748
1,0,2,2,1,1,512,1,337.4748
0,2,1,2,1,0,4096,1,337.4748
1,2,1,2,1,0,1024,0,337.4748
0,0,1,0,0,1,1024,5,337.4748
1,2,2,2,1,0,2048,1,164.4126
1,0,1,0,1,1,1024,0,167.7914
0,2,2,2,0,1,512,1,164.987
1,2,1,0,1,0,512,0,337.4748
1,1,2,2,1,0,2048,0,32.0026
0,1,2,2,0,0,512,5,337.4748
1,2,2,1,1,0,4096,0,337.4748
0,1,1,2,1,1,512,1,337.4748
0,2,2,0,0,1,512,5,164.7842
1,1,2,1,0,0,512,1,337.4748
1,0,2,1,0,0,2048,0,166.1558
0,1,1,1,1,0,4096,9,337.4748
0,1,2,2,1,0,512,5,337.4748
0,0,2,1,1,1,512,5,337.4748
1,0,2,2,1,1,1024,1,337.4748
1,2,2,0,1,0,512,0,337.4748
0,0,2,2,1,0,4096,9,337.4748
1,0,2,2,1,0,512,1,337.4748
1,1,2,1,1,0,512,5,337.4748
0,1,2,2,0,0,512,5,337.4748
1,0,2,2,1,1,4096,1,337.4748
1,2,2,2,0,1,4096,0,337.4748
0,0,2,0,0,1,2048,0,166.7804
1,1,1,0,1,1,4096,0,32.9528
1,1,2,1,1,0,1024,9,337.4748
0,1,1,2,1,1,4096,9,337.4748
1,0,1,2,1,1,4096,1,337.4748
1,2,1,1,1,0,1024,1,337.4748
1,0,1,1,1,1,1024,9,337.4748
1,0,2,2,0,1,2048,1,337.4748
0,1,2,2,1,0,1024,5,337.4748
1,0,2,0,1,1,1024,9,337.4748
0,1,2,0,0,1,512,5,337.4748
0,0,1,2,1,0,1024,5,337.4748
1,0,2,2,1,1,4096,5,337.4748
0,2,1,0,1,0,2048,1,167.6616
1,1,2,1,0,1,2048,1,337.4748
1,2,1,2,0,0,4096,0,337.4748
1,0,1,2,1,1,1024,1,337.4748
1,0,1,0,1,1,512,9,337.4748
1,2,2,2,1,0,2048,5,165.7712
0,0,2,2,0,1,4096,0,164.0186
1,1,2,0,0,0,1024,5,337.4748
1,1,1,2,0,0,512,0,337.4748
1,0,2,1,0,0,512,5,337.4748
