new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,1,2,1,0,1,512,0,32.099
0,0,2,2,1,0,1024,1,337.4748
0,2,1,1,0,1,2048,5,337.4748
1,2,1,0,0,0,4096,5,167.3366
0,0,2,1,1,1,512,5,337.4748
1,0,2,2,0,0,512,1,337.4748
0,0,2,1,0,1,4096,1,337.4748
0,1,2,2,1,0,4096,1,337.4748
0,2,2,2,1,1,1024,9,164.6752
1,2,1,2,1,0,512,5,337.4748
0,0,2,2,0,0,2048,5,337.4748
1,0,2,2,0,0,1024,1,337.4748
0,1,2,0,1,1,1024,0,31.9392
0,2,1,2,1,1,512,5,337.4748
0,2,1,0,0,1,2048,0,337.4748
0,2,1,0,0,0,1024,1,167.5178
1,0,2,0,0,0,1024,1,337.4748
1,1,2,2,1,0,2048,5,337.4748
1,1,1,2,1,1,512,0,337.4748
0,2,2,1,1,0,1024,5,166.7586
0,2,2,0,0,0,1024,5,167.4724
0,2,1,0,1,1,512,1,166.5828
1,2,2,0,1,1,512,5,163.3164
0,1,1,2,0,1,512,9,337.4748
1,0,2,1,1,1,2048,5,337.4748
0,1,1,0,1,0,2048,5,337.4748
1,0,2,1,0,1,512,9,337.4748
1,0,2,0,1,0,512,9,337.4748
1,0,1,2,0,0,4096,9,337.4748
1,2,2,2,0,0,4096,9,164.1768
0,1,1,0,1,0,2048,9,337.4748
0,1,1,1,1,1,512,5,337.4748
1,2,1,0,1,0,512,1,167.8962
0,2,2,1,0,0,2048,5,167.7276
1,2,1,0,1,1,512,9,166.877
0,0,1,0,1,0,512,1,337.4748
0,1,2,0,1,1,1024,9,337.4748
1,0,1,1,1,0,1024,1,337.4748
1,0,1,2,1,1,4096,9,337.4748
0,1,1,0,0,1,1024,0,32.5466
1,2,1,0,0,0,2048,0,337.4748
0,0,1,0,1,1,4096,5,337.4748
1,2,2,0,1,0,2048,0,337.4748
1,2,2,1,0,1,4096,9,165.2772
0,1,1,2,1,1,4096,0,337.4748
0,2,1,1,1,0,512,1,337.4748
0,0,1,0,0,0,512,0,166.1946
0,0,2,1,1,1,1024,5,337.4748
1,2,2,0,0,0,512,5,165.3404
0,2,2,2,1,1,2048,9,165.8712
1,1,2,1,1,0,512,9,337.4748
1,2,1,2,1,1,4096,1,337.4748
0,0,1,0,1,1,4096,5,337.4748
0,2,2,1,1,0,4096,1,167.0996
1,2,1,1,1,1,512,0,337.4748
0,2,2,0,0,0,1024,9,164.7506
1,1,1,0,1,1,512,1,337.4748
0,2,2,2,0,0,4096,0,337.4748
0,0,1,2,1,1,2048,5,337.4748
1,0,1,1,0,1,512,0,337.4748
1,2,1,2,0,0,512,1,337.4748
1,0,1,2,1,0,4096,0,337.4748
1,1,2,1,0,0,512,9,337.4748
0,1,2,2,0,0,1024,9,337.4748
0,1,1,0,1,1,2048,1,337.4748
1,2,2,0,0,0,512,1,164.3716
0,2,2,0,1,1,4096,0,337.4748
0,2,2,1,1,1,2048,9,165.6812
0,0,2,1,0,1,512,0,165.268
0,1,2,2,1,1,2048,0,31.832
0,1,1,1,0,1,512,9,337.4748
1,2,1,0,0,1,512,5,168.1124
1,2,2,2,0,0,512,5,165.3112
0,1,1,2,0,1,2048,0,337.4748
0,2,1,2,0,1,4096,0,337.4748
0,1,2,0,0,0,2048,1,337.4748
0,1,2,1,0,0,512,1,337.4748
0,0,1,0,0,0,1024,0,166.8602
1,1,1,2,1,1,2048,0,337.4748
0,1,2,1,1,0,2048,1,337.4748
1,0,2,0,1,1,2048,0,164.1068
0,1,1,0,0,1,2048,1,337.4748
1,2,1,2,1,0,4096,5,337.4748
0,0,2,1,1,0,512,1,337.4748
0,0,1,1,1,0,4096,0,337.4748
0,0,2,0,0,1,1024,5,337.4748
1,0,2,0,1,1,512,9,337.4748
0,1,2,0,0,0,4096,9,337.4748
0,1,1,1,0,0,2048,9,337.4748
0,1,2,0,0,0,2048,5,337.4748
1,1,1,2,0,0,512,1,337.4748
1,1,1,2,0,1,1024,1,337.4748
1,0,2,0,0,1,1024,9,337.4748
0,2,2,0,0,1,512,0,337.4748
1,1,1,2,0,1,2048,5,337.4748
1,1,2,1,1,0,2048,9,337.4748
1,0,2,0,1,1,1024,5,337.4748
1,0,2,2,0,1,4096,5,337.4748
0,2,1,1,1,0,512,9,337.4748
0,1,2,2,1,0,4096,9,337.4748
