new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,2,2,0,1,0,1024,1,166.9388
1,0,2,1,0,1,2048,0,168.3294
1,1,1,2,1,0,512,0,337.4748
0,0,2,0,0,0,1024,9,337.4748
0,2,1,2,1,0,4096,5,337.4748
0,0,1,1,0,1,4096,9,337.4748
1,0,2,1,1,0,1024,5,337.4748
1,0,2,2,0,1,1024,5,337.4748
1,0,2,0,1,0,512,5,337.4748
0,1,1,2,1,1,1024,1,337.4748
1,0,2,1,0,0,4096,1,337.4748
0,2,2,1,0,0,1024,1,166.5234
0,0,1,1,0,0,512,9,337.4748
0,2,2,2,0,1,4096,0,337.4748
0,2,2,1,1,0,4096,5,165.3672
1,2,1,0,0,0,2048,0,337.4748
0,2,2,0,1,0,1024,1,165.2514
1,1,1,0,1,0,4096,0,32.5432
0,2,2,1,1,0,2048,1,167.133
0,2,2,1,1,0,2048,1,167.133
0,2,1,1,1,1,512,1,337.4748
1,0,2,1,1,0,4096,9,337.4748
1,0,1,1,0,0,2048,5,337.4748
1,0,1,1,0,0,2048,0,337.4748
0,1,2,1,1,0,512,5,337.4748
1,1,2,2,1,0,1024,5,337.4748
1,0,2,2,0,0,512,1,337.4748
0,0,1,2,1,0,1024,9,337.4748
1,0,2,2,1,1,1024,0,165.9748
1,0,1,2,1,0,1024,1,337.4748
0,2,1,1,0,0,512,9,337.4748
1,2,1,2,1,1,4096,1,337.4748
1,2,2,2,0,1,4096,0,337.4748
0,1,2,0,1,1,1024,0,31.9392
0,1,1,1,1,1,1024,0,337.4748
0,0,1,0,0,0,512,9,337.4748
1,1,1,0,1,0,512,1,337.4748
0,0,2,2,0,0,1024,9,337.4748
0,2,2,2,1,0,4096,5,163.342
1,1,2,0,0,1,2048,0,32.0286
0,0,1,2,1,0,4096,5,337.4748
0,1,2,0,0,1,512,1,337.4748
1,0,1,2,1,1,4096,9,337.4748
1,1,1,2,0,0,1024,1,337.4748
1,1,2,1,0,0,1024,0,31.9878
0,2,2,0,0,1,512,5,164.7842
0,1,2,2,1,1,2048,5,337.4748
1,0,2,1,0,0,1024,5,337.4748
0,2,1,0,0,0,512,5,166.6212
1,0,1,1,0,0,1024,1,337.4748
1,2,2,2,1,0,1024,0,337.4748
1,2,2,2,0,1,2048,9,166.346
1,2,1,2,1,1,1024,0,337.4748
0,0,2,2,1,1,1024,9,337.4748
0,1,1,0,1,1,1024,9,337.4748
0,1,1,1,0,1,4096,1,337.4748
1,0,2,0,1,1,2048,9,337.4748
0,2,1,1,1,1,4096,1,337.4748
1,2,1,1,1,0,2048,5,337.4748
0,1,2,1,1,1,1024,0,32.4414
1,0,2,2,1,0,4096,1,337.4748
0,1,1,0,0,0,1024,1,337.4748
0,1,1,1,1,1,512,5,337.4748
0,1,1,2,0,0,2048,0,337.4748
1,0,1,1,1,1,512,1,337.4748
0,1,2,1,0,0,2048,5,337.4748
0,1,1,2,0,0,512,0,337.4748
1,1,2,2,1,1,1024,1,337.4748
1,1,2,1,1,0,4096,1,337.4748
0,1,2,2,1,0,512,9,337.4748
1,2,1,1,0,0,512,1,337.4748
1,2,1,0,1,0,512,5,168.1308
0,0,2,1,1,1,512,9,337.4748
0,0,2,1,1,0,1024,9,337.4748
1,0,1,1,1,0,4096,9,337.4748
1,1,2,1,0,0,4096,9,337.4748
0,2,2,2,1,1,4096,5,165.53
0,2,1,2,1,1,512,9,337.4748
0,1,2,0,1,1,1024,0,31.9392
0,0,1,0,1,0,2048,0,166.6926
1,1,1,1,0,0,512,9,337.4748
0,1,2,0,1,0,2048,9,337.4748
1,0,1,2,1,0,512,9,337.4748
1,2,1,1,1,0,512,0,337.4748
1,0,2,2,0,1,512,9,337.4748
1,0,1,1,0,0,1024,5,337.4748
0,0,2,2,1,0,1024,1,337.4748
0,0,1,0,1,0,512,5,337.4748
0,0,1,2,0,0,512,5,337.4748
1,2,2,2,1,1,4096,9,165.6936
0,2,2,1,0,0,2048,5,167.7276
1,1,2,2,1,0,1024,9,337.4748
1,0,2,2,0,1,512,9,337.4748
1,2,1,1,0,1,512,9,337.4748
1,0,1,2,1,1,2048,9,337.4748
0,1,1,1,1,0,512,9,337.4748
1,2,2,0,0,0,1024,0,337.4748
0,2,2,1,0,0,512,9,164.7606
1,1,2,0,0,1,1024,5,337.4748
0,2,1,2,1,0,512,1,337.4748
