new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,1,1,0,1,1,2048,1,337.4748
1,1,1,2,0,0,512,5,337.4748
0,0,1,0,0,1,4096,9,337.4748
1,1,2,1,0,1,1024,5,337.4748
0,2,1,0,0,1,2048,9,166.8372
1,1,1,1,0,0,4096,5,337.4748
1,2,2,2,0,0,4096,0,337.4748
0,0,2,1,0,0,4096,5,337.4748
1,1,2,2,0,1,1024,0,32.4752
1,0,2,0,1,0,512,9,337.4748
1,2,1,1,0,1,1024,9,337.4748
0,2,2,2,1,1,4096,1,163.2566
1,1,1,1,0,1,1024,5,337.4748
1,1,1,0,1,0,1024,1,337.4748
1,2,1,0,1,1,1024,0,337.4748
0,1,1,0,1,0,4096,0,32.237
0,1,1,1,0,0,512,5,337.4748
0,0,2,2,1,1,4096,1,337.4748
0,1,2,2,1,0,1024,1,337.4748
1,2,2,1,1,0,512,1,163.4228
1,0,1,1,1,1,4096,0,337.4748
0,0,1,0,1,1,4096,1,337.4748
0,2,2,2,0,1,4096,9,164.142
1,0,2,1,1,0,512,9,337.4748
0,1,1,1,0,1,1024,0,337.4748
1,0,1,0,1,0,1024,9,337.4748
0,1,1,0,1,0,512,0,32.1144
0,1,1,1,0,1,512,0,337.4748
1,0,1,1,0,1,512,1,337.4748
1,0,1,1,1,0,4096,0,337.4748
0,2,1,2,1,0,512,5,337.4748
0,0,2,0,0,0,2048,0,164.191
0,2,1,1,0,0,4096,1,337.4748
1,2,1,2,0,0,2048,5,337.4748
0,1,2,2,1,1,1024,5,337.4748
1,0,1,0,0,0,4096,9,337.4748
0,0,2,2,0,1,1024,0,166.138
1,0,2,2,1,0,4096,5,337.4748
0,0,1,1,1,1,2048,0,337.4748
1,1,1,1,1,1,1024,5,337.4748
0,1,2,0,0,0,1024,1,337.4748
0,2,2,1,1,1,512,9,163.964
0,2,2,1,0,0,4096,9,165.1006
1,1,1,0,1,0,512,9,337.4748
1,0,1,1,0,1,512,5,337.4748
0,0,2,1,0,1,512,0,165.268
1,0,1,1,0,0,1024,0,337.4748
1,1,1,2,1,0,4096,1,337.4748
1,0,2,2,0,1,1024,9,337.4748
1,2,2,0,1,1,2048,5,165.2798
1,2,2,2,1,0,4096,5,165.9262
1,2,1,1,0,1,4096,5,337.4748
1,1,1,1,0,1,1024,5,337.4748
0,0,1,2,1,1,512,5,337.4748
0,2,2,2,1,1,2048,1,165.2686
0,2,2,1,0,0,2048,5,167.7276
1,2,1,0,0,0,4096,9,167.0804
0,1,2,2,0,0,512,5,337.4748
1,2,1,1,1,1,512,5,337.4748
0,0,1,2,0,1,512,5,337.4748
1,1,1,2,1,1,4096,5,337.4748
0,2,1,2,1,1,4096,1,337.4748
1,1,1,0,0,1,4096,1,337.4748
0,0,1,0,1,1,1024,0,166.6634
1,1,1,2,1,1,2048,0,337.4748
0,1,2,0,1,0,4096,1,337.4748
1,1,2,0,1,1,2048,9,337.4748
0,1,1,2,1,1,2048,1,337.4748
1,0,2,0,1,0,2048,1,337.4748
1,2,2,1,1,0,1024,9,166.042
1,1,1,1,1,0,1024,1,337.4748
1,0,1,2,1,1,2048,0,337.4748
0,2,2,2,1,1,4096,0,337.4748
0,0,2,0,0,0,1024,0,165.2612
0,1,2,1,1,0,4096,5,337.4748
1,0,2,2,1,1,1024,5,337.4748
0,0,1,1,0,1,1024,0,337.4748
1,1,1,2,0,0,2048,5,337.4748
1,2,2,2,0,0,1024,9,164.541
1,2,2,2,0,0,1024,9,164.541
0,1,1,2,1,0,2048,5,337.4748
1,1,2,0,0,0,1024,1,337.4748
1,0,2,0,1,0,2048,5,337.4748
1,1,1,0,1,0,512,1,337.4748
1,1,1,0,0,0,4096,1,337.4748
0,0,1,2,0,0,4096,0,337.4748
0,2,1,1,0,0,1024,1,337.4748
0,1,1,0,0,0,4096,5,337.4748
1,0,2,1,1,0,4096,9,337.4748
1,1,1,0,1,0,512,0,32.389
0,1,2,1,0,0,2048,0,31.6962
1,1,1,1,0,1,4096,9,337.4748
1,0,2,2,1,1,4096,0,162.7602
0,1,1,1,0,0,4096,1,337.4748
1,2,1,1,0,0,4096,5,337.4748
0,0,1,1,1,0,4096,9,337.4748
1,1,2,2,0,1,4096,1,337.4748
1,0,2,1,0,1,2048,1,337.4748
1,0,1,2,0,0,1024,1,337.4748
0,0,1,1,0,1,512,0,337.4748
