new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,2,1,1,0,1,512,9,337.4748
0,1,1,2,1,1,512,1,337.4748
0,1,1,0,0,0,2048,1,337.4748
0,1,1,2,1,0,512,5,337.4748
1,2,1,0,1,1,1024,0,337.4748
1,0,1,2,0,1,4096,1,337.4748
1,2,2,1,0,0,1024,0,337.4748
1,2,2,0,1,0,1024,5,165.5152
1,1,2,2,0,0,2048,0,31.4314
1,2,1,1,1,0,1024,1,337.4748
0,0,1,2,1,0,4096,0,337.4748
0,0,2,2,0,1,2048,0,165.5768
0,2,1,0,0,0,4096,5,167.179
1,2,1,0,0,0,2048,0,337.4748
1,1,1,1,0,1,4096,9,337.4748
1,2,2,2,0,0,1024,1,163.4268
0,0,2,0,0,0,4096,0,163.7512
0,1,2,1,0,0,1024,9,337.4748
0,1,2,0,0,0,512,1,337.4748
0,2,2,0,0,0,1024,9,164.7506
1,1,1,2,0,0,4096,9,337.4748
0,1,2,2,1,0,512,0,30.8186
0,0,2,0,0,1,512,5,337.4748
1,1,2,1,0,1,4096,9,337.4748
0,2,2,0,1,1,4096,9,164.9448
0,0,2,0,1,1,4096,9,337.4748
1,2,1,1,1,1,4096,9,337.4748
1,0,1,1,0,0,1024,1,337.4748
1,1,1,0,0,0,2048,5,337.4748
1,0,2,2,0,0,2048,1,337.4748
0,1,1,1,1,1,512,5,337.4748
1,2,2,2,0,0,2048,9,166.5826
1,2,1,0,0,0,1024,0,337.4748
1,0,2,2,1,0,2048,1,337.4748
0,1,1,0,0,1,512,0,32.3318
1,1,2,2,1,1,1024,9,337.4748
1,0,1,2,0,0,2048,5,337.4748
0,1,1,1,0,0,1024,9,337.4748
0,0,2,0,0,1,2048,1,337.4748
0,1,1,0,1,1,4096,9,337.4748
1,0,1,2,0,0,1024,0,337.4748
0,2,1,2,0,1,2048,1,337.4748
0,2,1,2,1,1,2048,9,337.4748
1,0,2,0,0,0,4096,9,337.4748
1,0,1,1,1,1,512,9,337.4748
1,2,2,2,1,0,2048,9,164.509
1,0,2,2,0,0,512,9,337.4748
1,1,2,1,1,0,4096,5,337.4748
0,1,1,2,1,0,4096,0,337.4748
0,2,2,0,1,1,4096,1,164.8436
0,0,2,0,1,1,512,1,337.4748
0,0,1,0,0,0,2048,0,164.984
0,0,2,1,1,0,1024,1,337.4748
1,1,1,2,0,1,2048,9,337.4748
1,0,2,1,0,0,2048,1,337.4748
1,2,1,1,0,0,4096,5,337.4748
0,0,1,2,1,0,2048,0,337.4748
1,0,2,2,1,1,2048,1,337.4748
0,2,1,0,0,1,2048,5,168.3288
1,1,1,0,0,1,1024,5,337.4748
1,0,2,0,0,0,4096,0,164.1756
0,0,2,0,0,1,1024,0,163.366
0,0,2,1,0,0,2048,9,337.4748
0,1,1,0,1,1,4096,5,337.4748
1,1,1,2,1,1,1024,5,337.4748
0,1,2,0,0,1,2048,9,337.4748
0,2,2,0,1,1,512,9,164.6706
1,0,2,2,1,0,1024,1,337.4748
0,2,1,1,1,1,1024,1,337.4748
0,1,1,1,0,0,1024,9,337.4748
1,0,1,0,0,1,1024,9,337.4748
1,2,2,0,0,1,1024,0,337.4748
1,2,1,0,1,0,512,0,337.4748
0,2,1,0,0,1,1024,5,167.144
0,2,1,0,1,0,4096,0,337.4748
0,2,1,1,1,0,512,0,337.4748
0,1,1,0,0,0,1024,1,337.4748
0,1,2,0,0,0,2048,9,337.4748
1,2,2,0,1,1,512,9,161.9186
1,2,2,1,0,1,512,0,337.4748
1,1,1,1,1,1,1024,1,337.4748
1,0,1,1,1,1,2048,5,337.4748
1,0,2,0,1,0,512,5,337.4748
1,1,1,1,1,0,512,1,337.4748
0,0,2,0,0,0,1024,5,337.4748
0,0,1,1,1,1,4096,1,337.4748
0,0,2,1,0,0,2048,0,164.7834
0,0,1,0,0,0,4096,0,165.4656
0,0,1,1,1,0,1024,5,337.4748
0,1,1,2,1,0,512,1,337.4748
1,1,1,2,0,1,512,1,337.4748
1,0,2,1,0,1,4096,5,337.4748
1,0,1,0,1,1,2048,1,337.4748
0,2,2,1,0,1,2048,1,168.1816
1,2,2,2,1,1,4096,9,165.6936
0,0,1,2,1,1,2048,9,337.4748
0,1,2,0,0,0,2048,9,337.4748
0,0,2,0,0,0,2048,9,337.4748
1,0,2,2,1,1,2048,9,337.4748
0,0,2,2,0,1,512,9,337.4748
