new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,2,2,1,1,0,4096,5,165.3856
1,2,2,1,1,1,2048,9,166.3972
0,2,2,1,0,1,2048,1,168.1816
0,2,2,0,1,1,512,1,165.261
1,2,1,0,0,1,512,1,167.9768
0,2,1,0,0,0,512,9,167.8128
0,1,2,0,0,0,512,0,31.3186
1,1,2,2,0,1,512,0,31.8482
1,1,2,0,1,1,2048,0,32.7946
0,1,1,0,1,1,1024,0,32.7334
0,2,2,0,1,1,1024,9,164.2734
0,1,2,1,0,1,1024,0,32.4226
0,1,2,0,1,0,1024,0,31.4174
0,0,2,1,0,0,1024,0,165.5004
1,1,2,1,1,0,2048,0,32.3072
1,1,2,1,0,1,1024,0,32.517
0,1,2,1,1,0,1024,0,31.5162
1,1,1,0,1,0,1024,0,31.9774
1,1,2,0,0,1,1024,0,32.145
0,2,2,0,0,1,1024,9,164.231
1,0,2,0,1,1,4096,0,165.9072
0,1,2,0,1,1,4096,0,31.7572
0,1,2,1,0,1,2048,0,32.4956
0,2,2,1,0,1,4096,5,165.3036
1,1,2,1,1,1,512,0,31.6374
0,1,2,1,1,0,4096,0,32.1888
0,0,2,1,0,0,2048,0,164.7834
0,1,1,0,0,0,4096,0,31.9984
1,1,2,2,0,0,4096,0,31.8124
0,0,2,2,0,0,2048,0,165.8586
0,0,2,2,1,0,4096,0,163.2174
0,0,2,2,0,0,512,0,161.9756
1,1,1,0,0,0,2048,0,32.4476
1,1,2,2,0,1,2048,0,32.4974
1,1,1,0,1,1,2048,0,32.7488
1,1,2,0,1,0,512,0,31.376
0,1,2,2,0,0,512,0,31.1458
0,1,2,2,1,1,1024,0,32.2096
0,1,1,0,1,0,1024,0,31.9034
0,1,2,0,0,0,512,0,31.3186
1,1,2,1,0,0,1024,0,31.9878
1,0,1,0,0,0,1024,0,168.0676
0,1,2,2,0,0,512,0,31.1458
1,1,2,0,0,1,512,0,31.2796
1,1,2,0,0,0,2048,0,31.8866
0,1,1,0,0,1,2048,0,32.65
0,0,2,2,0,1,2048,0,165.5768
1,0,2,0,0,1,2048,0,165.7684
1,1,2,0,1,1,2048,0,32.7946
1,0,2,2,1,1,512,0,166.1112
1,1,1,0,0,1,4096,0,33.0218
1,1,1,0,1,0,1024,0,31.9774
0,1,1,0,0,0,4096,0,31.9984
1,1,1,0,1,1,4096,0,32.9528
0,0,1,0,1,1,512,0,166.3636
1,2,1,0,1,0,4096,5,167.177
0,0,1,0,1,1,512,0,166.3636
0,0,1,0,0,1,4096,0,167.7698
0,1,2,0,0,1,4096,0,32.164
1,1,1,0,0,0,4096,0,32.509
1,2,1,0,0,1,4096,5,165.9954
1,1,2,2,1,0,4096,0,31.862
0,1,2,2,1,1,512,0,31.6432
0,2,2,0,1,1,512,1,165.261
1,1,2,0,0,1,512,0,31.2796
0,1,2,2,0,0,512,0,31.1458
0,0,2,2,1,1,512,0,163.3642
1,1,2,2,1,1,512,0,32.3934
1,2,2,2,0,1,512,9,164.441
0,1,2,0,1,0,512,0,31.0946
1,1,2,2,0,0,512,0,32.0308
1,1,1,0,1,0,512,0,32.389
0,1,2,0,0,0,512,0,31.3186
0,1,1,0,1,1,512,0,32.465
1,1,2,0,1,0,1024,0,31.9844
1,0,1,0,1,0,2048,0,166.9782
1,1,1,0,0,1,1024,0,32.7674
1,0,2,0,0,1,4096,0,163.7542
1,0,2,0,0,1,2048,0,165.7684
1,2,1,0,0,0,1024,9,166.3772
1,1,1,0,1,0,2048,0,32.39
0,0,1,0,1,0,1024,0,165.4058
1,0,2,0,1,0,4096,0,167.101
0,1,2,2,1,0,2048,0,31.2782
0,1,2,0,1,1,512,0,31.4334
1,1,1,0,1,1,2048,0,32.7488
0,1,2,2,1,1,2048,0,31.832
0,1,2,0,0,1,512,0,31.1982
0,2,2,0,1,1,512,5,166.3334
0,1,1,0,1,1,1024,0,32.7334
0,0,2,0,1,1,512,0,166.063
0,0,2,1,1,1,1024,0,166.5828
0,2,1,0,0,1,1024,9,165.5612
1,1,1,0,1,0,2048,0,32.39
1,1,2,0,0,0,4096,0,31.1622
1,2,2,2,0,0,4096,9,164.1768
0,1,2,1,0,0,1024,0,31.283
0,0,2,0,0,1,1024,0,163.366
1,1,2,1,1,1,1024,0,31.9676
