new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,2,2,2,1,0,1024,5,163.9968
1,2,2,1,1,1,1024,5,165.7098
0,2,2,1,1,0,512,5,164.8446
1,2,2,1,0,0,512,1,165.4328
0,2,2,1,1,0,512,9,167.3204
0,2,1,0,1,0,512,5,166.5048
0,2,2,0,1,1,512,9,164.6706
1,2,2,1,1,0,512,9,165.0922
0,2,2,0,1,1,512,9,164.6706
0,2,2,0,0,1,4096,1,166.7608
0,2,2,0,0,0,2048,9,165.4448
0,2,1,0,1,1,2048,9,166.9416
0,2,2,1,1,0,2048,9,165.4524
1,2,2,1,0,0,2048,5,167.3888
1,2,2,0,1,1,2048,5,165.2798
0,2,2,0,0,1,512,5,164.7842
0,2,1,0,0,1,2048,9,166.8372
1,2,2,2,0,0,512,5,165.3112
0,2,2,0,1,0,512,5,163.0798
0,2,2,0,0,1,512,9,165.1774
0,2,2,1,1,1,1024,9,165.3228
1,2,2,1,0,0,1024,9,164.8816
1,2,2,1,0,1,2048,5,165.883
1,2,2,1,1,0,4096,5,165.3856
0,2,2,1,1,1,1024,5,165.5496
0,2,2,2,1,1,512,1,164.673
1,2,2,2,0,0,512,1,164.9142
1,2,2,2,1,1,4096,1,164.7978
0,2,2,1,1,1,512,1,166.9158
1,2,2,1,1,1,1024,9,167.7816
0,2,2,1,1,0,4096,5,165.3672
1,2,2,1,0,0,1024,5,164.644
1,2,1,0,1,0,1024,5,167.2178
1,2,2,2,1,0,4096,5,165.9262
1,2,2,0,0,1,4096,5,164.601
0,2,2,0,1,1,4096,1,164.8436
0,2,2,0,0,1,2048,5,163.1684
1,2,2,2,0,1,512,5,163.6538
0,2,1,0,0,1,512,5,165.2014
1,0,1,0,0,1,512,0,166.8032
1,2,2,0,0,1,512,9,164.4074
1,2,1,0,0,1,4096,1,168.1812
1,2,2,0,1,0,512,5,164.5372
1,0,2,0,0,0,512,0,164.1818
1,1,2,0,0,1,1024,0,32.145
0,0,2,0,1,1,1024,0,165.3184
0,1,2,2,0,1,2048,0,32.0282
1,0,2,2,0,0,2048,0,163.4202
1,1,2,2,1,1,1024,0,32.0974
0,2,2,2,1,1,1024,1,166.6378
1,1,2,0,0,0,1024,0,31.2326
0,1,1,0,0,1,1024,0,32.5466
1,1,1,0,1,1,4096,0,32.9528
0,1,1,0,0,0,4096,0,31.9984
0,0,1,0,1,1,4096,0,167.8852
0,1,2,1,0,0,2048,0,31.6962
1,1,1,0,0,0,2048,0,32.4476
0,1,2,0,0,1,2048,0,32.1222
1,1,2,2,1,1,2048,0,32.0416
1,1,2,0,0,0,2048,0,31.8866
0,2,2,0,0,0,2048,5,163.1388
1,2,2,0,0,0,1024,1,165.8648
1,1,2,2,0,1,1024,0,32.4752
0,1,2,2,1,1,2048,0,31.832
1,1,2,0,1,0,2048,0,31.7862
0,0,2,0,1,0,512,0,166.1266
1,1,2,0,0,1,4096,0,32.6992
0,1,2,0,0,0,2048,0,31.6514
0,1,2,2,0,1,1024,0,31.926
0,0,2,2,1,1,2048,0,165.5004
0,2,2,2,0,0,1024,9,165.1044
1,1,2,1,0,0,1024,0,31.9878
0,1,2,1,1,1,1024,0,32.4414
0,1,2,0,1,0,4096,0,31.6904
0,1,2,1,0,0,2048,0,31.6962
0,1,2,2,1,1,2048,0,31.832
1,0,2,2,1,0,2048,0,165.18
1,1,2,1,1,0,2048,0,32.3072
0,1,2,2,0,0,512,0,31.1458
0,2,2,2,1,0,512,5,163.9568
0,0,2,2,0,1,2048,0,165.5768
0,0,2,2,0,1,2048,0,165.5768
0,2,2,2,0,0,1024,9,165.1044
1,1,2,1,0,1,512,0,32.099
1,1,2,1,1,0,4096,0,32.9028
1,1,2,1,0,1,1024,0,32.517
1,2,2,1,0,0,1024,9,164.8816
1,0,2,0,1,1,1024,0,165.6808
1,2,2,1,0,1,512,5,165.5166
1,1,2,2,1,0,1024,0,31.7822
0,0,2,2,1,0,512,0,165.7538
0,1,2,2,0,1,1024,0,31.926
1,1,2,2,0,0,2048,0,31.4314
0,1,2,2,0,1,512,0,31.6628
0,2,2,2,1,1,512,1,164.673
1,0,2,2,1,1,512,0,166.1112
0,1,2,0,0,0,2048,0,31.6514
0,1,2,2,1,1,2048,0,31.832
1,1,2,2,0,1,512,0,31.8482
