new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,1,2,1,1,1,1024,0,31.9676
1,1,2,1,0,0,512,0,31.3498
1,1,2,2,1,0,4096,0,31.862
0,0,2,0,1,0,4096,0,164.9116
1,1,1,0,0,0,4096,0,32.509
1,1,1,0,1,1,512,0,32.952
0,0,1,0,1,0,512,0,167.0268
1,1,2,1,1,0,512,0,31.6506
0,2,2,1,1,0,512,1,165.0662
0,1,2,1,0,1,512,0,31.4648
0,0,2,1,0,0,2048,0,164.7834
0,2,2,1,0,1,1024,9,164.7082
0,1,2,1,1,0,2048,0,31.9244
0,1,2,0,1,1,1024,0,31.9392
0,1,1,0,0,0,1024,0,32.268
0,0,1,0,1,1,1024,0,166.6634
0,0,1,0,1,1,1024,0,166.6634
1,1,1,0,1,1,1024,0,32.272
1,0,2,0,1,1,4096,0,165.9072
1,1,1,0,0,0,4096,0,32.509
1,0,1,0,0,1,2048,0,165.3552
0,1,2,0,0,1,4096,0,32.164
0,2,2,0,1,1,4096,5,165.733
0,1,2,2,1,1,1024,0,32.2096
0,0,2,1,1,0,1024,0,166.7776
1,1,2,2,0,0,1024,0,31.7042
0,1,2,2,1,1,1024,0,32.2096
0,1,2,1,0,0,1024,0,31.283
1,0,2,1,0,1,1024,0,163.0718
1,0,2,0,0,0,1024,0,165.4556
0,1,2,0,0,1,4096,0,32.164
0,0,2,2,1,1,4096,0,165.2914
0,1,2,1,1,0,4096,0,32.1888
0,0,2,1,0,0,1024,0,165.5004
1,1,1,0,1,0,4096,0,32.5432
0,1,2,0,1,1,4096,0,31.7572
0,1,2,2,1,0,1024,0,31.0888
0,1,1,0,1,1,1024,0,32.7334
0,1,2,2,0,1,1024,0,31.926
0,0,2,0,0,0,1024,0,165.2612
0,1,1,0,0,1,2048,0,32.65
1,1,1,0,0,0,512,0,32.4742
1,0,2,0,0,0,1024,0,165.4556
1,1,2,2,0,1,512,0,31.8482
0,1,2,0,0,0,512,0,31.3186
1,0,2,0,0,0,1024,0,165.4556
0,2,2,0,1,0,512,5,163.0798
0,1,2,0,1,1,2048,0,32.3634
1,1,2,2,1,0,2048,0,32.0026
0,0,2,1,1,0,2048,0,162.921
0,0,2,2,1,0,1024,0,161.9528
1,1,1,0,1,0,4096,0,32.5432
0,1,1,0,0,0,512,0,32.1214
0,1,2,0,0,1,1024,0,32.209
0,0,2,0,0,0,4096,0,163.7512
0,1,1,0,1,0,1024,0,31.9034
1,1,1,0,0,1,1024,0,32.7674
1,1,2,0,1,1,1024,0,32.0384
1,1,1,0,0,0,1024,0,32.4778
0,2,1,0,0,0,1024,1,167.5178
0,1,2,0,1,0,1024,0,31.4174
0,2,2,1,1,0,1024,9,163.9654
1,1,1,0,1,0,2048,0,32.39
1,1,2,0,0,0,4096,0,31.1622
1,1,2,2,0,1,512,0,31.8482
0,1,2,2,1,0,512,0,30.8186
1,1,2,1,1,1,512,0,31.6374
1,1,1,0,1,1,2048,0,32.7488
1,1,2,0,0,0,2048,0,31.8866
0,0,2,0,1,0,2048,0,163.7926
0,1,1,0,0,1,2048,0,32.65
0,2,1,0,0,0,2048,1,167.1916
1,1,2,0,1,1,2048,0,32.7946
1,2,2,0,1,0,2048,5,165.683
1,0,2,0,0,1,512,0,165.605
0,1,2,2,1,0,2048,0,31.2782
1,1,2,0,1,0,4096,0,31.8582
1,0,2,0,0,0,2048,0,166.4034
0,1,2,0,0,0,1024,0,31.2232
0,1,1,0,1,0,4096,0,32.237
0,1,2,0,0,0,2048,0,31.6514
1,1,2,1,0,0,1024,0,31.9878
0,1,2,1,0,1,2048,0,32.4956
1,0,2,1,0,0,2048,0,166.1558
0,0,2,0,0,1,1024,0,163.366
0,1,2,1,1,0,1024,0,31.5162
0,0,2,2,0,0,1024,0,164.0658
0,1,2,1,0,1,4096,0,32.1136
1,2,2,1,1,0,1024,9,166.042
1,1,2,2,0,0,1024,0,31.7042
0,1,1,0,0,0,1024,0,32.268
0,1,2,0,0,1,1024,0,32.209
1,1,2,2,1,1,4096,0,32.0234
1,0,2,1,1,0,4096,0,165.7688
1,1,2,1,0,0,4096,0,32.6976
0,0,2,1,0,1,4096,0,165.5204
1,0,2,1,0,1,1024,0,163.0718
1,2,2,1,0,1,4096,1,166.9868
0,1,2,1,0,1,1024,0,32.4226
