new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,1,2,2,0,0,1024,0,31.7042
1,0,1,0,0,0,512,0,167.7768
1,1,2,0,0,1,2048,0,32.0286
1,2,2,0,0,1,1024,9,166.6548
0,1,2,2,0,0,2048,0,31.9334
0,1,2,2,1,1,512,0,31.6432
1,1,2,2,0,1,2048,0,32.4974
1,2,2,2,0,0,2048,9,166.5826
1,1,2,0,1,1,512,0,32.436
1,0,1,0,0,1,512,0,166.8032
0,1,1,0,1,1,4096,0,32.4974
1,1,1,0,1,0,1024,0,31.9774
0,0,1,0,1,1,1024,0,166.6634
1,1,2,1,0,0,1024,0,31.9878
1,0,2,0,1,0,1024,0,164.829
0,1,2,0,0,1,1024,0,32.209
0,1,1,0,1,1,512,0,32.465
1,0,1,0,1,0,512,0,166.168
1,1,2,0,1,1,1024,0,32.0384
1,0,1,0,0,1,1024,0,168.7374
1,1,1,0,1,0,2048,0,32.39
0,1,2,0,1,1,2048,0,32.3634
1,1,1,0,1,1,4096,0,32.9528
0,1,1,0,0,1,1024,0,32.5466
0,2,1,0,0,0,1024,1,167.5178
0,0,2,1,0,1,1024,0,165.681
1,1,2,1,0,1,1024,0,32.517
0,1,2,2,0,1,512,0,31.6628
1,1,2,2,1,1,2048,0,32.0416
0,1,2,2,0,0,2048,0,31.9334
0,0,2,0,0,0,4096,0,163.7512
0,0,2,0,1,0,2048,0,163.7926
1,0,2,2,0,1,2048,0,165.9724
1,1,2,0,0,0,512,0,31.6822
1,1,2,2,1,0,2048,0,32.0026
1,0,2,2,0,1,2048,0,165.9724
1,1,2,0,0,1,2048,0,32.0286
1,1,1,0,0,0,4096,0,32.509
1,1,1,0,1,1,512,0,32.952
0,1,2,0,0,1,512,0,31.1982
1,0,2,0,1,1,512,0,165.6214
0,0,2,2,1,1,512,0,163.3642
1,1,2,0,1,1,2048,0,32.7946
0,1,2,2,1,0,2048,0,31.2782
0,0,2,2,0,0,4096,0,167.2748
0,0,2,2,0,0,512,0,161.9756
1,1,2,0,0,0,2048,0,31.8866
1,0,2,2,0,0,512,0,164.1168
1,0,1,0,0,0,4096,0,166.614
0,0,2,0,0,0,4096,0,163.7512
0,1,1,0,0,0,4096,0,31.9984
0,1,2,0,0,1,512,0,31.1982
0,2,2,0,1,1,512,1,165.261
0,1,1,0,1,1,4096,0,32.4974
0,1,2,2,1,1,4096,0,31.6068
0,0,2,2,0,0,4096,0,167.2748
1,2,2,2,1,1,4096,1,164.7978
1,1,2,0,0,1,4096,0,32.6992
1,2,2,0,0,0,4096,9,167.429
0,0,2,0,0,1,2048,0,166.7804
0,1,2,1,0,1,2048,0,32.4956
1,1,2,2,1,1,2048,0,32.0416
1,1,2,2,0,0,1024,0,31.7042
0,1,2,1,0,1,1024,0,32.4226
1,1,2,2,0,0,1024,0,31.7042
1,0,2,2,1,0,512,0,164.1874
1,0,2,1,0,0,512,0,163.4738
1,0,2,0,0,1,1024,0,164.7058
0,1,2,0,0,0,2048,0,31.6514
1,2,2,0,0,0,2048,9,165.0488
0,1,2,1,1,1,2048,0,32.8896
1,1,2,1,1,0,512,0,31.6506
0,1,2,2,1,1,512,0,31.6432
1,0,2,0,1,1,512,0,165.6214
0,0,2,1,1,1,2048,0,166.6984
1,1,2,0,1,1,2048,0,32.7946
1,1,2,0,0,0,512,0,31.6822
0,0,2,0,0,0,4096,0,163.7512
1,0,1,0,0,0,4096,0,166.614
0,0,2,0,0,1,512,0,162.9272
0,2,2,0,0,0,512,9,164.7462
0,1,2,0,0,1,4096,0,32.164
1,1,1,0,0,0,4096,0,32.509
0,1,2,0,0,1,4096,0,32.164
1,1,2,2,1,1,4096,0,32.0234
1,1,2,0,0,1,512,0,31.2796
0,1,2,0,0,0,4096,0,31.5282
0,0,1,0,0,1,4096,0,167.7698
0,0,2,0,1,1,4096,0,164.3484
1,0,1,0,0,0,4096,0,166.614
0,0,2,1,1,0,4096,0,164.5762
1,1,1,0,1,0,4096,0,32.5432
0,1,1,0,1,1,4096,0,32.4974
0,1,2,1,1,1,2048,0,32.8896
0,2,1,0,1,0,4096,1,167.8766
1,1,1,0,0,0,4096,0,32.509
0,1,2,2,0,0,4096,0,31.4676
0,0,2,2,1,1,4096,0,165.2914
0,0,2,0,0,1,4096,0,161.8262
