new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,1,2,1,1,1,512,0,31.6374
1,1,2,2,0,0,512,0,32.0308
1,1,1,0,1,0,512,0,32.389
0,1,2,1,1,0,512,0,31.03
1,1,2,1,0,1,512,0,32.099
1,1,2,1,1,0,2048,0,32.3072
1,1,2,0,1,1,1024,0,32.0384
0,1,1,0,1,0,1024,0,31.9034
1,1,2,0,0,0,1024,0,31.2326
1,2,1,0,0,0,1024,9,166.3772
1,1,1,0,0,1,4096,0,33.0218
0,2,1,0,0,1,4096,1,167.9556
0,1,2,0,0,1,2048,0,32.1222
0,0,2,2,0,0,2048,0,165.8586
0,1,1,0,1,0,2048,0,32.0884
0,1,2,2,1,0,1024,0,31.0888
1,1,2,0,1,0,512,0,31.376
1,2,2,0,1,0,2048,5,165.683
1,1,1,0,0,1,512,0,32.3174
1,1,2,0,1,0,512,0,31.376
1,1,2,2,1,1,4096,0,32.0234
1,1,1,0,1,0,4096,0,32.5432
1,1,2,1,1,0,512,0,31.6506
1,1,1,0,0,0,512,0,32.4742
1,0,2,0,0,0,2048,0,166.4034
1,1,2,0,1,1,512,0,32.436
0,1,2,1,0,1,512,0,31.4648
0,0,2,2,1,1,512,0,163.3642
0,1,2,1,1,0,4096,0,32.1888
0,0,2,0,1,0,512,0,166.1266
0,2,2,1,1,1,4096,1,166.339
0,1,2,0,0,1,4096,0,32.164
1,1,1,0,0,1,1024,0,32.7674
1,1,2,0,1,0,1024,0,31.9844
1,2,2,0,1,0,4096,9,165.358
1,2,1,0,1,0,1024,9,167.6726
0,1,1,0,1,1,1024,0,32.7334
0,1,2,1,1,0,1024,0,31.5162
1,2,2,1,1,0,1024,1,163.8996
1,1,2,1,0,0,512,0,31.3498
1,1,2,1,1,1,1024,0,31.9676
0,1,2,2,0,1,1024,0,31.926
0,2,2,2,1,1,1024,1,166.6378
0,0,2,1,0,1,2048,0,164.6024
1,0,2,0,0,1,1024,0,164.7058
1,1,2,2,1,0,1024,0,31.7822
0,1,2,0,1,1,1024,0,31.9392
1,1,2,2,0,1,1024,0,32.4752
0,1,2,2,1,0,1024,0,31.0888
0,0,2,1,0,0,1024,0,165.5004
0,2,2,1,1,0,1024,1,166.458
0,0,2,0,1,0,2048,0,163.7926
0,0,2,0,0,0,1024,0,165.2612
0,2,2,2,0,0,1024,1,165.342
1,1,2,2,1,1,2048,0,32.0416
1,1,1,0,1,0,2048,0,32.39
1,2,1,0,1,1,2048,9,168.7032
1,1,2,1,1,1,2048,0,33.1484
0,1,2,1,0,1,512,0,31.4648
1,1,2,0,0,0,512,0,31.6822
0,1,1,0,0,1,512,0,32.3318
0,1,2,2,1,1,512,0,31.6432
0,1,2,1,1,0,1024,0,31.5162
1,1,2,0,1,0,4096,0,31.8582
0,1,2,1,0,0,4096,0,32.8414
1,1,2,0,1,0,4096,0,31.8582
1,0,2,0,1,1,2048,0,164.1068
1,1,2,2,0,0,2048,0,31.4314
1,0,1,0,0,0,2048,0,166.7744
1,2,2,2,0,0,1024,9,164.541
0,1,2,0,1,0,2048,0,31.6254
0,1,2,2,0,0,1024,0,31.2602
1,1,2,2,0,1,4096,0,32.3962
1,1,2,2,1,0,4096,0,31.862
1,1,2,1,1,1,1024,0,31.9676
0,2,2,1,1,1,1024,9,165.3228
1,1,1,0,1,1,4096,0,32.9528
0,1,2,0,1,1,2048,0,32.3634
0,1,1,0,1,0,1024,0,31.9034
1,1,1,0,1,1,512,0,32.952
1,1,2,0,1,0,2048,0,31.7862
1,0,2,2,1,1,2048,0,164.7156
0,1,2,0,0,1,2048,0,32.1222
0,1,1,0,1,0,2048,0,32.0884
1,1,2,0,0,0,2048,0,31.8866
0,0,2,0,0,1,2048,0,166.7804
0,1,2,0,1,0,1024,0,31.4174
1,2,2,0,1,0,1024,5,165.5152
1,1,2,0,1,1,4096,0,32.7582
1,0,2,1,1,0,4096,0,165.7688
1,2,2,0,1,0,4096,5,164.9454
0,1,2,2,1,0,4096,0,31.3372
1,1,2,1,0,0,4096,0,32.6976
1,0,2,0,1,0,4096,0,167.101
0,1,2,1,1,0,2048,0,31.9244
1,1,2,1,0,0,1024,0,31.9878
0,1,2,1,0,1,4096,0,32.1136
1,1,2,0,0,0,4096,0,31.1622
1,2,2,1,0,0,4096,1,165.3456
