WindowSize,CompressionLevel,Performance
14,4,2.894
14,8,6.086
13,0,1.514
19,0,1.614
13,4,2.972
10,0,1.662
10,5,3.306
16,0,1.59
11,0,1.526
15,0,1.534
15,3,2.392
15,4,2.834
21,4,2.768
21,5,7.272
21,6,10.46
21,7,15.806
21,1,1.598
22,1,1.586
22,9,34.292
11,1,1.526
11,10,343.594
24,1,1.57
24,4,2.708
18,1,1.63
21,1,1.598
21,4,2.768
21,8,18.874
20,1,1.636
20,9,17.4
16,1,1.598
21,1,1.598
21,3,2.512
21,9,23.614
17,1,1.612
17,3,2.564
15,1,1.52
15,9,8.084
15,3,2.392
11,1,1.526
18,1,1.63
18,8,9.684
12,1,1.542
12,3,2.426
12,7,5.266
14,1,1.46
14,4,2.894
14,10,301.488
19,1,1.604
12,1,1.542
12,7,5.266
12,8,5.318
16,1,1.598
16,9,9.094
10,1,1.666
16,10,285.0
16,9,9.094
16,7,6.998
16,2,2.026
16,9,9.094
15,1,1.52
18,1,1.63
18,9,11.954
24,1,1.57
24,9,108.602
24,2,2.04
24,6,10.176
20,2,2.088
20,11,246.08
20,5,7.45
20,1,1.636
16,1,1.598
14,1,1.46
23,1,1.572
12,1,1.542
20,1,1.636
12,2,1.988
13,1,1.514
13,6,4.3
13,11,315.078
13,3,2.37
21,1,1.598
21,8,18.874
21,10,244.734
21,10,244.734
12,1,1.542
22,1,1.586
16,1,1.598
16,9,9.094
16,10,285.0
16,6,5.77
19,1,1.604
20,1,1.636
19,5,7.372
12,1,1.542
16,1,1.598
20,1,1.636
10,1,1.666
20,3,2.546
17,1,1.612
