WindowSize,CompressionLevel,Performance
16,3,2.508
23,3,2.478
21,3,2.512
24,3,2.478
24,0,1.574
11,0,1.526
11,10,343.594
17,0,1.606
17,10,307.144
20,0,1.63
20,5,7.45
19,0,1.614
22,0,1.596
10,0,1.662
19,0,1.614
19,9,14.048
19,4,2.8
24,4,2.708
24,7,20.228
24,10,392.744
18,4,2.824
18,1,1.63
18,6,7.51
16,1,1.598
10,1,1.666
21,1,1.598
21,3,2.512
17,1,1.612
20,1,1.636
12,1,1.542
12,0,1.528
12,11,328.552
22,0,1.596
17,0,1.606
23,0,1.556
24,0,1.574
24,1,1.57
24,5,7.154
23,1,1.572
13,1,1.514
21,1,1.598
21,0,1.604
21,4,2.768
19,0,1.614
19,5,7.372
19,3,2.552
24,0,1.574
15,0,1.534
15,6,5.306
19,0,1.614
19,11,258.502
14,0,1.472
14,6,4.874
14,5,4.678
14,1,1.46
14,9,7.404
14,11,301.078
14,3,2.302
14,10,301.488
20,1,1.636
19,1,1.604
18,1,1.63
11,1,1.526
11,10,343.594
11,5,3.49
11,4,3.04
11,2,1.998
11,9,6.286
20,1,1.636
20,7,12.338
19,1,1.604
15,1,1.52
24,1,1.57
24,9,108.602
21,1,1.598
20,1,1.636
21,7,15.806
21,8,18.874
16,1,1.598
18,1,1.63
18,2,2.094
18,9,11.954
18,8,9.684
21,1,1.598
21,2,2.06
19,1,1.604
19,5,7.372
11,1,1.526
11,0,1.526
11,2,1.998
21,2,2.06
19,2,2.1
21,6,10.46
21,7,15.806
21,9,23.614
10,2,2.146
15,2,1.972
12,2,1.988
12,10,328.816
