WindowSize,CompressionLevel,Performance
16,7,6.998
16,11,284.296
16,2,2.026
10,2,2.146
17,2,2.102
17,7,7.636
22,2,2.05
22,0,1.596
22,7,19.626
11,0,1.526
11,8,5.042
14,0,1.472
14,3,2.302
14,6,4.874
14,11,301.078
14,9,7.404
21,6,10.46
19,6,9.336
14,6,4.874
15,6,5.306
15,1,1.52
15,3,2.392
15,4,2.834
15,3,2.392
15,9,8.084
17,3,2.564
17,8,8.454
19,3,2.552
19,5,7.372
19,9,14.048
19,4,2.8
21,4,2.768
20,4,2.808
19,4,2.8
19,5,7.372
19,9,14.048
12,4,3.004
12,2,1.988
16,2,2.026
16,7,6.998
18,2,2.094
18,1,1.63
18,9,11.954
20,1,1.636
20,4,2.808
20,0,1.63
23,0,1.556
23,2,2.032
15,0,1.534
16,0,1.59
22,0,1.596
22,7,19.626
22,8,25.432
18,0,1.628
21,0,1.604
21,7,15.806
13,0,1.514
16,0,1.59
16,3,2.508
16,11,284.296
16,9,9.094
16,8,7.548
16,4,2.77
13,0,1.514
23,0,1.556
19,0,1.614
11,0,1.526
11,9,6.286
11,11,343.996
23,0,1.556
16,0,1.59
10,0,1.662
12,0,1.528
19,0,1.614
18,0,1.628
18,6,7.51
21,0,1.604
13,0,1.514
22,0,1.596
22,10,256.21
18,0,1.628
13,0,1.514
13,2,1.942
23,2,2.032
23,10,318.954
23,5,7.178
21,2,2.06
20,2,2.088
20,0,1.63
24,0,1.574
17,0,1.606
17,3,2.564
23,0,1.556
23,1,1.572
20,1,1.636
23,1,1.572
23,11,315.238
23,0,1.556
23,6,10.22
