WindowSize,CompressionLevel,Performance
14,0,1.472
22,0,1.596
14,0,1.472
16,0,1.59
21,0,1.604
21,6,10.46
19,0,1.614
20,0,1.63
20,5,7.45
20,2,2.088
12,0,1.528
12,3,2.426
20,0,1.63
20,11,246.08
10,0,1.662
10,6,3.386
10,5,3.306
11,0,1.526
11,10,343.594
11,7,5.078
11,7,5.078
11,2,1.998
11,3,2.476
11,5,3.49
11,0,1.526
12,0,1.528
12,3,2.426
12,10,328.816
12,7,5.266
12,8,5.318
23,3,2.478
24,3,2.478
24,1,1.57
24,4,2.708
24,7,20.228
19,1,1.604
24,8,38.644
18,1,1.63
19,1,1.604
19,0,1.614
21,0,1.604
20,0,1.63
11,0,1.526
11,5,3.49
13,0,1.514
13,10,313.652
13,6,4.3
13,4,2.972
17,0,1.606
19,0,1.614
16,0,1.59
23,0,1.556
23,10,318.954
23,5,7.178
21,0,1.604
21,2,2.06
21,8,18.874
21,10,244.734
21,2,2.06
21,5,7.272
21,11,244.72
22,0,1.596
11,0,1.526
11,6,3.57
17,0,1.606
14,0,1.472
13,0,1.514
15,0,1.534
15,8,6.738
15,7,6.39
20,0,1.63
20,9,17.4
11,0,1.526
11,5,3.49
10,0,1.662
11,9,6.286
13,0,1.514
20,0,1.63
20,11,246.08
20,1,1.636
20,8,14.64
20,9,17.4
16,1,1.598
16,5,5.392
22,1,1.586
14,1,1.46
13,1,1.514
18,1,1.63
17,1,1.612
17,10,307.144
17,10,307.144
13,1,1.514
18,1,1.63
18,7,8.628
11,1,1.526
11,2,1.998
12,1,1.542
20,1,1.636
20,2,2.088
