WindowSize,CompressionLevel,Performance
24,5,7.154
18,5,6.714
11,5,3.49
19,5,7.372
19,5,7.372
12,5,3.746
24,5,7.154
16,5,5.392
19,5,7.372
17,5,5.886
12,1,1.542
12,4,3.004
12,2,1.988
15,2,1.972
23,2,2.032
17,2,2.102
23,4,2.726
23,3,2.478
11,3,2.476
11,5,3.49
11,11,343.996
11,6,3.57
11,5,3.49
11,8,5.042
17,3,2.564
10,3,2.616
10,7,4.874
11,7,5.078
11,0,1.526
11,2,1.998
11,7,5.078
11,9,6.286
10,2,2.146
10,9,6.246
22,2,2.05
22,6,10.266
24,2,2.04
24,10,392.744
15,2,1.972
15,0,1.534
15,9,8.084
15,5,5.072
15,5,5.072
15,7,6.39
13,0,1.514
13,10,313.652
13,8,5.62
19,0,1.614
19,7,10.05
19,5,7.372
19,7,10.05
19,11,258.502
18,0,1.628
17,0,1.606
11,0,1.526
11,3,2.476
17,0,1.606
13,0,1.514
11,0,1.526
11,10,343.594
21,0,1.604
22,0,1.596
17,0,1.606
17,9,10.152
17,6,6.34
13,0,1.514
13,9,6.862
13,1,1.514
13,9,6.862
15,1,1.52
20,1,1.636
20,3,2.546
13,1,1.514
13,11,315.078
18,1,1.63
18,6,7.51
18,0,1.628
18,6,7.51
20,0,1.63
20,10,246.512
13,0,1.514
13,1,1.514
20,1,1.636
21,1,1.598
20,1,1.636
24,1,1.57
14,1,1.46
13,1,1.514
13,7,5.554
13,2,1.942
18,1,1.63
13,6,4.3
13,3,2.37
22,1,1.586
13,10,313.652
23,1,1.572
13,1,1.514
13,5,4.128
22,1,1.586
