WindowSize,CompressionLevel,Performance
22,10,256.21
22,0,1.596
22,10,256.21
22,4,2.748
22,10,256.21
22,10,256.21
22,3,2.5
22,8,25.432
20,3,2.546
20,2,2.088
23,2,2.032
23,6,10.22
23,4,2.726
18,4,2.824
10,4,3.02
18,8,9.684
12,4,3.004
16,4,2.77
16,1,1.598
11,1,1.526
11,5,3.49
11,10,343.594
11,10,343.594
12,1,1.542
12,6,3.846
12,10,328.816
12,5,3.746
23,1,1.572
23,9,63.68
23,5,7.178
23,3,2.478
20,3,2.546
15,3,2.392
24,3,2.478
24,0,1.574
24,3,2.478
24,10,392.744
13,0,1.514
24,0,1.574
24,2,2.04
24,5,7.154
24,5,7.154
24,10,392.744
11,2,1.998
15,2,1.972
20,2,2.088
12,2,1.988
12,8,5.318
19,2,2.1
19,9,14.048
15,2,1.972
12,2,1.988
21,2,2.06
21,4,2.768
18,2,2.094
18,6,7.51
18,4,2.824
23,4,2.726
23,5,7.178
23,0,1.556
14,0,1.472
24,0,1.574
24,8,38.644
13,0,1.514
13,8,5.62
13,8,5.62
13,6,4.3
13,7,5.554
10,0,1.662
10,6,3.386
10,8,5.046
10,10,363.364
21,0,1.604
21,9,23.614
24,0,1.574
24,5,7.154
24,5,7.154
24,3,2.478
24,3,2.478
24,4,2.708
15,0,1.534
15,4,2.834
15,4,2.834
15,10,291.618
15,7,6.39
12,0,1.528
12,9,6.47
12,10,328.816
23,0,1.556
13,0,1.514
13,1,1.514
18,1,1.63
21,1,1.598
21,0,1.604
21,5,7.272
21,9,23.614
21,10,244.734
21,9,23.614
21,1,1.598
