WindowSize,CompressionLevel,Performance
19,8,11.508
12,8,5.318
12,11,328.552
12,2,1.988
22,2,2.05
12,2,1.988
17,2,2.102
17,11,307.42
19,2,2.1
18,2,2.094
18,5,6.714
23,2,2.032
23,5,7.178
18,2,2.094
18,1,1.63
14,1,1.46
14,10,301.488
14,3,2.302
24,3,2.478
23,3,2.478
10,3,2.616
19,3,2.552
19,6,9.336
19,4,2.8
19,6,9.336
21,4,2.768
10,4,3.02
10,8,5.046
10,7,4.874
16,4,2.77
24,4,2.708
24,11,394.158
17,4,2.848
14,4,2.894
14,3,2.302
14,9,7.404
14,7,5.896
18,3,2.562
18,10,279.698
18,8,9.684
18,1,1.63
18,7,8.628
18,2,2.094
18,9,11.954
18,2,2.094
18,10,279.698
18,10,279.698
19,1,1.604
12,1,1.542
17,1,1.612
15,1,1.52
15,5,5.072
15,7,6.39
15,9,8.084
15,8,6.738
15,3,2.392
15,2,1.972
15,10,291.618
19,2,2.1
22,2,2.05
24,2,2.04
14,2,1.9
14,3,2.302
14,1,1.46
14,9,7.404
10,1,1.666
10,7,4.874
11,1,1.526
18,1,1.63
18,8,9.684
21,1,1.598
21,2,2.06
21,4,2.768
21,5,7.272
21,4,2.768
21,9,23.614
21,6,10.46
22,1,1.586
15,1,1.52
23,1,1.572
23,5,7.178
23,2,2.032
23,3,2.478
23,9,63.68
23,3,2.478
23,11,315.238
10,1,1.666
18,1,1.63
18,3,2.562
16,3,2.508
13,3,2.37
23,3,2.478
10,3,2.616
23,0,1.556
14,0,1.472
14,1,1.46
14,5,4.678
19,1,1.604
23,1,1.572
