WindowSize,CompressionLevel,Performance
11,4,3.04
11,2,1.998
11,6,3.57
11,1,1.526
11,8,5.042
11,8,5.042
11,11,343.996
11,11,343.996
19,1,1.604
19,4,2.8
19,2,2.1
16,2,2.026
16,7,6.998
11,2,1.998
11,11,343.996
19,2,2.1
19,8,11.508
11,2,1.998
15,2,1.972
15,11,292.192
24,2,2.04
24,0,1.574
19,0,1.614
19,4,2.8
19,1,1.604
19,0,1.614
14,0,1.472
14,9,7.404
14,4,2.894
14,1,1.46
19,1,1.604
22,1,1.586
10,1,1.666
10,6,3.386
10,7,4.874
15,1,1.52
15,7,6.39
15,7,6.39
15,10,291.618
16,1,1.598
16,6,5.77
14,1,1.46
14,3,2.302
14,2,1.9
19,2,2.1
19,11,258.502
19,9,14.048
24,2,2.04
13,2,1.942
19,2,2.1
18,2,2.094
18,5,6.714
18,11,279.692
18,9,11.954
12,2,1.988
23,2,2.032
23,0,1.556
11,0,1.526
11,9,6.286
12,0,1.528
12,1,1.542
22,1,1.586
11,1,1.526
19,1,1.604
10,1,1.666
10,5,3.306
10,7,4.874
10,9,6.246
10,3,2.616
10,10,363.364
10,2,2.146
10,11,363.346
14,1,1.46
21,1,1.598
21,4,2.768
21,0,1.604
23,0,1.556
17,0,1.606
12,0,1.528
12,10,328.816
12,2,1.988
18,0,1.628
20,0,1.63
20,3,2.546
12,0,1.528
12,3,2.426
15,0,1.534
15,3,2.392
15,8,6.738
10,0,1.662
15,1,1.52
24,1,1.57
17,1,1.612
17,6,6.34
13,1,1.514
13,7,5.554
13,8,5.62
13,9,6.862
16,1,1.598
