WindowSize,CompressionLevel,Performance
21,6,10.46
18,6,7.51
17,6,6.34
10,6,3.386
22,6,10.266
18,6,7.51
10,11,363.346
10,11,363.346
18,6,7.51
10,2,2.146
10,7,4.874
10,11,363.346
17,2,2.102
17,7,7.636
17,10,307.144
16,2,2.026
16,3,2.508
20,2,2.088
20,3,2.546
14,2,1.9
14,4,2.894
14,5,4.678
17,2,2.102
17,1,1.612
17,6,6.34
17,8,8.454
17,6,6.34
17,5,5.886
17,2,2.102
17,5,5.886
11,2,1.998
22,2,2.05
11,2,1.998
12,2,1.988
12,10,328.816
12,5,3.746
22,2,2.05
12,2,1.988
17,2,2.102
20,2,2.088
20,6,10.658
19,2,2.1
16,2,2.026
10,2,2.146
10,1,1.666
20,1,1.636
10,1,1.666
10,10,363.364
10,6,3.386
24,1,1.57
14,1,1.46
14,9,7.404
14,0,1.472
14,11,301.078
24,0,1.574
15,0,1.534
15,1,1.52
12,1,1.542
22,1,1.586
22,7,19.626
22,5,7.198
22,5,7.198
16,1,1.598
16,4,2.77
19,1,1.604
21,1,1.598
21,8,18.874
24,1,1.57
10,1,1.666
24,11,394.158
24,11,394.158
12,1,1.542
24,1,1.57
24,6,10.176
24,5,7.154
18,1,1.63
18,6,7.51
18,5,6.714
18,7,8.628
16,1,1.598
21,1,1.598
17,1,1.612
15,1,1.52
15,10,291.618
15,8,6.738
23,1,1.572
10,1,1.666
15,2,1.972
23,1,1.572
14,1,1.46
11,1,1.526
24,1,1.57
11,8,5.042
17,1,1.612
17,10,307.144
16,1,1.598
16,3,2.508
16,3,2.508
16,7,6.998
