WindowSize,CompressionLevel,Performance
17,6,6.34
14,1,1.46
12,1,1.542
12,2,1.988
12,11,328.552
17,1,1.612
22,1,1.586
22,8,25.432
22,8,25.432
21,1,1.598
21,4,2.768
14,1,1.46
20,1,1.636
14,2,1.9
14,0,1.472
21,0,1.604
14,2,1.9
12,0,1.528
14,0,1.472
14,4,2.894
14,11,301.078
20,0,1.63
23,0,1.556
10,0,1.662
12,0,1.528
20,0,1.63
12,2,1.988
12,4,3.004
19,2,2.1
19,5,7.372
15,2,1.972
15,1,1.52
11,1,1.526
11,7,5.078
10,1,1.666
10,0,1.662
18,0,1.628
17,0,1.606
17,9,10.152
10,0,1.662
14,0,1.472
14,8,6.086
17,0,1.606
17,11,307.42
17,7,7.636
23,0,1.556
24,0,1.574
24,6,10.176
24,11,394.158
24,9,108.602
23,0,1.556
24,0,1.574
15,0,1.534
15,8,6.738
15,3,2.392
18,0,1.628
19,0,1.614
19,8,11.508
19,1,1.604
19,10,258.558
21,1,1.598
15,1,1.52
15,7,6.39
20,1,1.636
20,11,246.08
20,5,7.45
20,10,246.512
15,1,1.52
15,9,8.084
15,10,291.618
15,8,6.738
12,1,1.542
15,6,5.306
23,1,1.572
23,3,2.478
17,1,1.612
17,7,7.636
17,8,8.454
23,1,1.572
11,1,1.526
11,9,6.286
12,1,1.542
18,1,1.63
18,10,279.698
11,1,1.526
13,1,1.514
13,8,5.62
18,1,1.63
13,7,5.554
10,1,1.666
13,8,5.62
17,1,1.612
21,1,1.598
13,5,4.128
19,1,1.604
10,1,1.666
10,2,2.146
12,1,1.542
12,2,1.988
