WindowSize,CompressionLevel,Performance
20,9,17.4
20,8,14.64
20,0,1.63
20,11,246.08
20,2,2.088
10,2,2.146
17,2,2.102
17,0,1.606
22,0,1.596
11,0,1.526
11,8,5.042
22,8,25.432
10,8,5.046
10,6,3.386
10,0,1.662
10,7,4.874
10,8,5.046
22,8,25.432
22,11,259.594
22,9,34.292
13,9,6.862
23,9,63.68
13,6,4.3
19,6,9.336
21,6,10.46
21,8,18.874
21,7,15.806
21,9,23.614
15,9,8.084
15,2,1.972
15,5,5.072
17,5,5.886
17,8,8.454
10,8,5.046
10,3,2.616
10,11,363.346
19,3,2.552
19,0,1.614
13,0,1.514
10,0,1.662
15,0,1.534
16,0,1.59
14,0,1.472
18,0,1.628
18,7,8.628
18,9,11.954
18,1,1.63
17,1,1.612
18,1,1.63
24,1,1.57
24,4,2.708
14,4,2.894
16,4,2.77
24,4,2.708
11,4,3.04
11,10,343.594
11,9,6.286
20,9,17.4
20,10,246.512
20,3,2.546
20,4,2.808
12,4,3.004
23,4,2.726
11,4,3.04
11,11,343.996
22,4,2.748
22,11,259.594
22,7,19.626
22,1,1.586
19,1,1.604
19,8,11.508
18,1,1.63
15,1,1.52
12,1,1.542
12,6,3.846
12,11,328.552
14,6,4.874
11,6,3.57
11,5,3.49
21,5,7.272
18,5,6.714
21,5,7.272
21,5,7.272
16,5,5.392
16,3,2.508
15,3,2.392
15,10,291.618
15,11,292.192
19,3,2.552
19,10,258.558
19,4,2.8
23,4,2.726
23,2,2.032
23,3,2.478
24,3,2.478
24,11,394.158
22,3,2.5
22,1,1.586
22,0,1.596
