WindowSize,CompressionLevel,Performance
14,7,5.896
10,7,4.874
10,1,1.666
10,9,6.246
10,10,363.364
10,5,3.306
20,1,1.636
20,2,2.088
20,7,12.338
20,7,12.338
12,2,1.988
17,2,2.102
17,6,6.34
17,1,1.612
17,7,7.636
17,11,307.42
14,1,1.46
14,5,4.678
14,5,4.678
11,1,1.526
15,1,1.52
15,9,8.084
15,4,2.834
15,4,2.834
15,7,6.39
16,1,1.598
12,1,1.542
12,9,6.47
15,1,1.52
11,1,1.526
13,1,1.514
15,1,1.52
15,9,8.084
17,1,1.612
18,1,1.63
18,3,2.562
18,7,8.628
19,1,1.604
19,4,2.8
10,1,1.666
23,1,1.572
23,7,20.474
23,11,315.238
23,9,63.68
12,1,1.542
22,1,1.586
17,1,1.612
17,7,7.636
12,1,1.542
12,9,6.47
12,4,3.004
12,4,3.004
15,1,1.52
15,3,2.392
15,10,291.618
16,3,2.508
16,10,285.0
13,3,2.37
12,3,2.426
12,5,3.746
12,11,328.552
12,5,3.746
15,3,2.392
23,3,2.478
18,3,2.562
18,9,11.954
16,3,2.508
16,7,6.998
11,3,2.476
14,3,2.302
11,3,2.476
11,8,5.042
11,0,1.526
11,8,5.042
16,0,1.59
24,0,1.574
24,9,108.602
13,0,1.514
13,11,315.078
15,0,1.534
15,11,292.192
15,3,2.392
18,3,2.562
18,6,7.51
18,8,9.684
12,3,2.426
12,7,5.266
23,3,2.478
23,11,315.238
23,10,318.954
13,3,2.37
23,3,2.478
23,5,7.178
18,3,2.562
10,3,2.616
23,3,2.478
23,10,318.954
20,3,2.546
20,9,17.4
