WindowSize,CompressionLevel,Performance
15,7,6.39
15,7,6.39
20,3,2.546
20,7,12.338
20,8,14.64
20,9,17.4
20,4,2.808
14,3,2.302
14,2,1.9
20,2,2.088
20,4,2.808
20,11,246.08
20,7,12.338
20,3,2.546
20,4,2.808
20,5,7.45
10,3,2.616
10,4,3.02
22,3,2.5
22,2,2.05
11,2,1.998
14,2,1.9
20,2,2.088
12,2,1.988
12,11,328.552
12,9,6.47
20,2,2.088
20,5,7.45
24,2,2.04
17,2,2.102
17,6,6.34
15,2,1.972
15,5,5.072
15,4,2.834
21,2,2.06
16,2,2.026
16,6,5.77
16,8,7.548
16,10,285.0
15,2,1.972
15,10,291.618
23,2,2.032
19,2,2.1
24,2,2.04
14,2,1.9
21,2,2.06
13,2,1.942
13,0,1.514
13,6,4.3
10,0,1.662
10,1,1.666
16,1,1.598
15,1,1.52
15,2,1.972
15,10,291.618
17,2,2.102
15,5,5.072
15,7,6.39
15,11,292.192
15,8,6.738
22,2,2.05
15,4,2.834
17,2,2.102
15,0,1.534
20,0,1.63
23,0,1.556
13,0,1.514
13,2,1.942
13,5,4.128
20,0,1.63
12,0,1.528
12,8,5.318
12,11,328.552
12,3,2.426
12,5,3.746
23,0,1.556
16,0,1.59
16,1,1.598
12,1,1.542
10,1,1.666
21,1,1.598
11,1,1.526
11,9,6.286
11,6,3.57
13,1,1.514
13,4,2.972
19,1,1.604
10,1,1.666
13,5,4.128
14,1,1.46
19,1,1.604
19,4,2.8
19,9,14.048
19,4,2.8
19,10,258.558
19,3,2.552
19,5,7.372
19,2,2.1
23,1,1.572
