WindowSize,CompressionLevel,Performance
19,1,1.604
13,1,1.514
14,1,1.46
15,1,1.52
14,9,7.404
18,1,1.63
18,10,279.698
18,7,8.628
18,11,279.692
17,1,1.612
14,1,1.46
21,1,1.598
21,8,18.874
21,5,7.272
21,7,15.806
23,1,1.572
18,1,1.63
18,7,8.628
19,1,1.604
19,7,10.05
19,3,2.552
19,6,9.336
16,1,1.598
17,1,1.612
23,1,1.572
19,1,1.604
23,7,20.474
23,8,37.284
23,8,37.284
23,4,2.726
17,4,2.848
23,1,1.572
20,1,1.636
11,1,1.526
11,8,5.042
17,1,1.612
17,5,5.886
11,1,1.526
11,7,5.078
11,11,343.996
16,1,1.598
11,5,3.49
11,6,3.57
11,7,5.078
18,1,1.63
19,1,1.604
10,1,1.666
10,10,363.364
13,1,1.514
13,2,1.942
20,1,1.636
13,8,5.62
19,1,1.604
11,1,1.526
11,7,5.078
23,1,1.572
22,1,1.586
22,6,10.266
22,11,259.594
19,1,1.604
11,1,1.526
11,6,3.57
14,1,1.46
14,5,4.678
14,8,6.086
20,1,1.636
19,1,1.604
19,10,258.558
19,6,9.336
19,2,2.1
19,11,258.502
13,1,1.514
18,1,1.63
18,4,2.824
11,1,1.526
11,6,3.57
11,0,1.526
11,3,2.476
11,9,6.286
11,4,3.04
13,0,1.514
17,0,1.606
17,5,5.886
17,1,1.612
17,7,7.636
17,3,2.564
17,8,8.454
17,9,10.152
11,1,1.526
11,0,1.526
10,0,1.662
10,8,5.046
10,6,3.386
20,0,1.63
20,3,2.546
20,7,12.338
19,0,1.614
19,6,9.336
19,4,2.8
