WindowSize,CompressionLevel,Performance
17,6,6.34
21,5,7.272
24,5,7.154
17,11,307.42
17,6,6.34
22,6,10.266
12,6,3.846
14,6,4.874
17,6,6.34
14,11,301.078
14,5,4.678
16,5,5.392
14,9,7.404
14,1,1.46
23,1,1.572
16,1,1.598
15,1,1.52
22,1,1.586
20,1,1.636
20,1,1.636
20,7,12.338
18,1,1.63
10,1,1.666
16,1,1.598
17,1,1.612
22,1,1.586
19,1,1.604
22,1,1.586
22,8,25.432
12,1,1.542
12,4,3.004
12,0,1.528
14,0,1.472
14,11,301.078
19,0,1.614
19,3,2.552
19,9,14.048
22,0,1.596
16,0,1.59
16,10,285.0
16,7,6.998
10,0,1.662
17,0,1.606
13,0,1.514
13,1,1.514
24,1,1.57
18,1,1.63
18,11,279.692
18,2,2.094
18,11,279.692
12,1,1.542
24,1,1.57
24,0,1.574
24,1,1.57
19,1,1.604
19,9,14.048
19,7,10.05
24,1,1.57
24,11,394.158
24,5,7.154
24,3,2.478
24,4,2.708
11,1,1.526
11,10,343.594
11,6,3.57
11,4,3.04
12,1,1.542
12,0,1.528
13,0,1.514
13,5,4.128
24,0,1.574
20,0,1.63
20,9,17.4
20,3,2.546
20,8,14.64
22,0,1.596
14,0,1.472
15,0,1.534
15,10,291.618
15,9,8.084
15,3,2.392
18,0,1.628
18,3,2.562
11,0,1.526
22,0,1.596
13,0,1.514
16,0,1.59
16,7,6.998
16,10,285.0
16,6,5.77
24,0,1.574
24,11,394.158
16,0,1.59
16,3,2.508
14,0,1.472
14,1,1.46
14,2,1.9
14,5,4.678
14,5,4.678
