WindowSize,CompressionLevel,Performance
13,1,1.514
13,5,4.128
13,7,5.554
15,1,1.52
15,4,2.834
16,1,1.598
16,3,2.508
11,3,2.476
11,10,343.594
16,3,2.508
18,3,2.562
18,6,7.51
12,3,2.426
12,0,1.528
13,0,1.514
13,7,5.554
13,1,1.514
13,11,315.078
21,1,1.598
21,5,7.272
17,1,1.612
17,7,7.636
12,1,1.542
17,1,1.612
17,4,2.848
17,7,7.636
17,4,2.848
24,1,1.57
15,1,1.52
15,7,6.39
15,8,6.738
15,10,291.618
20,1,1.636
15,6,5.306
11,1,1.526
13,1,1.514
23,1,1.572
18,1,1.63
10,1,1.666
10,5,3.306
22,1,1.586
22,2,2.05
23,2,2.032
23,5,7.178
23,0,1.556
23,3,2.478
11,0,1.526
19,0,1.614
19,7,10.05
19,6,9.336
19,9,14.048
19,2,2.1
19,7,10.05
14,0,1.472
16,0,1.59
16,4,2.77
16,9,9.094
16,10,285.0
17,0,1.606
17,10,307.144
13,0,1.514
16,0,1.59
20,0,1.63
10,0,1.662
10,9,6.246
10,11,363.346
11,0,1.526
11,9,6.286
11,3,2.476
11,2,1.998
24,0,1.574
24,2,2.04
24,6,10.176
19,0,1.614
19,4,2.8
19,8,11.508
12,0,1.528
16,0,1.59
16,10,285.0
20,0,1.63
10,0,1.662
10,10,363.364
24,0,1.574
24,4,2.708
19,0,1.614
22,0,1.596
22,5,7.198
22,7,19.626
12,0,1.528
12,6,3.846
12,6,3.846
12,2,1.988
13,0,1.514
13,11,315.078
13,3,2.37
13,3,2.37
13,1,1.514
20,1,1.636
13,8,5.62
