ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,87023.8
0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,78958.0
1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,77940.2
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,74561.6
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,74596.4
1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,84251.2
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,61945.2
0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,89379.4
1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,85079.4
1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,85262.6
1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,77412.8
1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,79079.2
0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,68133.0
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,91970.6
1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,66216.0
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,84575.2
0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,84080.8
0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,88292.8
0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,81923.4
0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,87473.8
1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,66885.8
1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,62249.8
1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,85135.8
1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,86887.4
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,76392.4
1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,68446.4
1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,83039.8
1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,65464.4
1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,86337.2
1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,70457.4
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,71136.4
1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,68284.6
1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,64333.2
1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,70031.4
1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,68155.2
1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,64333.2
0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,72064.2
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,67806.6
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,68555.8
1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,71900.0
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,73468.0
1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,66778.8
0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,66233.4
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,61364.2
1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,63967.2
1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,71504.8
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59090.2
1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,60063.8
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,61364.2
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,68384.0
1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,68012.2
1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,68650.0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,62101.8
1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,64306.2
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,58351.4
1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,62730.2
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,67010.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59090.2
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,61372.6
