ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,91042.0
0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,83003.0
0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,63611.6
1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,74213.8
1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,78331.4
1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,80895.8
0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,86726.6
0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,84697.6
0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,76368.4
1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,86996.8
0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,89420.0
1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,70978.2
1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,80450.8
0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,72916.2
1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,77820.4
1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,63534.4
1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,87926.6
0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,63967.8
0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,90801.4
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,65305.2
0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,70063.6
1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,80632.4
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,71482.8
1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,66391.4
1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,66320.6
1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,73419.0
0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,63473.6
0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,72680.8
0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,63611.6
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,84271.0
0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,65466.2
1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,63534.4
1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,67979.6
0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,70624.0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,77225.4
1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,65302.2
0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,72990.6
1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,61191.6
1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,70604.8
0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,73141.4
1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,63805.8
1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,74838.2
1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,64686.4
1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,61472.6
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,62195.4
1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,62087.2
1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,62898.4
1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,63540.6
1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,60891.0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,58048.8
1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,68913.4
0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,64790.6
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,60329.8
1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,64875.2
1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,64788.2
0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,69999.2
0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,61288.4
0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,63324.2
0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,59988.6
1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,65267.4
0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,61265.0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,58048.8
1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,61191.6
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,61877.8
1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,58426.8
1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,62840.0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57211.8
0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,59925.6
1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,61191.6
0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,61015.4
0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,61265.0
1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,61191.6
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,58048.8
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,56539.0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,58048.8
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,57930.0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,60329.8
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58912.4
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,58826.2
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,58599.6
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,58564.8
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58912.4
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,58826.2
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,58826.2
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57211.8
