ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,73537.6
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,61470.6
0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,74283.4
0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,66069.6
0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,72616.0
1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,72883.0
0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,74309.4
0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,77688.2
1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,78453.0
1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,88571.4
0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,91096.4
0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,82650.2
1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,74444.2
0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,74665.6
0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,84463.8
0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,82925.0
1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,74991.0
0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,64821.2
0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,76217.0
0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,81834.6
1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,82763.6
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,67704.6
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,78100.4
1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,83440.4
0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,75577.4
0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,76466.2
0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,92731.4
0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,69770.0
0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,58135.8
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,68495.6
0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,73537.6
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,58264.0
0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,66806.8
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,80036.0
1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,78284.2
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,63353.4
0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,66489.4
0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,66241.4
0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,66080.8
0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,65038.6
0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,65038.6
0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,63965.6
0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,81373.0
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,61488.0
0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,71323.2
0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,62612.2
