ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,73572.8
0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,82626.8
0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,93538.8
0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,87354.2
0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,77774.8
1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,85245.6
1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,86679.8
0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,73959.2
1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,76890.4
0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,87658.0
1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,70782.0
0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,83501.4
0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,64510.0
0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,87362.2
1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,75850.6
0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,66168.2
1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,85142.6
0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,73563.4
1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,91882.4
1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,72151.0
0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,77444.8
1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,69096.8
0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,65641.0
1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,68701.4
0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,75622.4
0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,82249.2
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,60872.6
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,63551.8
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,66959.4
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,66122.4
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,66959.4
0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,75591.4
0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,66200.0
0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,73959.2
1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,71911.8
1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,75645.2
0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,77262.2
1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,72067.6
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,65854.4
0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,61584.4
1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,80204.8
0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,69364.0
0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,62227.2
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,63113.4
0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,63498.0
1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,62657.6
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,59079.6
1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,74377.8
0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,65670.2
0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,59756.6
0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,70427.8
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,58524.8
0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,60942.6
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,58564.8
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,61111.0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,59016.2
0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,62727.8
1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,62657.6
0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,63975.0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,59016.2
0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,59718.4
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,59016.2
0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55505.4
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,54945.0
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,62848.0
0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,63547.8
0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,60206.0
0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,62930.6
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,58267.0
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,54945.0
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,61387.2
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,61265.6
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,54945.0
0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,59399.6
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,54945.0
0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,58840.6
0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,59718.4
0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,61255.6
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,54937.4
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,58637.6
0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55505.4
0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,59942.0
0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55505.4
0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,64002.0
0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,64990.2
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,54945.0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,54945.0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,54945.0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,60702.4
0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,61387.2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,54845.4
0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55505.4
