ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,64607.0
0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,80523.6
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,83093.2
1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,68302.0
0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,79160.0
1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,85775.8
0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,63883.2
0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,99711.0
0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,77409.8
1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,77813.4
1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,70216.0
1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,78348.2
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,56395.8
1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,75959.0
1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,93713.2
1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,65544.0
0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,77135.2
1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,73693.0
0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,85685.6
1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,62572.0
0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,80316.4
0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,79759.8
1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,78798.2
1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,82878.2
1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,81824.4
0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,71884.4
0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,86191.0
