ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,80939.2
0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,65644.0
1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,81625.2
1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,77306.6
0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,88716.2
0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,85221.6
0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,76153.0
1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,87750.4
1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,93557.6
1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,70171.8
0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,78132.2
1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,98120.0
1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,69201.0
1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,86868.8
1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,83741.4
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,66468.2
1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,89145.0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,77225.4
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,81693.8
0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,84145.6
0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,83857.0
0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,91366.4
0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,79712.4
0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,77673.2
0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,76153.0
1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,78226.4
0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,77398.4
1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,64204.8
0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,79283.8
0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,83287.0
0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,75944.0
0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,91015.6
0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,65874.2
0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,68811.0
0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,81912.4
1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,77168.8
1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,69201.0
0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,82085.6
0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,63420.4
0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,69253.6
0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,64513.0
0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,73252.0
1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,64654.6
0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,79631.8
0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,60995.8
1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,72683.6
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,69593.4
0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,76530.8
1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,62716.4
1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,68329.0
1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,66113.2
0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,60995.8
0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,63361.8
1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,65500.8
