ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,80171.6
1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,87644.0
0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,69478.2
1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,91108.0
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,86685.6
0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,76579.0
0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,60318.8
0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,89988.8
0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,84882.0
1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,64706.6
0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,73250.8
1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,86122.2
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,63231.8
1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,64313.4
1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,59045.4
0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,94985.6
1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,71411.6
0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,79061.2
1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,68624.2
0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,67045.6
0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,73864.2
1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,70696.4
0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,59316.8
1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,62468.4
0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,63962.2
1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,62956.4
1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,62375.4
0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,63962.2
1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,81977.2
0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56797.8
0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,65179.8
1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,65522.6
0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,71199.8
1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,68038.8
1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,62782.2
1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,58530.4
1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,61738.0
0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56797.8
1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,59636.8
1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,63004.0
1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,58618.2
1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,60722.8
1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,62956.4
1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,64282.6
1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,58622.6
1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,65893.2
0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,58555.8
1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,62139.2
1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,59639.0
0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56797.8
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,58264.0
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,58264.0
1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,57224.0
0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,63221.6
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,62736.8
0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,60938.6
0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,60543.6
0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56605.2
0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56605.2
0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,58135.8
0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56797.8
1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,57224.0
1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,58656.4
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,58264.0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,56735.0
1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56686.6
0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,62869.4
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,57982.6
1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56686.6
0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,56796.8
