new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,2,2,2,1,0,1024,5,163.9968
0,2,2,1,1,0,512,5,164.8446
0,2,2,2,1,0,2048,1,165.2808
1,2,2,2,0,0,4096,5,165.7494
1,2,2,1,1,0,512,9,165.0922
0,0,1,0,1,1,512,0,166.3636
1,1,2,1,1,0,4096,0,32.9028
0,2,2,0,0,0,2048,1,164.6946
0,2,2,0,0,1,2048,9,162.9336
0,1,2,2,1,1,1024,0,32.2096
0,2,2,2,1,1,512,9,164.4566
0,2,2,0,1,0,1024,1,165.2514
0,2,2,1,1,1,512,5,165.8364
0,0,2,0,0,0,2048,0,164.191
0,2,1,0,1,0,512,5,166.5048
0,2,2,2,0,0,512,1,164.9902
1,0,2,2,1,1,512,0,166.1112
1,2,2,2,1,0,4096,5,165.9262
1,2,2,2,0,1,512,5,163.6538
1,0,2,2,0,0,1024,0,167.1676
1,2,2,2,1,0,512,1,165.4944
0,2,2,1,1,1,512,9,163.964
0,2,2,0,0,0,2048,1,164.6946
1,2,2,2,1,0,1024,5,165.5138
0,2,2,1,1,0,1024,5,166.7586
0,2,2,2,0,1,512,1,164.987
0,0,2,0,0,0,2048,0,164.191
0,2,2,2,1,1,512,9,164.4566
1,1,2,1,0,1,512,0,32.099
0,2,1,0,0,0,2048,9,167.909
1,2,2,0,0,1,2048,9,164.0904
1,2,2,1,0,1,2048,9,167.7058
0,1,2,0,0,0,2048,0,31.6514
1,2,2,2,0,1,2048,5,164.538
1,1,2,1,0,0,2048,0,32.2072
0,0,2,0,1,0,4096,0,164.9116
0,0,2,2,0,1,2048,0,165.5768
0,2,2,1,1,1,512,9,163.964
0,1,2,2,1,0,1024,0,31.0888
0,0,2,0,1,1,2048,0,165.9408
1,2,2,2,0,1,512,5,163.6538
1,1,2,1,0,0,2048,0,32.2072
0,1,2,2,0,1,512,0,31.6628
0,1,2,0,0,0,512,0,31.3186
0,1,2,2,1,1,512,0,31.6432
0,1,2,2,1,1,4096,0,31.6068
0,1,2,2,1,0,1024,0,31.0888
0,1,2,1,0,1,512,0,31.4648
0,1,2,0,0,1,1024,0,32.209
0,1,2,2,1,1,4096,0,31.6068
0,1,2,2,1,0,2048,0,31.2782
1,1,2,2,1,0,512,0,31.1244
0,1,2,2,1,0,1024,0,31.0888
0,1,2,2,1,0,512,0,30.8186
0,0,2,2,1,0,512,0,165.7538
0,1,2,2,1,1,2048,0,31.832
1,1,2,2,1,0,2048,0,32.0026
0,1,2,0,1,0,1024,0,31.4174
0,1,2,2,1,0,4096,0,31.3372
1,1,2,1,1,1,2048,0,33.1484
0,0,2,2,1,0,1024,0,161.9528
0,1,2,2,0,0,2048,0,31.9334
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,0,1024,0,31.0888
0,1,2,1,1,0,4096,0,32.1888
1,1,2,0,0,0,512,0,31.6822
1,1,2,2,1,0,512,0,31.1244
0,1,1,0,1,0,1024,0,31.9034
0,1,2,0,1,1,1024,0,31.9392
1,1,2,2,1,0,512,0,31.1244
0,1,2,2,1,0,1024,0,31.0888
0,1,2,2,1,1,512,0,31.6432
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,0,1024,0,31.0888
0,1,2,0,1,0,1024,0,31.4174
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,0,512,0,30.8186
0,1,2,0,0,1,512,0,31.1982
0,1,2,2,1,0,1024,0,31.0888
0,1,2,2,1,0,512,0,30.8186
1,1,2,2,1,0,1024,0,31.7822
1,1,2,2,1,0,512,0,31.1244
0,1,2,2,1,1,512,0,31.6432
1,1,2,2,1,0,1024,0,31.7822
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,0,512,0,30.8186
1,1,2,2,1,0,512,0,31.1244
0,1,2,2,0,0,512,0,31.1458
0,0,2,2,1,0,1024,0,161.9528
0,1,2,0,1,0,512,0,31.0946
1,1,2,2,1,0,512,0,31.1244
1,1,2,2,1,0,512,0,31.1244
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,0,0,512,0,31.1458
1,1,2,2,1,0,512,0,31.1244
0,1,2,2,1,1,512,0,31.6432
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,0,512,0,30.8186
