new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,2,2,0,1,1,1024,9,164.2734
0,2,2,1,0,1,512,5,163.3292
0,2,2,0,1,1,512,1,165.261
1,2,2,0,1,0,4096,9,165.358
0,0,2,0,0,1,4096,0,161.8262
0,2,2,2,1,0,1024,9,167.7094
1,2,1,0,0,1,1024,1,167.9776
1,0,2,0,1,0,4096,0,167.101
1,0,1,0,1,1,1024,0,167.7914
1,0,2,0,1,0,2048,0,165.0044
1,2,2,2,1,0,4096,1,162.4182
1,2,1,0,1,0,512,5,168.1308
0,2,2,2,0,0,512,1,164.9902
1,1,1,0,1,0,512,0,32.389
0,0,2,2,0,1,2048,0,165.5768
0,0,2,1,0,1,4096,0,165.5204
1,1,2,1,0,0,512,0,31.3498
1,0,2,0,0,0,2048,0,166.4034
1,0,2,2,0,1,1024,0,164.182
0,2,1,0,0,1,512,9,165.847
1,2,2,2,0,0,4096,9,164.1768
1,2,2,2,0,0,4096,1,167.5774
1,2,2,2,0,1,512,5,163.6538
1,1,2,2,0,0,512,0,32.0308
0,1,2,1,0,1,512,0,31.4648
0,2,2,0,0,1,1024,1,165.314
0,2,2,0,1,1,512,1,165.261
1,2,2,2,1,1,512,9,164.544
0,0,2,0,1,1,512,0,166.063
1,1,1,0,1,0,512,0,32.389
0,1,2,2,0,0,512,0,31.1458
1,2,2,2,0,0,4096,1,167.5774
1,2,2,2,1,0,2048,5,165.7712
1,1,2,0,0,1,1024,0,32.145
1,2,2,0,0,1,512,1,164.582
1,0,2,0,1,0,512,0,166.2254
0,2,2,1,0,1,512,9,165.396
0,0,2,1,1,1,512,0,167.0262
1,2,2,2,0,0,4096,9,164.1768
1,2,2,2,0,1,512,1,164.258
0,1,2,0,0,1,4096,0,32.164
0,1,2,2,0,0,512,0,31.1458
0,1,2,2,0,0,512,0,31.1458
0,1,2,2,1,0,512,0,30.8186
0,2,2,2,0,0,512,5,163.6058
0,2,2,2,0,1,4096,1,164.1336
1,1,2,0,0,1,4096,0,32.6992
1,1,2,0,0,1,512,0,31.2796
1,1,2,2,1,0,512,0,31.1244
1,1,2,1,0,1,512,0,32.099
0,2,2,2,0,1,512,5,164.7928
0,1,2,2,0,1,512,0,31.6628
1,0,2,0,0,1,1024,0,164.7058
0,1,2,2,0,0,512,0,31.1458
1,1,2,0,1,1,512,0,32.436
0,1,2,2,0,0,2048,0,31.9334
0,1,2,2,1,0,512,0,30.8186
0,1,2,0,0,1,512,0,31.1982
1,1,2,2,0,1,512,0,31.8482
0,1,2,2,1,1,512,0,31.6432
0,1,2,2,0,1,4096,0,31.9772
0,1,2,2,0,0,4096,0,31.4676
0,1,2,2,0,0,512,0,31.1458
0,0,2,2,0,0,512,0,161.9756
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,0,0,512,0,31.1458
0,1,2,1,1,0,512,0,31.03
0,1,2,2,0,0,1024,0,31.2602
0,1,2,2,0,0,512,0,31.1458
1,1,2,2,0,0,512,0,32.0308
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,1,1024,0,32.2096
0,1,2,2,0,0,512,0,31.1458
0,1,2,2,0,0,512,0,31.1458
0,1,2,2,0,0,512,0,31.1458
0,1,2,2,0,0,1024,0,31.2602
0,1,2,2,1,0,2048,0,31.2782
0,1,2,2,0,0,512,0,31.1458
1,1,2,2,1,0,512,0,31.1244
1,1,2,2,0,0,512,0,32.0308
1,1,2,2,0,0,512,0,32.0308
0,1,2,2,1,1,512,0,31.6432
0,1,2,2,1,0,2048,0,31.2782
0,1,2,2,0,0,4096,0,31.4676
0,1,2,0,1,1,512,0,31.4334
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,0,0,512,0,31.1458
0,1,2,2,0,1,512,0,31.6628
0,1,2,2,0,0,512,0,31.1458
0,1,2,2,1,0,512,0,30.8186
0,1,2,0,1,0,512,0,31.0946
0,1,2,2,0,0,512,0,31.1458
0,1,2,2,1,0,2048,0,31.2782
1,1,2,2,1,0,512,0,31.1244
0,1,2,0,0,0,512,0,31.3186
0,1,2,2,1,0,512,0,30.8186
0,1,2,1,0,0,512,0,30.7448
0,1,2,1,1,0,512,0,31.03
0,1,2,1,0,0,512,0,30.7448
0,0,2,1,0,0,512,0,165.9226
