new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,2,2,1,1,0,512,9,165.0922
1,2,1,0,0,1,2048,1,168.2004
1,1,2,2,0,0,2048,0,31.4314
1,2,2,0,1,0,512,5,164.5372
0,1,2,1,1,0,1024,0,31.5162
0,2,2,1,0,1,1024,9,164.7082
1,1,1,0,0,1,2048,0,33.0006
0,2,2,2,1,0,2048,9,164.9366
1,2,2,1,1,1,4096,1,165.5916
1,2,2,2,0,1,1024,9,165.0296
0,2,2,0,0,1,1024,5,164.4738
0,2,2,0,0,0,512,1,164.9276
1,2,2,2,1,1,1024,5,163.2298
1,2,2,0,0,1,2048,5,165.1584
0,2,1,0,0,1,2048,5,168.3288
1,2,2,1,1,1,512,5,165.232
1,2,2,1,1,0,512,5,165.4086
0,2,1,0,1,1,4096,5,166.6048
0,0,2,0,0,0,512,0,161.8958
1,2,2,2,0,1,2048,9,166.346
1,2,2,1,0,1,2048,5,165.883
1,2,2,2,1,1,4096,5,164.498
1,0,1,0,0,1,2048,0,165.3552
1,2,2,2,1,1,2048,5,166.1056
1,2,2,0,1,1,4096,9,166.3832
0,2,2,0,0,1,512,5,164.7842
1,1,2,0,0,0,2048,0,31.8866
1,2,2,1,0,1,512,5,165.5166
0,0,2,0,1,0,512,0,166.1266
0,1,2,2,0,0,2048,0,31.9334
0,2,1,0,0,1,512,5,165.2014
0,2,2,0,0,1,512,5,164.7842
1,2,2,2,1,0,512,9,165.0668
0,2,2,2,1,1,1024,5,165.17
0,1,2,2,0,1,1024,0,31.926
0,1,2,2,0,0,2048,0,31.9334
1,1,2,2,0,0,2048,0,31.4314
1,1,2,0,0,0,2048,0,31.8866
1,2,2,1,1,1,4096,5,165.7712
0,1,2,1,0,1,2048,0,32.4956
0,1,2,1,1,0,1024,0,31.5162
1,1,2,2,1,0,2048,0,32.0026
0,1,2,2,1,0,1024,0,31.0888
1,1,2,0,1,0,1024,0,31.9844
1,1,2,2,0,0,2048,0,31.4314
1,1,2,2,0,0,512,0,32.0308
0,1,2,1,0,0,1024,0,31.283
1,1,2,2,1,0,2048,0,32.0026
0,1,2,2,1,0,1024,0,31.0888
0,1,2,1,1,1,1024,0,32.4414
0,1,2,0,1,0,2048,0,31.6254
0,1,2,2,1,0,2048,0,31.2782
0,1,2,2,1,0,4096,0,31.3372
0,1,2,0,0,0,512,0,31.3186
0,1,2,2,0,0,2048,0,31.9334
0,1,2,0,1,0,1024,0,31.4174
0,1,2,0,1,0,1024,0,31.4174
1,1,2,2,0,0,512,0,32.0308
0,1,2,2,0,0,2048,0,31.9334
0,1,2,1,0,0,1024,0,31.283
1,1,2,1,0,0,1024,0,31.9878
0,1,2,1,1,0,1024,0,31.5162
0,1,2,1,0,0,1024,0,31.283
0,1,2,1,1,0,1024,0,31.5162
0,1,2,0,0,0,1024,0,31.2232
0,1,2,1,1,0,2048,0,31.9244
0,1,2,2,0,0,1024,0,31.2602
0,1,2,0,1,0,1024,0,31.4174
0,1,2,1,0,0,512,0,30.7448
0,1,2,1,1,0,1024,0,31.5162
0,0,2,0,1,0,1024,0,163.6422
0,1,2,2,0,0,1024,0,31.2602
0,1,2,0,1,0,1024,0,31.4174
0,1,2,0,0,0,1024,0,31.2232
1,1,2,2,0,1,1024,0,32.4752
0,1,2,2,1,0,1024,0,31.0888
0,1,2,2,0,0,2048,0,31.9334
0,1,2,0,1,0,1024,0,31.4174
0,1,2,2,1,0,1024,0,31.0888
0,1,2,2,1,0,1024,0,31.0888
0,1,2,1,1,0,1024,0,31.5162
0,1,2,2,1,0,2048,0,31.2782
0,1,2,2,1,0,1024,0,31.0888
0,1,2,2,0,0,1024,0,31.2602
0,1,2,1,0,0,1024,0,31.283
0,1,2,1,0,0,4096,0,32.8414
0,1,2,2,1,0,1024,0,31.0888
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,0,1024,0,31.0888
0,1,2,1,1,0,4096,0,32.1888
0,1,2,2,0,0,1024,0,31.2602
0,1,2,1,1,0,1024,0,31.5162
0,1,2,1,0,0,2048,0,31.6962
0,1,2,2,0,0,1024,0,31.2602
0,1,2,0,0,0,512,0,31.3186
0,1,2,2,1,0,1024,0,31.0888
0,1,2,2,1,0,512,0,30.8186
0,1,2,2,1,0,1024,0,31.0888
0,1,2,2,1,0,1024,0,31.0888
0,1,2,1,1,0,1024,0,31.5162
