new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,2,2,1,0,0,512,9,164.1642
1,2,2,0,0,0,1024,1,165.8648
0,1,2,0,1,0,512,0,31.0946
0,2,2,0,1,1,512,9,164.6706
1,2,2,2,0,1,4096,9,166.4572
1,0,1,0,1,0,4096,0,167.49
0,1,2,2,0,1,2048,0,32.0282
0,2,2,0,0,1,2048,9,162.9336
0,2,2,2,0,1,512,9,165.1012
0,2,1,0,1,1,4096,1,167.3416
0,1,2,1,0,1,1024,0,32.4226
0,0,2,0,0,1,2048,0,166.7804
1,2,2,2,1,0,1024,1,165.2152
1,2,2,0,1,1,1024,9,166.7166
0,2,2,2,1,0,2048,1,165.2808
1,0,2,2,0,0,2048,0,163.4202
1,0,1,0,0,1,1024,0,168.7374
1,2,2,2,0,0,2048,9,166.5826
1,2,2,0,0,1,1024,5,164.6338
1,2,2,0,0,0,4096,5,165.0282
1,1,2,0,1,1,512,0,32.436
0,2,2,2,1,0,2048,1,165.2808
1,2,2,0,0,1,2048,9,164.0904
0,1,2,0,0,0,2048,0,31.6514
0,1,2,0,0,1,512,0,31.1982
0,0,2,2,0,0,2048,0,165.8586
0,1,2,0,0,1,512,0,31.1982
0,0,1,0,0,0,2048,0,164.984
0,1,2,0,0,1,2048,0,32.1222
1,0,1,0,0,0,2048,0,166.7744
1,1,2,2,0,0,1024,0,31.7042
0,1,2,0,1,0,512,0,31.0946
0,1,2,1,0,0,2048,0,31.6962
0,1,2,2,0,0,2048,0,31.9334
0,2,2,0,1,1,512,9,164.6706
0,1,2,0,0,0,1024,0,31.2232
1,2,2,1,0,1,2048,9,167.7058
0,1,2,1,1,0,2048,0,31.9244
0,1,2,0,0,1,512,0,31.1982
1,1,2,0,1,0,512,0,31.376
0,1,2,2,0,0,4096,0,31.4676
0,1,1,0,1,0,512,0,32.1144
1,1,1,0,1,0,512,0,32.389
0,1,2,0,0,0,4096,0,31.5282
0,1,2,2,0,1,4096,0,31.9772
0,1,2,0,0,0,512,0,31.3186
0,1,2,0,0,0,512,0,31.3186
0,1,2,2,0,0,4096,0,31.4676
0,1,2,2,1,0,512,0,30.8186
0,1,2,0,1,1,512,0,31.4334
0,1,1,0,1,0,4096,0,32.237
1,1,2,2,1,0,1024,0,31.7822
0,1,2,0,0,0,512,0,31.3186
1,1,2,0,0,1,512,0,31.2796
0,1,2,0,0,1,512,0,31.1982
0,1,2,0,1,0,512,0,31.0946
0,1,1,0,0,1,512,0,32.3318
0,1,2,0,0,1,512,0,31.1982
0,1,2,1,0,1,512,0,31.4648
0,1,2,0,0,1,4096,0,32.164
0,1,2,0,0,0,512,0,31.3186
0,1,2,0,0,0,512,0,31.3186
0,1,2,0,0,1,512,0,31.1982
0,1,2,0,0,0,2048,0,31.6514
0,1,2,0,1,1,512,0,31.4334
0,1,2,0,1,1,512,0,31.4334
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,0,0,512,0,31.3186
0,1,2,0,0,0,2048,0,31.6514
0,1,2,0,0,0,1024,0,31.2232
0,1,2,2,1,0,2048,0,31.2782
0,1,2,0,1,1,512,0,31.4334
1,1,2,0,1,0,512,0,31.376
0,1,2,0,0,1,512,0,31.1982
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,1,0,512,0,31.0946
0,1,2,2,0,0,512,0,31.1458
0,1,2,0,0,1,2048,0,32.1222
1,1,2,0,0,1,512,0,31.2796
0,1,2,2,1,0,512,0,30.8186
0,1,2,0,1,0,512,0,31.0946
0,1,1,0,1,1,512,0,32.465
0,1,2,0,1,0,512,0,31.0946
1,1,2,0,1,0,512,0,31.376
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,0,1,512,0,31.1982
0,1,1,0,1,0,512,0,32.1144
0,0,2,0,1,1,512,0,166.063
0,1,2,0,1,0,512,0,31.0946
1,1,2,0,1,0,512,0,31.376
0,1,2,0,0,1,512,0,31.1982
0,1,2,0,1,1,512,0,31.4334
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,1,1,512,0,31.4334
1,1,2,0,1,0,512,0,31.376
0,1,2,0,1,0,512,0,31.0946
